gene_name	gene_id	chr	start	end	gene_length	length_quintile	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_n_peaks	is_mecp2_up	is_neuronal	is_synapse	k119ub_decile	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	atac_fdr	k27ac_fdr	k27me3_fdr	k119ub_fdr	atac_remodeled	k27ac_remodeled	k27me3_remodeled	k119ub_remodeled	neuronal_group	synapse_group
1700028J19Rik	ENSMUSG00000038782.7	chr7	44229810	44246695	16885	3	-0.000551346502338054	-0.177215655853532	0.351098001207344	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700028K03Rik	ENSMUSG00000089798.10	chr5	107534708	107551542	16834	3	0.00107477614839323	-0.00233988486529339	0.993541014833864	FALSE	Hypomethylated	NA	NA	NA	FALSE	TRUE	TRUE	NA	-0.0713037253344157	NA	NA	NA	0.712017738849176	NA	NA	NA	FALSE	NA	NA	NA	Gene set only	Gene set only
1700028P14Rik	ENSMUSG00000033053.4	chr19	23558752	23652812	94060	5	0.00842713338561281	0.323332446167983	1.85209509959808e-06	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700029F12Rik	ENSMUSG00000052075.7	chr13	97021863	97034362	12499	2	0.00401295326400891	0.079093354243517	0.708157731740182	FALSE	Hypermethylated	0.217400891	0.308606928	1	FALSE	FALSE	FALSE	NA	1.7974050491754	NA	-0.0414009513626068	NA	8.91502135908029e-18	NA	0.865251894192798	NA	TRUE	NA	FALSE	NA	Neither	Neither
1700029H14Rik	ENSMUSG00000031452.15	chr8	13550732	13562461	11729	2	-0.000541962304725578	-0.238786017547745	0.228467747079388	FALSE	Hypomethylated	0.012970203	0.969160112	3	FALSE	FALSE	FALSE	1	0.0808417481658666	-1.01814136423886	NA	-0.537567436	0.653434105569158	1.58901163775631e-09	NA	0.000148078	FALSE	TRUE	NA	TRUE	Neither	Neither
1700029I15Rik	ENSMUSG00000044916.10	chr2	92382537	92385708	3171	1	0.00345346215839799	0.0470672523948214	0.935369691873391	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700029J07Rik	ENSMUSG00000071103.10	chr8	45953605	45975440	21835	3	0.000270940730089771	-0.229454280351694	0.159091411462996	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700029P11Rik	ENSMUSG00000061633.3	chr15	81980539	81981563	1024	1	-0.00233652097307728	-0.693275774604051	0.342072945402359	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700030J22Rik	ENSMUSG00000031847.8	chr8	116969593	116978959	9366	2	0.00327339242076521	0.139184769728574	0.528080832675751	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	8	-0.0542313810404071	NA	NA	0.388836956	0.765328777490128	NA	NA	0.001112966	FALSE	NA	NA	TRUE	Neither	Neither
1700030K09Rik	ENSMUSG00000052794.13	chr8	72443879	72461001	17122	3	0.00107787618187054	-0.140712804162413	0.473868072959671	FALSE	Hypomethylated	-0.030698533	0.914402817	1	FALSE	FALSE	FALSE	NA	0.0581796068378277	NA	NA	NA	0.761417680023601	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
1700031F05Rik	ENSMUSG00000032894.13	chrX	102859185	102867971	8786	2	-0.00317562220031953	-0.491151566178629	0.180859179186105	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700031L13Rik	ENSMUSG00000099863.1	chr5	82122407	82124713	2306	1	0.0039027135138894	-0.250910215820228	0.741433622964227	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	8	0.87752136692817	NA	NA	0.436262601	0.000637979972982158	NA	NA	0.001545726	TRUE	NA	NA	TRUE	Neither	Neither
1700034E13Rik	ENSMUSG00000024532.13	chr18	52646208	52663733	17525	3	0.00260733036563613	0.0656205749405728	0.735869343369528	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	NA	NA	NA	0.891049789	NA	NA	NA	9.19e-11	NA	NA	NA	TRUE	Neither	Neither
1700034I23Rik	ENSMUSG00000074619.5	chr3	40900195	40902543	2348	1	-0.00991164628129519	-1.02290216746965	0.13459489303811	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700034J05Rik	ENSMUSG00000040163.14	chr6	146950328	146954422	4094	1	-0.00233516530991474	-0.356534666565802	0.353637706858284	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700037C18Rik	ENSMUSG00000005983.15	chr16	3895178	3908689	13511	3	-4.36496733471018e-05	-0.296761109488997	0.245478313388759	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700037H04Rik	ENSMUSG00000027327.16	chr2	131146323	131160081	13758	3	-0.00063497381993121	-0.275705496242295	0.142590048746337	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700042G07Rik	ENSMUSG00000078593.2	chr4	116173371	116174290	919	1	0.00438126825864805	0.0996568498216983	0.928748883358201	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700056E22Rik	ENSMUSG00000044854.7	chr1	184033029	184034301	1272	1	0.00840372302140635	0.822941206782314	0.339034519715868	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	9	NA	-0.0399114913154849	NA	0.56754709	NA	0.799781756923387	NA	7.96e-11	NA	FALSE	NA	TRUE	Neither	Neither
1700057G04Rik	ENSMUSG00000074139.8	chr9	92309376	92357876	48500	4	0.00195300139232524	-0.0457992219436215	0.770458357368585	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700064H15Rik	ENSMUSG00000082766.1	chr3	19610367	19628677	18310	3	0.00143876438950995	-0.0724047208369957	0.680654311168209	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700066B19Rik	ENSMUSG00000073598.3	chr18	35703224	35730869	27645	4	-0.00111008267285108	-0.275050599718577	0.0396020172126317	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	7804	2	0.000839345421649179	0.011510743436281	0.975171795210195	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.216154794092335	NA	NA	NA	0.211626616807512	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
1700067K01Rik	ENSMUSG00000046408.15	chr8	84001501	84004770	3269	1	0.00431307305324329	0.0776725601953661	0.858166894125027	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700067P10Rik	ENSMUSG00000021545.5	chr17	48089318	48090918	1600	1	0.00283427911800567	0.345557815978873	0.649248208663782	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700069L16Rik	ENSMUSG00000042184.11	chr5	113692421	113724772	32351	4	-0.00284804562876203	-0.236442154593778	0.0108856512319082	TRUE	Hypomethylated	-0.066898952	0.777276818	1	FALSE	FALSE	FALSE	NA	0.121110206648493	-0.0130530383621942	NA	NA	0.462555248404522	0.941805816040502	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
1700074P13Rik	ENSMUSG00000029883.12	chr6	40920436	40940557	20121	3	-0.000262809112124672	-0.239194589074793	0.24375985289012	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700080O16Rik	ENSMUSG00000031118.8	chrX	51968694	51972772	4078	1	0.00120426605838665	-0.255407709809973	0.568937767194724	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700086D15Rik	ENSMUSG00000020548.10	chr11	65151909	65159891	7982	2	-0.000762908193715238	-0.215540431710891	0.338442959408604	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700088E04Rik	ENSMUSG00000033029.12	chr15	79129348	79141253	11905	2	0.000441126106716261	-0.092946514858231	0.708066018945092	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0778904181486828	NA	NA	NA	0.702676421764095	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
1700092M07Rik	ENSMUSG00000090840.2	chr19	8740717	8741225	508	1	0.000505220063422015	0.00437617497339028	0.99775526588208	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700093K21Rik	ENSMUSG00000020286.13	chr11	23516202	23521155	4953	1	-0.00254285722793634	-0.2731937352554	0.465146338881994	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700094D03Rik	ENSMUSG00000118506.1	chr3	90062795	90068347	5552	1	0.000721955952106607	-0.115482620355636	0.75090083585593	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700102P08Rik	ENSMUSG00000032611.9	chr9	108392804	108410934	18130	3	-0.00338866115643643	-0.368109714598723	0.0150617243534745	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.0614231364853813	NA	NA	NA	0.804926121646055	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
1700109H08Rik	ENSMUSG00000008307.11	chr5	3571565	3584356	12791	3	0.00215244437532741	0.00854499497914106	0.977514341960628	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700113H08Rik	ENSMUSG00000047129.11	chr10	87058044	87230589	172545	5	0.000999328605639225	-0.0681787528661899	0.323941655075563	FALSE	Hypomethylated	-0.053577427	0.823594255	1	FALSE	FALSE	FALSE	6	0.649906295166595	NA	-0.0856746458659258	0.171227345	0.000603557035679366	NA	0.684824548173689	0.097124179	TRUE	NA	FALSE	FALSE	Neither	Neither
1700122O11Rik	ENSMUSG00000094928.1	chr17	48036744	48038293	1549	1	-0.0067662806623479	-0.327350230798912	0.515791242194473	FALSE	Hypomethylated	-0.021232487	0.9449763	2	FALSE	FALSE	FALSE	NA	0.73861709441413	NA	0.00617664685621307	NA	0.0059556556050182	NA	0.980933734275275	NA	TRUE	NA	FALSE	NA	Neither	Neither
1700123K08Rik	ENSMUSG00000029526.5	chr5	138561839	138564712	2873	1	9.06194030464783e-05	-0.23977407872133	0.719060294217404	FALSE	Hypomethylated	-0.055142966	0.82639414	1	FALSE	FALSE	FALSE	NA	NA	NA	-0.788947769000349	NA	NA	NA	0.0199978879846486	NA	NA	NA	TRUE	NA	Neither	Neither
1700123L14Rik	ENSMUSG00000072878.4	chr6	96164496	96166243	1747	1	-0.00141435536517255	-0.0555380186002028	0.936518678265809	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700123O20Rik	ENSMUSG00000040822.7	chr14	54686215	54690741	4526	1	0.00580406998785727	0.518339800330183	0.154544410413411	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	0.0519290725322973	NA	NA	NA	0.750737626149591	NA	NA	NA	FALSE	NA	NA	Neither	Neither
1700125H20Rik	ENSMUSG00000018479.12	chr11	85170403	85181145	10742	2	0.000496926595386863	0.0477395133233239	0.838975220830623	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1700129C05Rik	ENSMUSG00000021977.11	chr14	59133039	59142893	9854	2	-0.00105142893251968	-0.257572052897158	0.367856379315471	FALSE	Hypomethylated	-0.114346413	0.593624974	11	FALSE	FALSE	FALSE	9	0.02394749601471	-0.811179905689119	2.07139480158365	0.609994351	0.924587943274039	2.48581127326691e-06	1.76791937911139e-15	1.92e-06	FALSE	TRUE	TRUE	TRUE	Neither	Neither
1810009A15Rik	ENSMUSG00000071653.9	chr19	8888852	8890881	2029	1	0.00027798089516407	-0.281478116815405	0.671557581958007	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810009J06Rik	ENSMUSG00000094808.2	chr6	40964753	40968435	3682	1	-0.00349739639900899	-0.535931181992687	0.467883032841406	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810010H24Rik	ENSMUSG00000078607.6	chr11	107025680	107030443	4763	1	0.00124927469841995	-0.10746834439595	0.799079605748758	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.0320303675079771	-0.598138282871293	NA	NA	0.87486783350358	0.000481134462858779	NA	NA	FALSE	TRUE	NA	NA	Neither	Neither
1810013L24Rik	ENSMUSG00000022507.6	chr16	8830099	8858922	28823	4	-0.00121391319458834	-0.339909303469042	0.0376354827964904	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810020O05Rik	ENSMUSG00000089997.2	chr6	87675589	87722801	47212	4	5.59492605983585e-05	-0.189353785763466	0.164041212901743	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810024B03Rik	ENSMUSG00000044145.2	chr2	127186354	127208280	21926	3	-0.000820096267198173	-0.363084658365919	0.0400411919358505	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0893783890443537	0.0913000208161588	0.0307805195404839	NA	0.664874159139142	0.555053259265535	0.896945990890098	NA	FALSE	FALSE	FALSE	NA	Neither	Neither
1810030O07Rik	ENSMUSG00000044148.6	chrX	12654878	12673668	18790	3	0.00154850381966717	0.0749795326834951	0.782369819738856	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0535475161831942	0.0994915737778363	NA	NA	0.768890096364471	0.516178280638012	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
1810037I17Rik	ENSMUSG00000054091.9	chr3	122924202	122926184	1982	1	0.00684304408510406	0.223352891078992	0.742133802252533	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	-0.00679683714159186	NA	NA	0.923494826	0.972619835719256	NA	NA	3.51e-06	FALSE	NA	NA	TRUE	Neither	Neither
1810046K07Rik	ENSMUSG00000036027.13	chr9	51289685	51328924	39239	4	-0.00152433891188847	-0.247618603690558	0.0195198665984381	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810055G02Rik	ENSMUSG00000035372.2	chr19	3708292	3717881	9589	2	0.00147347969387062	-0.0155484956010748	0.956370143586531	FALSE	Hypomethylated	0.010217276	0.977398879	1	FALSE	FALSE	FALSE	NA	0.0640672892333892	-0.0066705870464987	NA	NA	0.729473253983946	0.969507193434577	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
1810058I24Rik	ENSMUSG00000073155.12	chr6	35252653	35263496	10843	2	0.00368107359142123	0.154280810287587	0.447037958432866	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
1810062G17Rik	ENSMUSG00000027713.6	chr3	36475936	36482299	6363	2	0.00720521507590521	0.168806066960517	0.381142038534215	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	0.426607781002328	NA	NA	0.790919798	0.0702625891495747	NA	NA	1.95e-10	FALSE	NA	NA	TRUE	Neither	Neither
1810065E05Rik	ENSMUSG00000013653.2	chr11	58421110	58426024	4914	1	0.00225063305292159	-0.137538280140776	0.742133802252533	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2010003K11Rik	ENSMUSG00000042041.7	chr19	4496787	4498583	1796	1	0.00323821210466699	0.206641304745572	0.744360127435594	FALSE	Hypermethylated	2.517892432	2.25e-15	1	TRUE	FALSE	FALSE	NA	0.00195431027853469	-0.362171828108655	NA	NA	0.993459682087656	0.0717556451128312	NA	NA	FALSE	FALSE	NA	NA	MeCP2-up only	MeCP2-up only
2010106E10Rik	ENSMUSG00000025528.10	chrX	112495273	112558343	63070	5	0.0021249912796681	-0.00212095637752011	0.991736231455612	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2010109A12Rik	ENSMUSG00000029384.5	chr5	93206517	93213475	6958	2	0.0128590437596905	0.451067756586216	0.035634023303545	TRUE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	0.0568273948825885	0.00394248124217254	NA	1.0265493	0.77294893723164	0.982298524338275	NA	2.23e-07	FALSE	FALSE	NA	TRUE	Neither	Neither
2010300C02Rik	ENSMUSG00000026090.16	chr1	37611676	37720085	108409	5	-0.00141931741957312	-0.172117541914712	0.00259407358155324	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2010315B03Rik	ENSMUSG00000074829.10	chr9	124291803	124312696	20893	3	-0.000398840185452378	-0.368936361746739	0.112737993343674	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.130690138170085	0.120044015054294	NA	NA	0.471177098049786	0.4941231627767	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
2200002D01Rik	ENSMUSG00000030587.5	chr7	29246560	29248466	1906	1	0.00329321424595629	0.144256592137747	0.82313575584697	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.048507740288421	NA	NA	NA	0.830334497724669	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
2200002J24Rik	ENSMUSG00000013083.8	chr7	30698925	30700536	1611	1	-4.01907775256713e-05	0.19672913644323	0.829537668280322	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2210010C04Rik	ENSMUSG00000029882.5	chr6	41030267	41035509	5242	1	0.00148092217729953	-0.15146459801164	0.74015681851317	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2210016F16Rik	ENSMUSG00000021550.6	chr13	58379816	58385225	5409	1	-0.00193685104630825	-0.298509844406404	0.334267058602112	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2210016L21Rik	ENSMUSG00000029559.15	chr5	114942157	114949783	7626	2	0.000145541966188111	-0.158267218341147	0.593634245118154	FALSE	Hypomethylated	-0.143212646	0.499293914	1	FALSE	FALSE	FALSE	2	0.12375314653641	0.32787106742547	NA	-0.31470476	0.511943138000375	0.117673021281973	NA	0.049844681	FALSE	FALSE	NA	TRUE	Neither	Neither
2210017I01Rik	ENSMUSG00000103523.1	chr3	92604717	92607492	2775	1	0.00186155266721498	-0.0986711143555434	0.885198465499098	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2210407C18Rik	ENSMUSG00000037145.14	chr11	58608203	58616075	7872	2	0.00140312854853483	-0.0723917548513532	0.829819552464923	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2210408I21Rik	ENSMUSG00000071252.6	chr13	77135539	77613784	478245	5	0.000727232505865516	-0.16033574449633	0.00131734630645723	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.300827462214555	NA	NA	NA	0.189116384032103	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
2300002M23Rik	ENSMUSG00000039269.5	chr17	35567449	35568952	1503	1	-0.00274534686254605	-1.09388751383978	0.213222127240883	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0161038395433551	NA	0.193913636537841	NA	0.946030382515325	NA	0.395308310791274	NA	FALSE	NA	FALSE	NA	Neither	Neither
2300003K06Rik	ENSMUSG00000078257.2	chr11	99836801	99838066	1265	1	0.00284472515224828	-0.769249255888569	0.34229867181725	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2300009A05Rik	ENSMUSG00000032403.8	chr9	63394446	63399246	4800	1	0.00748921558817424	0.460792122526267	0.198103845566404	FALSE	Hypermethylated	-0.122710244	0.571467736	1	FALSE	FALSE	FALSE	NA	0.126552881111143	0.0471790540834368	0.860290804871475	NA	0.456097641875464	0.760667927980399	1.27807177314543e-06	NA	FALSE	FALSE	TRUE	NA	Neither	Neither
2310002L09Rik	ENSMUSG00000028396.5	chr4	73939370	73950846	11476	2	0.000259556592431468	-0.269356140615688	0.304579499579251	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310003L06Rik	ENSMUSG00000007457.3	chr5	87969458	87972870	3412	1	-0.00136810755057029	-0.276144094213152	0.642114129688816	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310009B15Rik	ENSMUSG00000079283.2	chr1	138851982	138856852	4870	1	-0.00637815602389519	-0.276188313882468	0.178632456507093	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	8	0.0356373478353963	NA	-0.0611632292661992	0.47066302	0.870778586325287	NA	0.848275591323304	2.37e-05	FALSE	NA	FALSE	TRUE	Neither	Neither
2310011J03Rik	ENSMUSG00000020133.8	chr10	80318253	80320537	2284	1	0.00739736948858879	0.557207019679957	0.248220343819397	FALSE	Hypermethylated	0.066712552	0.77749832	2	FALSE	FALSE	FALSE	1	0.0436073261167357	0.982442139393068	NA	-0.555554181	0.84202099716107	5.44547142041566e-07	NA	1.18e-08	FALSE	TRUE	NA	TRUE	Neither	Neither
2310022A10Rik	ENSMUSG00000049643.15	chr7	27553232	27582099	28867	4	0.000116123720842892	-0.174437897179025	0.215428307661799	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310022B05Rik	ENSMUSG00000031983.7	chr8	124635755	124663369	27614	4	0.000645784379658849	-0.0639355806465291	0.580154811266835	FALSE	Hypomethylated	0.051560817	0.838882094	1	FALSE	FALSE	FALSE	5	0.111712425571304	NA	NA	0.031104266	0.51578467118271	NA	NA	0.867377261	FALSE	NA	NA	FALSE	Neither	Neither
2310030G06Rik	ENSMUSG00000032062.3	chr9	50739690	50746536	6846	2	0.00796536714426189	0.356628705699912	0.0669323270991474	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.0795863041189069	NA	NA	NA	0.68379411940989	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
2310033P09Rik	ENSMUSG00000020441.6	chr11	59208320	59210738	2418	1	0.00171258514443232	-0.220782690289	0.744357533679976	FALSE	Hypomethylated	0.015013835	0.964185863	1	FALSE	FALSE	FALSE	NA	0.0716037416818449	0.249048717900476	NA	NA	0.68348592642681	0.0744696698354408	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
2310034C09Rik	ENSMUSG00000068078.4	chr16	88758846	88759792	946	1	-0.00489729970382427	-0.824974071980893	0.300075613337989	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310034G01Rik	ENSMUSG00000099655.2	chr19	46348200	46350302	2102	1	0.000817478561324188	-0.179857728537526	0.817217591830424	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310039H08Rik	ENSMUSG00000062619.6	chr17	46772634	46773396	762	1	-0.0235223209808	-1.96644251270747	0.0898912555706519	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.133181954296624	-0.154387901256731	NA	NA	0.44995215131119	0.29774865870399	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
2310046K23Rik	ENSMUSG00000102308.1	chr3	92532504	92534511	2007	1	-0.00116623960546459	-0.645321962108522	0.329640478443033	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
2310050C09Rik	ENSMUSG00000090314.2	chr3	92868358	92870216	1858	1	0.00220826359393981	0.0562985967931911	0.942605595263461	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
