gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Stard13	chr5	FALSE	TRUE
Zdhhc20	chr14	FALSE	TRUE
Lck	chr4	FALSE	FALSE
Commd6	chr14	FALSE	TRUE
Ropn1l	chr15	FALSE	TRUE
Tsnaxip1	chr8	FALSE	TRUE
Nr1i2	chr16	FALSE	FALSE
Ncf2	chr1	FALSE	TRUE
Dhx30	chr9	FALSE	FALSE
Dtymk	chr1	FALSE	FALSE
Fam47c	chrX	FALSE	FALSE
Epb41	chr4	FALSE	FALSE
Snorc	chr1	FALSE	FALSE
Rasa1	chr13	FALSE	TRUE
Sh3d21	chr4	FALSE	FALSE
Ercc5	chr1	FALSE	TRUE
Mok	chr12	FALSE	FALSE
Rarres1	chr3	FALSE	FALSE
Fras1	chr5	FALSE	FALSE
Defb41	chr1	TRUE	TRUE
Vim	chr2	FALSE	TRUE
Pi4ka	chr16	FALSE	FALSE
Itgb1	chr8	FALSE	TRUE
Myo7b	chr18	FALSE	FALSE
Bpgm	chr6	FALSE	TRUE
Prss54	chr8	FALSE	FALSE
Rnase4	chr14	FALSE	TRUE
Hapln4	chr8	FALSE	FALSE
Bhlhe22	chr3	FALSE	TRUE
Nphs1	chr7	FALSE	FALSE
C2cd2	chr16	FALSE	TRUE
Eif3a	chr19	FALSE	FALSE
Rabl6	chr2	FALSE	FALSE
Col4a4	chr1	FALSE	FALSE
Mcmdc2	chr1	FALSE	TRUE
Pmp22	chr11	FALSE	FALSE
Ylpm1	chr12	FALSE	FALSE
Cib4	chr5	FALSE	TRUE
Chrnb2	chr3	FALSE	TRUE
Mrps24	chr11	FALSE	FALSE
Usp9x	chrX	FALSE	FALSE
Gm19410	chr8	FALSE	FALSE
Slco1a5	chr6	FALSE	FALSE
Hps6	chr19	FALSE	TRUE
Ldah	chr12	FALSE	FALSE
Dync2h1	chr9	FALSE	FALSE
Cpne1	chr2	FALSE	FALSE
Vps37b	chr5	FALSE	FALSE
Ankrd13b	chr11	FALSE	FALSE
Tmem45b	chr9	FALSE	FALSE
Gnas	chr2	FALSE	TRUE
F5	chr1	FALSE	TRUE
Chad	chr11	FALSE	FALSE
Prss48	chr3	FALSE	FALSE
Pygm	chr19	FALSE	FALSE
B3galt2	chr1	FALSE	TRUE
Anapc2	chr2	FALSE	TRUE
Col1a1	chr11	FALSE	FALSE
Ednrb	chr14	FALSE	FALSE
Zkscan3	chr13	FALSE	TRUE
Ift22	chr5	FALSE	TRUE
Naprt	chr15	FALSE	FALSE
Trim44	chr2	FALSE	TRUE
Dok5	chr2	FALSE	TRUE
Wfdc18	chr11	FALSE	FALSE
Shprh	chr10	FALSE	TRUE
Tmem59l	chr8	FALSE	FALSE
Ccr5	chr9	FALSE	FALSE
Ltb4r1	chr14	FALSE	TRUE
Selenof	chr3	FALSE	TRUE
Tpst2	chr5	FALSE	FALSE
Arid3c	chr4	FALSE	TRUE
Prss35	chr9	FALSE	TRUE
Nsrp1	chr11	FALSE	FALSE
Lrrtm3	chr10	FALSE	TRUE
Chst8	chr7	FALSE	FALSE
Arih2	chr9	FALSE	FALSE
Pcyox1	chr6	FALSE	TRUE
Adra1a	chr14	FALSE	TRUE
Cacna1s	chr1	FALSE	TRUE
Exoc3l2	chr7	FALSE	FALSE
Insm1	chr2	TRUE	TRUE
Gtpbp4	chr13	FALSE	FALSE
Mus81	chr19	FALSE	TRUE
Tpo	chr12	FALSE	FALSE
Ccdc169	chr3	FALSE	TRUE
Gpa33	chr1	FALSE	FALSE
Rcsd1	chr1	FALSE	TRUE
Cd160	chr3	FALSE	FALSE
Nkx6-3	chr8	FALSE	TRUE
Gripap1	chrX	FALSE	FALSE
Mkrn2os	chr6	FALSE	FALSE
Ankmy2	chr12	FALSE	TRUE
Rasgrp4	chr7	FALSE	FALSE
Lnx2	chr5	FALSE	TRUE
Aqp9	chr9	FALSE	FALSE
Foxc1	chr13	FALSE	FALSE
Hgs	chr11	FALSE	FALSE
Ahi1	chr10	FALSE	FALSE
2510039O18Rik	chr4	FALSE	FALSE
Kcnk1	chr8	FALSE	FALSE
Cabp2	chr19	FALSE	TRUE
Itga11	chr9	FALSE	FALSE
Sh2b2	chr5	FALSE	FALSE
Defb9	chr8	FALSE	FALSE
Lztfl1	chr9	FALSE	TRUE
Mapre2	chr18	FALSE	TRUE
Oosp3	chr19	FALSE	FALSE
Hoga1	chr19	FALSE	TRUE
Gtsf1	chr15	FALSE	FALSE
Aggf1	chr13	FALSE	FALSE
Gata4	chr14	FALSE	FALSE
Tulp2	chr7	FALSE	TRUE
Slc6a21	chr7	FALSE	FALSE
Cfap100	chr6	FALSE	FALSE
Ovch2	chr7	FALSE	FALSE
Crygf	chr1	FALSE	TRUE
Gga2	chr7	FALSE	FALSE
Trim80	chr11	FALSE	FALSE
Sult1c1	chr17	FALSE	FALSE
Apcdd1	chr18	FALSE	TRUE
Rnft2	chr5	FALSE	FALSE
Gja1	chr10	FALSE	TRUE
Pla2g4b	chr2	FALSE	FALSE
Antxrl	chr14	FALSE	FALSE
Ccdc88b	chr19	FALSE	FALSE
Mphosph9	chr5	FALSE	FALSE
Trpc1	chr9	FALSE	TRUE
Il1rl2	chr1	FALSE	FALSE
Rad23a	chr8	FALSE	FALSE
Igsf1	chrX	FALSE	TRUE
Urgcp	chr11	FALSE	FALSE
Sfrp1	chr8	FALSE	FALSE
Rpl35a	chr16	FALSE	TRUE
Trpc5	chrX	FALSE	TRUE
Aida	chr1	FALSE	TRUE
Ttyh3	chr5	FALSE	FALSE
Cpsf1	chr15	FALSE	FALSE
Hebp1	chr6	FALSE	TRUE
Ripk2	chr4	FALSE	TRUE
Msantd2	chr9	FALSE	TRUE
Sirt3	chr7	FALSE	TRUE
Pgpep1	chr8	FALSE	TRUE
Trim40	chr17	FALSE	FALSE
Ybx2	chr11	FALSE	FALSE
Clec10a	chr11	FALSE	FALSE
Tmem212	chr3	FALSE	FALSE
Tmem35b	chr4	FALSE	TRUE
Bid	chr6	FALSE	FALSE
Mogat1	chr1	FALSE	TRUE
Aifm2	chr10	FALSE	FALSE
Tbc1d23	chr16	FALSE	FALSE
Cenpv	chr11	FALSE	TRUE
Chac1	chr2	FALSE	TRUE
Pld4	chr12	FALSE	FALSE
Dab2	chr15	FALSE	FALSE
Gh	chr11	FALSE	FALSE
Crispld2	chr8	FALSE	TRUE
Naa25	chr5	FALSE	FALSE
Rbm28	chr6	FALSE	TRUE
Zbtb41	chr1	FALSE	TRUE
Cdr2	chr7	FALSE	TRUE
Xiap	chrX	FALSE	FALSE
Rnf103	chr6	FALSE	TRUE
Hdac1	chr4	FALSE	FALSE
Mtmr2	chr9	FALSE	FALSE
Sdha	chr13	FALSE	FALSE
Tab1	chr15	FALSE	FALSE
Zfp36l2	chr17	FALSE	FALSE
Snf8	chr11	FALSE	FALSE
Crbn	chr6	FALSE	TRUE
Boc	chr16	FALSE	TRUE
Ggnbp2	chr11	FALSE	FALSE
Cd3e	chr9	FALSE	FALSE
Trim37	chr11	FALSE	FALSE
Zfp282	chr6	FALSE	TRUE
Cdkl4	chr17	FALSE	TRUE
Ankrd33b	chr15	FALSE	TRUE
Noa1	chr5	FALSE	TRUE
Glycam1	chr15	FALSE	FALSE
Ccdc181	chr1	FALSE	TRUE
Slfn8	chr11	FALSE	FALSE
Mrpl30	chr1	FALSE	TRUE
Pcdhga9	chr18	FALSE	TRUE
Syt10	chr15	FALSE	FALSE
Cspp1	chr1	FALSE	FALSE
4930455H04Rik	chr3	FALSE	FALSE
Ecsit	chr9	FALSE	TRUE
Ing5	chr1	FALSE	FALSE
Tnks2	chr19	FALSE	FALSE
Slc27a6	chr18	FALSE	TRUE
Amotl2	chr9	FALSE	FALSE
Pex26	chr6	FALSE	FALSE
Sdad1	chr5	FALSE	FALSE
Gm5800	chr14	FALSE	FALSE
Dmrt1	chr19	FALSE	FALSE
Ppox	chr1	FALSE	TRUE
Psmb11	chr14	FALSE	TRUE
Ceacam2	chr7	FALSE	FALSE
Erich6b	chr14	FALSE	FALSE
Efr3a	chr15	FALSE	TRUE
Cdk5rap3	chr11	FALSE	TRUE
Wipi1	chr11	FALSE	TRUE
Celf2	chr2	FALSE	TRUE
Sds	chr5	FALSE	FALSE
Tex22	chr12	FALSE	TRUE
Zfp219	chr14	FALSE	TRUE
Irs4	chrX	FALSE	FALSE
Wbp2	chr11	FALSE	FALSE
Npffr1	chr10	FALSE	TRUE
Il11	chr7	FALSE	FALSE
Tusc3	chr8	FALSE	TRUE
Svs3a	chr2	FALSE	FALSE
Skor2	chr18	FALSE	FALSE
Tktl2	chr8	FALSE	FALSE
Ccdc92b	chr11	FALSE	TRUE
Rhox10	chrX	FALSE	FALSE
Hpn	chr7	FALSE	FALSE
Irgm1	chr11	FALSE	TRUE
Igf2bp2	chr16	FALSE	FALSE
Ctr9	chr7	FALSE	FALSE
Sart1	chr19	FALSE	FALSE
Gsg1l2	chr11	FALSE	TRUE
Actr5	chr2	FALSE	TRUE
Por	chr5	FALSE	FALSE
Clspn	chr4	FALSE	FALSE
Prokr1	chr6	FALSE	FALSE
Adamts19	chr18	FALSE	FALSE
Epha2	chr4	FALSE	FALSE
Igsf23	chr7	FALSE	FALSE
Myo9b	chr8	FALSE	FALSE
Cyp4f13	chr17	FALSE	FALSE
Kat5	chr19	FALSE	FALSE
Ogfod1	chr8	FALSE	TRUE
Clcn3	chr8	FALSE	TRUE
Retsat	chr6	FALSE	TRUE
Actr8	chr14	FALSE	FALSE
Enoph1	chr5	FALSE	TRUE
Phyh	chr2	FALSE	TRUE
Tk1	chr11	FALSE	FALSE
Wars2	chr3	FALSE	FALSE
C3	chr17	FALSE	FALSE
Rab27a	chr9	FALSE	FALSE
Rab11a	chr9	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Serpinb6d	chr13	FALSE	FALSE
Ifi204	chr1	FALSE	FALSE
Slc48a1	chr15	FALSE	TRUE
Apoa1	chr9	FALSE	TRUE
Yipf4	chr17	FALSE	TRUE
Sp2	chr11	FALSE	TRUE
Septin6	chrX	FALSE	TRUE
Rnf222	chr11	FALSE	FALSE
Tmem200a	chr10	FALSE	FALSE
Med10	chr13	FALSE	TRUE
Canx	chr11	FALSE	FALSE
9830107B12Rik	chr17	FALSE	FALSE
Eapp	chr12	FALSE	FALSE
Naaa	chr5	FALSE	TRUE
Tmem192	chr8	FALSE	TRUE
Diaph1	chr18	FALSE	TRUE
Caskin1	chr17	FALSE	FALSE
Txndc5	chr13	FALSE	FALSE
Adra2c	chr5	FALSE	FALSE
Ccna1	chr3	FALSE	TRUE
Zfp512	chr5	FALSE	FALSE
Gpn3	chr5	FALSE	FALSE
Ammecr1l	chr18	FALSE	FALSE
Polr2a	chr11	FALSE	FALSE
Bcl11b	chr12	FALSE	FALSE
Kri1	chr9	FALSE	FALSE
Exoc5	chr14	FALSE	FALSE
Eif4ebp2	chr10	FALSE	FALSE
Tbx5	chr5	FALSE	FALSE
Fgfrl1	chr5	FALSE	FALSE
Lipi	chr16	FALSE	FALSE
Opn4	chr14	FALSE	FALSE
Rnf32	chr5	FALSE	TRUE
Iqcg	chr16	FALSE	TRUE
Ppargc1a	chr5	FALSE	TRUE
Cct3	chr3	FALSE	FALSE
Tecpr2	chr12	FALSE	TRUE
Golga2	chr2	FALSE	FALSE
Ptger2	chr14	FALSE	FALSE
D430019H16Rik	chr12	FALSE	FALSE
Nsun6	chr2	FALSE	TRUE
Sphk2	chr7	FALSE	TRUE
Cacna2d1	chr5	FALSE	TRUE
Ppwd1	chr13	FALSE	TRUE
Pxk	chr14	FALSE	TRUE
Mmp7	chr9	FALSE	FALSE
Tbx3	chr5	FALSE	FALSE
Map7d3	chrX	FALSE	TRUE
Cd109	chr9	FALSE	FALSE
1700003H04Rik	chr3	FALSE	FALSE
Hsd17b12	chr2	FALSE	TRUE
Cass4	chr2	FALSE	FALSE
Smtnl2	chr11	FALSE	FALSE
She	chr3	FALSE	FALSE
Slc9a6	chrX	FALSE	TRUE
Phf11a	chr14	FALSE	FALSE
Usp48	chr4	FALSE	FALSE
Pnlip	chr19	FALSE	FALSE
Gmppb	chr9	FALSE	FALSE
Commd10	chr18	FALSE	FALSE
Poldip3	chr15	FALSE	FALSE
Cdc37l1	chr19	FALSE	TRUE
Padi2	chr4	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
S100a2	chr3	FALSE	FALSE
Speer2	chr16	FALSE	FALSE
Pcdhga6	chr18	FALSE	TRUE
Dmd	chrX	FALSE	FALSE
Plekhf2	chr4	FALSE	TRUE
Zar1	chr5	FALSE	FALSE
Cbln2	chr18	FALSE	FALSE
D2hgdh	chr1	FALSE	TRUE
Wdr20	chr12	FALSE	FALSE
Mocs2	chr13	FALSE	TRUE
Oit3	chr10	FALSE	FALSE
Asb2	chr12	FALSE	TRUE
Sf1	chr19	FALSE	FALSE
Cdc25a	chr9	FALSE	TRUE
Pmfbp1	chr8	FALSE	FALSE
Pax9	chr12	FALSE	FALSE
Tnfaip6	chr2	FALSE	TRUE
Cpb2	chr14	FALSE	TRUE
Lrguk	chr6	FALSE	FALSE
Rdh16	chr10	FALSE	FALSE
Mad2l1	chr6	FALSE	TRUE
4930522H14Rik	chr4	FALSE	FALSE
Lypd6	chr2	FALSE	TRUE
Arsa	chr15	FALSE	TRUE
Bsn	chr9	FALSE	FALSE
Dsg1c	chr18	FALSE	FALSE
St6galnac6	chr2	FALSE	FALSE
Got1	chr19	FALSE	FALSE
Rasef	chr4	FALSE	FALSE
Nme4	chr17	FALSE	TRUE
D3Ertd751e	chr3	FALSE	TRUE
Hlx	chr1	FALSE	FALSE
Ddx18	chr1	FALSE	TRUE
Zfp51	chr17	FALSE	TRUE
Cyp2c23	chr19	FALSE	FALSE
Stmn2	chr3	FALSE	TRUE
Lmnb1	chr18	FALSE	TRUE
Defb50	chr8	FALSE	FALSE
Fkbp15	chr4	FALSE	FALSE
Ankrd34c	chr9	FALSE	FALSE
Pfdn1	chr18	FALSE	FALSE
Prss57	chr10	FALSE	TRUE
Sox4	chr13	FALSE	TRUE
Mslnl	chr17	FALSE	FALSE
Gm17266	chr18	FALSE	FALSE
Zfp961	chr8	FALSE	TRUE
P3h3	chr6	FALSE	FALSE
Ethe1	chr7	FALSE	TRUE
Cda	chr4	FALSE	FALSE
Vsir	chr10	FALSE	FALSE
Ephx2	chr14	FALSE	FALSE
Appl1	chr14	FALSE	TRUE
Dmap1	chr4	FALSE	TRUE
Ube2f	chr1	FALSE	FALSE
Fam83f	chr15	FALSE	FALSE
Capn12	chr7	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Larp6	chr9	FALSE	TRUE
Elf4	chrX	FALSE	FALSE
Ubr1	chr2	FALSE	FALSE
Usp13	chr3	FALSE	FALSE
Ephb3	chr16	FALSE	TRUE
Tpx2	chr2	FALSE	FALSE
Anp32e	chr3	FALSE	FALSE
Itgb8	chr12	FALSE	FALSE
Aff1	chr5	FALSE	TRUE
Hyal5	chr6	FALSE	FALSE
Glul	chr1	FALSE	FALSE
Dpyd	chr3	FALSE	TRUE
B4galt4	chr16	FALSE	FALSE
Taf5l	chr8	FALSE	FALSE
Pgk1	chrX	FALSE	FALSE
Cd274	chr19	FALSE	TRUE
Caml	chr13	FALSE	TRUE
Il23r	chr6	FALSE	FALSE
Wipi2	chr5	FALSE	FALSE
Slc4a9	chr18	FALSE	TRUE
Pitpnb	chr5	FALSE	FALSE
Gns	chr10	FALSE	FALSE
Lamc1	chr1	FALSE	TRUE
Hnrnpm	chr17	FALSE	FALSE
Opn1sw	chr6	FALSE	TRUE
Ergic3	chr2	FALSE	FALSE
Borcs5	chr6	FALSE	TRUE
Cd4	chr6	FALSE	TRUE
Aatk	chr11	FALSE	FALSE
Oas1d	chr5	FALSE	FALSE
Twf1	chr15	FALSE	TRUE
Myh3	chr11	FALSE	FALSE
Slc26a5	chr5	FALSE	TRUE
Egln1	chr8	FALSE	FALSE
Cd5	chr19	FALSE	TRUE
Mst1r	chr9	FALSE	FALSE
Rasgef1c	chr11	FALSE	TRUE
Osbp	chr19	FALSE	FALSE
Creld2	chr15	FALSE	TRUE
Rmdn2	chr17	FALSE	TRUE
Pla2g15	chr8	FALSE	FALSE
Fbxo40	chr16	FALSE	FALSE
Slc22a21	chr11	FALSE	FALSE
Psg25	chr7	FALSE	FALSE
Riok1	chr13	FALSE	TRUE
Trpv3	chr11	FALSE	FALSE
Dusp11	chr6	FALSE	FALSE
Ect2l	chr10	FALSE	TRUE
Ttll9	chr2	FALSE	FALSE
Eif2ak3	chr6	FALSE	TRUE
Icosl	chr10	FALSE	FALSE
Ppp6c	chr2	FALSE	TRUE
Ncmap	chr4	FALSE	FALSE
Frzb	chr2	FALSE	TRUE
Zscan26	chr13	FALSE	TRUE
2700097O09Rik	chr12	FALSE	TRUE
Rfpl4b	chr10	FALSE	FALSE
Podnl1	chr8	FALSE	FALSE
Zmym3	chrX	FALSE	FALSE
Rara	chr11	FALSE	TRUE
Ermap	chr4	FALSE	FALSE
Rab31	chr17	FALSE	TRUE
Hkdc1	chr10	FALSE	FALSE
Znhit3	chr11	FALSE	TRUE
Elf5	chr2	FALSE	TRUE
Swt1	chr1	FALSE	FALSE
Dhrs3	chr4	FALSE	FALSE
B4galt3	chr1	FALSE	TRUE
Nktr	chr9	FALSE	FALSE
Ttll3	chr6	FALSE	FALSE
Aldh3b2	chr19	FALSE	FALSE
Adam19	chr11	FALSE	TRUE
Prrg3	chrX	FALSE	TRUE
Hsd17b1	chr11	FALSE	TRUE
Amtn	chr5	FALSE	FALSE
B3gnt6	chr7	FALSE	FALSE
Trem3	chr17	FALSE	FALSE
Higd1a	chr9	FALSE	TRUE
Serpinc1	chr1	FALSE	FALSE
Pcdhga1	chr18	FALSE	TRUE
Stbd1	chr5	FALSE	FALSE
Ythdf1	chr2	FALSE	FALSE
Rnps1	chr17	FALSE	FALSE
Miga1	chr3	FALSE	FALSE
Heatr5b	chr17	FALSE	FALSE
Efcab7	chr4	FALSE	TRUE
Wasf2	chr4	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Plekha2	chr8	FALSE	FALSE
Rsrp1	chr4	FALSE	FALSE
Zfp668	chr7	FALSE	FALSE
Sgms2	chr3	FALSE	TRUE
Cnppd1	chr1	FALSE	TRUE
Proser2	chr2	FALSE	TRUE
Dync1li1	chr9	FALSE	FALSE
4930558K02Rik	chr1	FALSE	TRUE
Tsen34	chr7	FALSE	TRUE
Tcte1	chr17	FALSE	TRUE
Psen1	chr12	FALSE	FALSE
Jpt2	chr17	FALSE	TRUE
Npr2	chr4	FALSE	TRUE
Dgke	chr11	FALSE	TRUE
Orc2	chr1	FALSE	TRUE
Abhd18	chr3	FALSE	TRUE
Klhl7	chr5	FALSE	FALSE
Slc7a13	chr4	FALSE	FALSE
Taf8	chr17	FALSE	FALSE
Grhl1	chr12	FALSE	FALSE
Tie1	chr4	FALSE	FALSE
Asb11	chrX	FALSE	FALSE
Kmt2a	chr9	FALSE	FALSE
Septin12	chr16	FALSE	FALSE
Noc2l	chr4	FALSE	FALSE
Tmprss9	chr10	FALSE	FALSE
Maff	chr15	FALSE	FALSE
Slc25a38	chr9	FALSE	TRUE
Hoxa3	chr6	FALSE	FALSE
2310039H08Rik	chr17	FALSE	TRUE
Arhgef16	chr4	FALSE	FALSE
B3galnt2	chr13	FALSE	TRUE
Washc5	chr15	FALSE	FALSE
Rabgef1	chr5	FALSE	FALSE
Kcng2	chr18	FALSE	TRUE
Dctn6	chr8	FALSE	TRUE
Hnrnpr	chr4	FALSE	FALSE
Mier3	chr13	FALSE	TRUE
Fam98a	chr17	FALSE	TRUE
Aifm1	chrX	FALSE	FALSE
Gtf2a1l	chr17	FALSE	FALSE
Smap1	chr1	FALSE	TRUE
Pias3	chr3	FALSE	TRUE
Mrps21	chr3	FALSE	TRUE
Pipox	chr11	FALSE	TRUE
H2-M10.1	chr17	FALSE	FALSE
Snap25	chr2	FALSE	TRUE
Umod	chr7	FALSE	FALSE
Eif3b	chr5	FALSE	FALSE
Bpifb5	chr2	FALSE	TRUE
1700016H13Rik	chr5	FALSE	TRUE
Coasy	chr11	FALSE	TRUE
Zfp91	chr19	FALSE	TRUE
Hvcn1	chr5	FALSE	FALSE
Dlx4	chr11	FALSE	FALSE
Cd300a	chr11	FALSE	FALSE
Stx1b	chr7	FALSE	FALSE
Rapgefl1	chr11	FALSE	FALSE
Ubash3b	chr9	FALSE	TRUE
Meig1	chr2	FALSE	TRUE
Zfp719	chr7	FALSE	TRUE
Prdm6	chr18	FALSE	TRUE
Mllt10	chr2	FALSE	TRUE
Faim	chr9	FALSE	TRUE
Hs1bp3	chr12	FALSE	TRUE
Rapsn	chr2	FALSE	TRUE
Rad50	chr11	FALSE	FALSE
Ly6c2	chr15	FALSE	FALSE
Snx14	chr9	FALSE	FALSE
Ppp2r1a	chr17	FALSE	FALSE
Fbxo36	chr1	FALSE	TRUE
Mbp	chr18	FALSE	TRUE
Tbc1d25	chrX	FALSE	TRUE
Gbgt1	chr2	FALSE	FALSE
Rpap1	chr2	FALSE	FALSE
Sec14l5	chr16	FALSE	TRUE
Fam90a1b	chrX	FALSE	FALSE
Clrn1	chr3	FALSE	TRUE
Gldc	chr19	FALSE	FALSE
Prdm4	chr10	FALSE	TRUE
Ube2g1	chr11	FALSE	FALSE
Mterf2	chr10	FALSE	TRUE
Nipal4	chr11	FALSE	FALSE
Lamp1	chr8	FALSE	FALSE
Mitd1	chr1	FALSE	TRUE
Lins1	chr7	FALSE	TRUE
C1qb	chr4	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Tpm3	chr3	FALSE	TRUE
Gspt2	chrX	FALSE	TRUE
Clca2	chr3	FALSE	FALSE
Cenpc1	chr5	FALSE	TRUE
Gpr156	chr16	FALSE	TRUE
Hao1	chr2	FALSE	TRUE
Fahd2a	chr2	FALSE	TRUE
Dclk3	chr9	FALSE	FALSE
Tmprss13	chr9	FALSE	TRUE
B3galt1	chr2	FALSE	TRUE
Bzw2	chr12	FALSE	TRUE
Tecta	chr9	FALSE	FALSE
Arnt	chr3	FALSE	FALSE
Ube2c	chr2	FALSE	TRUE
Cep89	chr7	FALSE	FALSE
Ptges	chr2	FALSE	FALSE
Ahsa1	chr12	FALSE	TRUE
Fbxw20	chr9	FALSE	FALSE
Mrpl58	chr11	FALSE	FALSE
Arhgap22	chr14	FALSE	TRUE
Oas1h	chr5	FALSE	FALSE
Repin1	chr6	FALSE	TRUE
Fmod	chr1	FALSE	TRUE
Usp2	chr9	FALSE	TRUE
Mfsd14a	chr3	FALSE	TRUE
Pla2g2e	chr4	FALSE	FALSE
Axin2	chr11	FALSE	FALSE
Rhoq	chr17	FALSE	TRUE
Pcdhgb1	chr18	FALSE	TRUE
Thrap3	chr4	FALSE	FALSE
Itih1	chr14	FALSE	FALSE
Haao	chr17	FALSE	TRUE
Ttc33	chr15	FALSE	TRUE
Cdc42	chr4	FALSE	FALSE
Pcdhb7	chr18	FALSE	FALSE
Prxl2b	chr4	FALSE	TRUE
Apol8	chr15	FALSE	TRUE
Rnf212	chr5	FALSE	FALSE
Golim4	chr3	FALSE	TRUE
Snrnp200	chr2	FALSE	FALSE
Nipsnap1	chr11	FALSE	TRUE
Slc30a8	chr15	FALSE	TRUE
Nat8f7	chr6	FALSE	FALSE
Csad	chr15	FALSE	TRUE
Rnf166	chr8	FALSE	FALSE
Trmu	chr15	FALSE	FALSE
Cyld	chr8	FALSE	FALSE
Oprk1	chr1	FALSE	FALSE
Lman1l	chr9	FALSE	FALSE
Lyrm4	chr13	FALSE	TRUE
Alkal1	chr1	FALSE	TRUE
Anp32a	chr9	FALSE	FALSE
Gm4791	chr9	FALSE	FALSE
Rad51c	chr11	FALSE	TRUE
Zc3hc1	chr6	FALSE	FALSE
Taf6l	chr19	FALSE	TRUE
Asl	chr5	FALSE	TRUE
3300002I08Rik	chr2	FALSE	TRUE
Aldoart2	chr12	FALSE	TRUE
Ccdc152	chr15	FALSE	FALSE
Celsr3	chr9	FALSE	FALSE
Ak3	chr19	FALSE	TRUE
Foxd4	chr19	FALSE	FALSE
Msl2	chr9	FALSE	FALSE
Nos3	chr5	FALSE	TRUE
Srd5a1	chr13	FALSE	TRUE
Tub	chr7	FALSE	TRUE
Klrb1b	chr6	FALSE	TRUE
Cops7a	chr6	FALSE	TRUE
Ifnab	chr4	FALSE	FALSE
Acsl4	chrX	FALSE	FALSE
Mgat4e	chr1	FALSE	TRUE
Catsper3	chr13	FALSE	FALSE
Them4	chr3	FALSE	TRUE
Chmp1b	chr18	FALSE	TRUE
Lyzl4	chr9	FALSE	FALSE
Cfap299	chr5	FALSE	FALSE
Zfp68	chr5	FALSE	FALSE
Thap11	chr8	FALSE	TRUE
Knl1	chr2	FALSE	TRUE
Zfp526	chr7	FALSE	FALSE
Proc	chr18	FALSE	TRUE
Npnt	chr3	FALSE	TRUE
Vmn1r19	chr6	FALSE	FALSE
Vil1	chr1	FALSE	FALSE
Mtmr9	chr14	FALSE	FALSE
Sfxn2	chr19	FALSE	TRUE
Heatr6	chr11	FALSE	FALSE
Srprb	chr9	FALSE	FALSE
Mrpl45	chr11	FALSE	TRUE
Mmp21	chr7	FALSE	FALSE
Rtn3	chr19	FALSE	FALSE
Impg1	chr9	FALSE	FALSE
Cyp2j5	chr4	FALSE	FALSE
Adra2b	chr2	FALSE	FALSE
Timd2	chr11	FALSE	FALSE
C2cd6	chr1	FALSE	FALSE
Ywhae	chr11	FALSE	FALSE
Rbm34	chr8	FALSE	TRUE
Pigx	chr16	FALSE	TRUE
Slc19a1	chr10	FALSE	TRUE
Crhr1	chr11	FALSE	FALSE
Cinp	chr12	FALSE	TRUE
Ina	chr19	FALSE	FALSE
Slc33a1	chr3	FALSE	TRUE
Dcaf8	chr1	FALSE	FALSE
Pno1	chr11	FALSE	TRUE
Hnrnpd	chr5	FALSE	FALSE
Pon2	chr6	FALSE	FALSE
Sohlh1	chr2	FALSE	FALSE
Zfp398	chr6	FALSE	FALSE
Plb1	chr5	FALSE	TRUE
Cdk5rap2	chr4	FALSE	TRUE
Lhx8	chr3	FALSE	FALSE
Pgr	chr9	FALSE	TRUE
Mast4	chr13	FALSE	FALSE
Lrat	chr3	FALSE	TRUE
Csf3r	chr4	FALSE	FALSE
Armc1	chr3	FALSE	FALSE
Lpcat3	chr6	FALSE	TRUE
Pgghg	chr7	FALSE	FALSE
Cenpo	chr12	FALSE	FALSE
Nup35	chr2	FALSE	TRUE
Mcu	chr10	FALSE	TRUE
Serpina16	chr12	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Cygb	chr11	FALSE	FALSE
Dnah10	chr5	FALSE	FALSE
Tsc1	chr2	FALSE	FALSE
Arhgef39	chr4	FALSE	TRUE
Gins2	chr8	FALSE	FALSE
Lpcat4	chr2	FALSE	FALSE
Smim13	chr13	FALSE	TRUE
Pip4k2b	chr11	FALSE	FALSE
Zfp318	chr17	FALSE	FALSE
Synpo	chr18	FALSE	TRUE
Actn3	chr19	FALSE	FALSE
Slc30a10	chr1	FALSE	TRUE
Otud7b	chr3	FALSE	TRUE
Erich1	chr8	FALSE	TRUE
Tafa1	chr6	FALSE	FALSE
Usp20	chr2	FALSE	FALSE
Rgr	chr14	FALSE	FALSE
Adpgk	chr9	FALSE	FALSE
Cd79a	chr7	FALSE	TRUE
Pdap1	chr5	FALSE	FALSE
Erich4	chr7	FALSE	FALSE
Angpt2	chr8	TRUE	TRUE
Lrch4	chr5	FALSE	FALSE
Prkaa1	chr15	FALSE	TRUE
Rnf44	chr13	FALSE	TRUE
Kctd14	chr7	FALSE	TRUE
Gm5485	chr16	FALSE	TRUE
Nfyb	chr10	FALSE	TRUE
Rhcg	chr7	FALSE	FALSE
