gene_name	chr	K119ub_up	mCH_up
Tpst2	chr5	FALSE	FALSE
Arid3c	chr4	TRUE	FALSE
Prss35	chr9	TRUE	FALSE
Lrrtm3	chr10	TRUE	TRUE
Chst8	chr7	FALSE	TRUE
Pcyox1	chr6	TRUE	FALSE
Adra1a	chr14	TRUE	TRUE
Cacna1s	chr1	TRUE	FALSE
Exoc3l2	chr7	FALSE	FALSE
Insm1	chr2	TRUE	FALSE
Gtpbp4	chr13	FALSE	TRUE
Mus81	chr19	TRUE	FALSE
Tpo	chr12	FALSE	FALSE
Ccdc169	chr3	TRUE	FALSE
Gpa33	chr1	FALSE	FALSE
Rcsd1	chr1	TRUE	FALSE
Cd160	chr3	FALSE	FALSE
Nkx6-3	chr8	TRUE	FALSE
Mkrn2os	chr6	FALSE	FALSE
Ankmy2	chr12	TRUE	TRUE
Rasgrp4	chr7	FALSE	FALSE
Lnx2	chr5	TRUE	TRUE
Kremen2	chr17	TRUE	FALSE
Aqp9	chr9	FALSE	TRUE
Foxc1	chr13	FALSE	FALSE
Hgs	chr11	FALSE	FALSE
Ahi1	chr10	FALSE	TRUE
2510039O18Rik	chr4	FALSE	FALSE
Kcnk1	chr8	FALSE	TRUE
Cabp2	chr19	TRUE	TRUE
Itga11	chr9	FALSE	FALSE
Sh2b2	chr5	FALSE	FALSE
Lztfl1	chr9	TRUE	TRUE
Mapre2	chr18	TRUE	TRUE
Hoga1	chr19	TRUE	FALSE
Gtsf1	chr15	FALSE	FALSE
Aggf1	chr13	FALSE	TRUE
Gata4	chr14	FALSE	TRUE
Tulp2	chr7	TRUE	TRUE
Slc6a21	chr7	FALSE	FALSE
Cfap100	chr6	FALSE	FALSE
Ovch2	chr7	FALSE	TRUE
Crygf	chr1	TRUE	TRUE
Gga2	chr7	FALSE	FALSE
Trim80	chr11	FALSE	FALSE
Sult1c1	chr17	FALSE	TRUE
Apcdd1	chr18	TRUE	FALSE
Ccl26	chr5	FALSE	FALSE
Rnft2	chr5	FALSE	FALSE
Gja1	chr10	TRUE	FALSE
Pla2g4b	chr2	FALSE	FALSE
Antxrl	chr14	FALSE	FALSE
Ccdc88b	chr19	FALSE	FALSE
Mphosph9	chr5	FALSE	FALSE
Trpc1	chr9	TRUE	TRUE
Il1rl2	chr1	FALSE	TRUE
Rad23a	chr8	FALSE	FALSE
Igsf1	chrX	TRUE	FALSE
Urgcp	chr11	FALSE	TRUE
P2rx6	chr16	TRUE	FALSE
Sfrp1	chr8	FALSE	FALSE
Rpl35a	chr16	TRUE	FALSE
Trpc5	chrX	TRUE	TRUE
Aida	chr1	TRUE	TRUE
Ttyh3	chr5	FALSE	TRUE
Cpsf1	chr15	FALSE	FALSE
Hebp1	chr6	TRUE	FALSE
Ripk2	chr4	TRUE	FALSE
Msantd2	chr9	TRUE	TRUE
Sirt3	chr7	TRUE	FALSE
Pgpep1	chr8	TRUE	FALSE
Trim40	chr17	FALSE	FALSE
Ybx2	chr11	FALSE	FALSE
Clec10a	chr11	FALSE	FALSE
Tmem212	chr3	FALSE	FALSE
Tmem35b	chr4	TRUE	FALSE
Bid	chr6	FALSE	FALSE
Tapbpl	chr6	TRUE	FALSE
Mogat1	chr1	TRUE	TRUE
Aifm2	chr10	FALSE	FALSE
Tbc1d23	chr16	FALSE	TRUE
V1ra8	chr6	FALSE	FALSE
Cenpv	chr11	TRUE	FALSE
Chac1	chr2	TRUE	TRUE
Pld4	chr12	FALSE	FALSE
Dab2	chr15	FALSE	TRUE
Gh	chr11	FALSE	FALSE
Crispld2	chr8	TRUE	FALSE
Naa25	chr5	FALSE	TRUE
Rbm28	chr6	TRUE	TRUE
Zbtb41	chr1	TRUE	TRUE
Cdr2	chr7	TRUE	FALSE
Rnf103	chr6	TRUE	FALSE
Hdac1	chr4	FALSE	FALSE
Mtmr2	chr9	FALSE	FALSE
Sdha	chr13	FALSE	TRUE
Tab1	chr15	FALSE	FALSE
Zfp36l2	chr17	FALSE	FALSE
Crbn	chr6	TRUE	TRUE
Boc	chr16	TRUE	TRUE
Cd3e	chr9	FALSE	FALSE
Zfp282	chr6	TRUE	FALSE
Cdkl4	chr17	TRUE	FALSE
Ankrd33b	chr15	TRUE	FALSE
Noa1	chr5	TRUE	FALSE
Glycam1	chr15	FALSE	FALSE
Ccdc181	chr1	TRUE	TRUE
Slfn8	chr11	FALSE	FALSE
Mrpl30	chr1	TRUE	FALSE
Pcdhga9	chr18	TRUE	TRUE
Syt10	chr15	FALSE	TRUE
Cspp1	chr1	FALSE	TRUE
4930455H04Rik	chr3	FALSE	FALSE
Ecsit	chr9	TRUE	FALSE
Ing5	chr1	FALSE	FALSE
Tnks2	chr19	FALSE	TRUE
Slc27a6	chr18	TRUE	TRUE
Amotl2	chr9	FALSE	FALSE
Pex26	chr6	FALSE	FALSE
Sdad1	chr5	FALSE	TRUE
Gm5800	chr14	FALSE	FALSE
Dmrt1	chr19	FALSE	TRUE
Ppox	chr1	TRUE	FALSE
Psmb11	chr14	TRUE	FALSE
Ceacam2	chr7	FALSE	FALSE
Erich6b	chr14	FALSE	FALSE
Efr3a	chr15	TRUE	TRUE
Cdk5rap3	chr11	TRUE	FALSE
Wipi1	chr11	TRUE	TRUE
Celf2	chr2	TRUE	TRUE
H3c14	chr3	TRUE	TRUE
Sds	chr5	FALSE	FALSE
Tex22	chr12	TRUE	FALSE
Zfp219	chr14	TRUE	FALSE
Irs4	chrX	FALSE	FALSE
Trip4	chr9	TRUE	TRUE
Wbp2	chr11	FALSE	FALSE
Npffr1	chr10	TRUE	FALSE
Il11	chr7	FALSE	FALSE
Tusc3	chr8	TRUE	TRUE
Svs3a	chr2	FALSE	FALSE
Skor2	chr18	FALSE	FALSE
Tktl2	chr8	FALSE	FALSE
Ccdc92b	chr11	TRUE	FALSE
Rhox10	chrX	FALSE	FALSE
Hpn	chr7	FALSE	FALSE
Irgm1	chr11	TRUE	FALSE
Igf2bp2	chr16	FALSE	TRUE
Ctr9	chr7	FALSE	TRUE
Sart1	chr19	FALSE	FALSE
Gsg1l2	chr11	TRUE	TRUE
Actr5	chr2	TRUE	FALSE
Por	chr5	FALSE	FALSE
Clspn	chr4	FALSE	FALSE
Prokr1	chr6	FALSE	FALSE
Adamts19	chr18	FALSE	TRUE
Epha2	chr4	FALSE	FALSE
Igsf23	chr7	FALSE	FALSE
Myo9b	chr8	FALSE	TRUE
Cyp4f13	chr17	FALSE	TRUE
Kat5	chr19	FALSE	FALSE
Ogfod1	chr8	TRUE	TRUE
Fam217b	chr2	FALSE	FALSE
Clcn3	chr8	TRUE	TRUE
Retsat	chr6	TRUE	FALSE
Actr8	chr14	FALSE	TRUE
Enoph1	chr5	TRUE	TRUE
Phyh	chr2	TRUE	FALSE
Tk1	chr11	FALSE	FALSE
Wars2	chr3	FALSE	TRUE
C3	chr17	FALSE	FALSE
Rab27a	chr9	FALSE	FALSE
Tas2r137	chr6	FALSE	FALSE
Rab11a	chr9	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Serpinb6d	chr13	FALSE	FALSE
Ifi204	chr1	FALSE	FALSE
Slc48a1	chr15	TRUE	FALSE
Apoa1	chr9	TRUE	FALSE
Yipf4	chr17	TRUE	TRUE
Sp2	chr11	TRUE	TRUE
Septin6	chrX	TRUE	TRUE
Pbxip1	chr3	TRUE	FALSE
Tceal8	chrX	TRUE	TRUE
Rnf222	chr11	FALSE	FALSE
Tmem200a	chr10	FALSE	TRUE
Med10	chr13	TRUE	FALSE
Canx	chr11	FALSE	TRUE
9830107B12Rik	chr17	FALSE	FALSE
Eapp	chr12	FALSE	TRUE
Naaa	chr5	TRUE	TRUE
Tmem192	chr8	TRUE	TRUE
Diaph1	chr18	TRUE	TRUE
Caskin1	chr17	FALSE	FALSE
Txndc5	chr13	FALSE	FALSE
Serpinb1c	chr13	FALSE	TRUE
Adra2c	chr5	FALSE	FALSE
Ccna1	chr3	TRUE	FALSE
Zfp512	chr5	FALSE	FALSE
Gpn3	chr5	FALSE	FALSE
Ammecr1l	chr18	FALSE	TRUE
Polr2a	chr11	FALSE	FALSE
Bcl11b	chr12	FALSE	FALSE
Kri1	chr9	FALSE	FALSE
Exoc5	chr14	FALSE	TRUE
Eif4ebp2	chr10	FALSE	FALSE
Tbx5	chr5	FALSE	FALSE
Fgfrl1	chr5	FALSE	TRUE
Lipi	chr16	FALSE	TRUE
Opn4	chr14	FALSE	FALSE
Rnf32	chr5	TRUE	TRUE
Iqcg	chr16	TRUE	FALSE
Ppargc1a	chr5	TRUE	TRUE
Cct3	chr3	FALSE	FALSE
Tecpr2	chr12	TRUE	TRUE
Golga2	chr2	FALSE	FALSE
Ptger2	chr14	FALSE	FALSE
Gm136	chr4	FALSE	FALSE
D430019H16Rik	chr12	FALSE	FALSE
Nsun6	chr2	TRUE	TRUE
Sphk2	chr7	TRUE	FALSE
Cacna2d1	chr5	TRUE	TRUE
Ppwd1	chr13	TRUE	FALSE
Pxk	chr14	TRUE	TRUE
Mmp7	chr9	FALSE	FALSE
Ubox5	chr2	FALSE	FALSE
Tbx3	chr5	FALSE	FALSE
Map7d3	chrX	TRUE	FALSE
Cd109	chr9	FALSE	TRUE
1700003H04Rik	chr3	FALSE	TRUE
Hsd17b12	chr2	TRUE	TRUE
Cass4	chr2	FALSE	FALSE
Smtnl2	chr11	FALSE	FALSE
She	chr3	FALSE	FALSE
Slc9a6	chrX	TRUE	FALSE
Phf11a	chr14	FALSE	FALSE
Usp48	chr4	FALSE	TRUE
Pnlip	chr19	FALSE	TRUE
Gmppb	chr9	FALSE	FALSE
Commd10	chr18	FALSE	TRUE
Poldip3	chr15	FALSE	FALSE
Cdc37l1	chr19	TRUE	TRUE
Padi2	chr4	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
S100a2	chr3	FALSE	FALSE
Speer2	chr16	FALSE	FALSE
Pcdhga6	chr18	TRUE	TRUE
Dmd	chrX	FALSE	TRUE
Plekhf2	chr4	TRUE	FALSE
Zar1	chr5	FALSE	FALSE
Cbln2	chr18	FALSE	FALSE
D2hgdh	chr1	TRUE	FALSE
Wdr20	chr12	FALSE	TRUE
Mocs2	chr13	TRUE	FALSE
Oit3	chr10	FALSE	FALSE
Asb2	chr12	TRUE	FALSE
Sf1	chr19	FALSE	TRUE
Fcgr3	chr1	FALSE	FALSE
Cdc25a	chr9	TRUE	FALSE
St7l	chr3	FALSE	TRUE
Pmfbp1	chr8	FALSE	TRUE
Pax9	chr12	FALSE	FALSE
Tnfaip6	chr2	TRUE	FALSE
Cpb2	chr14	TRUE	TRUE
Lrguk	chr6	FALSE	TRUE
Rdh16	chr10	FALSE	TRUE
Mad2l1	chr6	TRUE	FALSE
4930522H14Rik	chr4	FALSE	FALSE
Lypd6	chr2	TRUE	FALSE
Arsa	chr15	TRUE	FALSE
Bsn	chr9	FALSE	TRUE
Dsg1c	chr18	FALSE	FALSE
St6galnac6	chr2	FALSE	FALSE
Got1	chr19	FALSE	FALSE
Rasef	chr4	FALSE	TRUE
Nme4	chr17	TRUE	FALSE
D3Ertd751e	chr3	TRUE	TRUE
Gml	chr15	FALSE	FALSE
Hlx	chr1	FALSE	FALSE
Ddx18	chr1	TRUE	FALSE
Ccdc127	chr13	TRUE	FALSE
Cyp2c23	chr19	FALSE	FALSE
Stmn2	chr3	TRUE	FALSE
Lmnb1	chr18	TRUE	FALSE
Fkbp15	chr4	FALSE	TRUE
Ankrd34c	chr9	FALSE	FALSE
Hykk	chr9	TRUE	FALSE
Pfdn1	chr18	FALSE	FALSE
Prss57	chr10	TRUE	FALSE
Sox4	chr13	TRUE	FALSE
Mslnl	chr17	FALSE	TRUE
Gm17266	chr18	FALSE	FALSE
Zfp961	chr8	TRUE	FALSE
P3h3	chr6	FALSE	TRUE
Ethe1	chr7	TRUE	FALSE
Cda	chr4	FALSE	FALSE
Vsir	chr10	FALSE	FALSE
Med20	chr17	FALSE	FALSE
Ephx2	chr14	FALSE	FALSE
Appl1	chr14	TRUE	TRUE
Dmap1	chr4	TRUE	FALSE
Hcfc1r1	chr17	TRUE	FALSE
Ube2f	chr1	FALSE	TRUE
Fam83f	chr15	FALSE	FALSE
Capn12	chr7	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Larp6	chr9	TRUE	TRUE
Elf4	chrX	FALSE	FALSE
Ubr1	chr2	FALSE	TRUE
Usp13	chr3	FALSE	TRUE
Ephb3	chr16	TRUE	FALSE
Tpx2	chr2	FALSE	TRUE
Anp32e	chr3	FALSE	TRUE
Cxcl9	chr5	TRUE	FALSE
Itgb8	chr12	FALSE	TRUE
Aff1	chr5	TRUE	FALSE
Hyal5	chr6	FALSE	TRUE
Glul	chr1	FALSE	FALSE
Dpyd	chr3	TRUE	TRUE
Cidea	chr18	TRUE	FALSE
B4galt4	chr16	FALSE	FALSE
Taf5l	chr8	FALSE	FALSE
Pgk1	chrX	FALSE	FALSE
Cd274	chr19	TRUE	FALSE
Caml	chr13	TRUE	FALSE
Il23r	chr6	FALSE	TRUE
Wipi2	chr5	FALSE	FALSE
Slc4a9	chr18	TRUE	FALSE
Pitpnb	chr5	FALSE	TRUE
Gns	chr10	FALSE	TRUE
Lamc1	chr1	TRUE	TRUE
Hnrnpm	chr17	FALSE	TRUE
Opn1sw	chr6	TRUE	FALSE
Ergic3	chr2	FALSE	FALSE
Borcs5	chr6	TRUE	FALSE
Cd4	chr6	TRUE	FALSE
6330409D20Rik	chr2	FALSE	FALSE
Aatk	chr11	FALSE	FALSE
Oas1d	chr5	FALSE	FALSE
Twf1	chr15	TRUE	FALSE
Myh3	chr11	FALSE	FALSE
Slc26a5	chr5	TRUE	TRUE
Egln1	chr8	FALSE	TRUE
Cd5	chr19	TRUE	TRUE
Mst1r	chr9	FALSE	FALSE
Rasgef1c	chr11	TRUE	FALSE
Osbp	chr19	FALSE	FALSE
Creld2	chr15	TRUE	FALSE
Rmdn2	chr17	TRUE	TRUE
Pla2g15	chr8	FALSE	TRUE
Ang4	chr14	FALSE	FALSE
Fbxo40	chr16	FALSE	FALSE
Slc22a21	chr11	FALSE	FALSE
Riok1	chr13	TRUE	TRUE
Trpv3	chr11	FALSE	FALSE
Mapk1ip1	chr7	TRUE	FALSE
Dusp11	chr6	FALSE	FALSE
Ect2l	chr10	TRUE	TRUE
Ttll9	chr2	FALSE	FALSE
Eif2ak3	chr6	TRUE	TRUE
Icosl	chr10	FALSE	FALSE
Ppp6c	chr2	TRUE	TRUE
Ncmap	chr4	FALSE	FALSE
Frzb	chr2	TRUE	FALSE
Zscan26	chr13	TRUE	FALSE
2700097O09Rik	chr12	TRUE	FALSE
Rfpl4b	chr10	FALSE	FALSE
Podnl1	chr8	FALSE	FALSE
Zmym3	chrX	FALSE	FALSE
Rara	chr11	TRUE	FALSE
Ermap	chr4	FALSE	FALSE
Rab31	chr17	TRUE	TRUE
Hkdc1	chr10	FALSE	FALSE
Znhit3	chr11	TRUE	FALSE
Elf5	chr2	TRUE	FALSE
Swt1	chr1	FALSE	TRUE
Dhrs3	chr4	FALSE	FALSE
B4galt3	chr1	TRUE	FALSE
Nktr	chr9	FALSE	TRUE
Ttll3	chr6	FALSE	FALSE
Aldh3b2	chr19	FALSE	FALSE
Adam19	chr11	TRUE	FALSE
Prrg3	chrX	TRUE	FALSE
Hsd17b1	chr11	TRUE	FALSE
Amtn	chr5	FALSE	FALSE
B3gnt6	chr7	FALSE	FALSE
Trem3	chr17	FALSE	TRUE
Higd1a	chr9	TRUE	FALSE
Serpinc1	chr1	FALSE	FALSE
Pcdhga1	chr18	TRUE	TRUE
Stbd1	chr5	FALSE	FALSE
Ythdf1	chr2	FALSE	FALSE
Rnps1	chr17	FALSE	FALSE
Miga1	chr3	FALSE	TRUE
Heatr5b	chr17	FALSE	TRUE
Efcab7	chr4	TRUE	TRUE
Wasf2	chr4	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Plekha2	chr8	FALSE	FALSE
Rsrp1	chr4	FALSE	FALSE
Zfp668	chr7	FALSE	FALSE
Sgms2	chr3	TRUE	TRUE
Cnppd1	chr1	TRUE	FALSE
Proser2	chr2	TRUE	TRUE
Dync1li1	chr9	FALSE	TRUE
4930558K02Rik	chr1	TRUE	TRUE
Tsen34	chr7	TRUE	FALSE
Tcte1	chr17	TRUE	TRUE
Psen1	chr12	FALSE	TRUE
Jpt2	chr17	TRUE	FALSE
Npr2	chr4	TRUE	TRUE
Dgke	chr11	TRUE	TRUE
Orc2	chr1	TRUE	TRUE
Abhd18	chr3	TRUE	TRUE
Klhl7	chr5	FALSE	TRUE
Slc7a13	chr4	FALSE	FALSE
Taf8	chr17	FALSE	FALSE
Grhl1	chr12	FALSE	FALSE
Tie1	chr4	FALSE	FALSE
Asb11	chrX	FALSE	FALSE
Kmt2a	chr9	FALSE	FALSE
Septin12	chr16	FALSE	FALSE
Noc2l	chr4	FALSE	FALSE
Tmprss9	chr10	FALSE	FALSE
Maff	chr15	FALSE	FALSE
Slc25a38	chr9	TRUE	TRUE
Hoxa3	chr6	FALSE	TRUE
2310039H08Rik	chr17	TRUE	FALSE
Arhgef16	chr4	FALSE	FALSE
B3galnt2	chr13	TRUE	TRUE
Washc5	chr15	FALSE	TRUE
Kcng2	chr18	TRUE	TRUE
Dctn6	chr8	TRUE	FALSE
Hnrnpr	chr4	FALSE	TRUE
Mier3	chr13	TRUE	TRUE
Fam98a	chr17	TRUE	FALSE
Aifm1	chrX	FALSE	TRUE
Gtf2a1l	chr17	FALSE	TRUE
Smap1	chr1	TRUE	TRUE
Mlkl	chr8	TRUE	FALSE
Pias3	chr3	TRUE	FALSE
Mrps21	chr3	TRUE	FALSE
Pipox	chr11	TRUE	TRUE
H2-M10.1	chr17	FALSE	FALSE
Snap25	chr2	TRUE	TRUE
Umod	chr7	FALSE	FALSE
Eif3b	chr5	FALSE	TRUE
Bpifb5	chr2	TRUE	FALSE
1700016H13Rik	chr5	TRUE	FALSE
Coasy	chr11	TRUE	FALSE
Zfp91	chr19	TRUE	TRUE
Hvcn1	chr5	FALSE	FALSE
Nup210l	chr3	FALSE	TRUE
Dlx4	chr11	FALSE	FALSE
Cd300a	chr11	FALSE	FALSE
Stx1b	chr7	FALSE	FALSE
Rapgefl1	chr11	FALSE	FALSE
Ubash3b	chr9	TRUE	TRUE
Meig1	chr2	TRUE	FALSE
Zfp719	chr7	TRUE	FALSE
Prdm6	chr18	TRUE	TRUE
Mllt10	chr2	TRUE	TRUE
Faim	chr9	TRUE	TRUE
Hs1bp3	chr12	TRUE	FALSE
Rapsn	chr2	TRUE	FALSE
Rad50	chr11	FALSE	TRUE
Ly6c2	chr15	FALSE	TRUE
Snx14	chr9	FALSE	TRUE
Bmx	chrX	FALSE	TRUE
Ppp2r1a	chr17	FALSE	TRUE
Fbxo36	chr1	TRUE	TRUE
Mbp	chr18	TRUE	FALSE
Tbc1d25	chrX	TRUE	FALSE
Gbgt1	chr2	FALSE	FALSE
Rpap1	chr2	FALSE	FALSE
Sec14l5	chr16	TRUE	FALSE
Fam90a1b	chrX	FALSE	FALSE
Clrn1	chr3	TRUE	TRUE
Gldc	chr19	FALSE	FALSE
Prdm4	chr10	TRUE	FALSE
Mterf2	chr10	TRUE	FALSE
Nipal4	chr11	FALSE	FALSE
Lamp1	chr8	FALSE	FALSE
Mitd1	chr1	TRUE	FALSE
Lins1	chr7	TRUE	FALSE
C1qb	chr4	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Tpm3	chr3	TRUE	TRUE
Gspt2	chrX	TRUE	FALSE
Clca2	chr3	FALSE	FALSE
Cenpc1	chr5	TRUE	TRUE
Gpr156	chr16	TRUE	TRUE
Hao1	chr2	TRUE	TRUE
Fahd2a	chr2	TRUE	FALSE
Stx19	chr16	FALSE	FALSE
Dclk3	chr9	FALSE	TRUE
Tmprss13	chr9	TRUE	FALSE
B3galt1	chr2	TRUE	TRUE
Bzw2	chr12	TRUE	TRUE
Tecta	chr9	FALSE	FALSE
Ube2c	chr2	TRUE	FALSE
Cep89	chr7	FALSE	TRUE
Ptges	chr2	FALSE	FALSE
Ahsa1	chr12	TRUE	FALSE
Fbxw20	chr9	FALSE	FALSE
Mrpl58	chr11	FALSE	FALSE
Arhgap22	chr14	TRUE	TRUE
Oas1h	chr5	FALSE	FALSE
Taf1d	chr9	TRUE	FALSE
Repin1	chr6	TRUE	TRUE
Fmod	chr1	TRUE	FALSE
Spinkl	chr18	FALSE	FALSE
Usp2	chr9	TRUE	TRUE
Mfsd14a	chr3	TRUE	FALSE
Pla2g2e	chr4	FALSE	FALSE
Axin2	chr11	FALSE	FALSE
Rhoq	chr17	TRUE	FALSE
Pcdhgb1	chr18	TRUE	TRUE
Thrap3	chr4	FALSE	FALSE
Itih1	chr14	FALSE	FALSE
Haao	chr17	TRUE	FALSE
Ttc33	chr15	TRUE	TRUE
Pcdhb7	chr18	FALSE	FALSE
Prxl2b	chr4	TRUE	FALSE
Apol8	chr15	TRUE	FALSE
Rnf212	chr5	FALSE	TRUE
Golim4	chr3	TRUE	TRUE
Snrnp200	chr2	FALSE	FALSE
Nipsnap1	chr11	TRUE	FALSE
Cd3g	chr9	FALSE	FALSE
Slc30a8	chr15	TRUE	FALSE
Nat8f7	chr6	FALSE	FALSE
Csad	chr15	TRUE	FALSE
Rnf166	chr8	FALSE	TRUE
Trmu	chr15	FALSE	FALSE
Cyld	chr8	FALSE	TRUE
Oprk1	chr1	FALSE	TRUE
Lman1l	chr9	FALSE	FALSE
Lyrm4	chr13	TRUE	TRUE
Alkal1	chr1	TRUE	FALSE
Anp32a	chr9	FALSE	FALSE
Gm4791	chr9	FALSE	FALSE
Rad51c	chr11	TRUE	FALSE
Zc3hc1	chr6	FALSE	TRUE
Taf6l	chr19	TRUE	FALSE
Asl	chr5	TRUE	TRUE
3300002I08Rik	chr2	TRUE	TRUE
Aldoart2	chr12	TRUE	TRUE
Ccdc152	chr15	FALSE	FALSE
Celsr3	chr9	FALSE	FALSE
Ak3	chr19	TRUE	FALSE
Foxd4	chr19	FALSE	FALSE
Msl2	chr9	FALSE	FALSE
Nos3	chr5	TRUE	FALSE
Srd5a1	chr13	TRUE	FALSE
Tub	chr7	TRUE	TRUE
Klrb1b	chr6	TRUE	FALSE
Cops7a	chr6	TRUE	FALSE
Ifnab	chr4	FALSE	FALSE
Acsl4	chrX	FALSE	TRUE
Mgat4e	chr1	TRUE	FALSE
Catsper3	chr13	FALSE	FALSE
Them4	chr3	TRUE	TRUE
Chmp1b	chr18	TRUE	TRUE
Lyzl4	chr9	FALSE	FALSE
Cfap299	chr5	FALSE	TRUE
Zfp68	chr5	FALSE	FALSE
Thap11	chr8	TRUE	FALSE
Knl1	chr2	TRUE	TRUE
Zfp526	chr7	FALSE	FALSE
Proc	chr18	TRUE	FALSE
Npnt	chr3	TRUE	TRUE
Vmn1r19	chr6	FALSE	FALSE
Vil1	chr1	FALSE	FALSE
Tas2r115	chr6	FALSE	FALSE
Mtmr9	chr14	FALSE	FALSE
Sfxn2	chr19	TRUE	FALSE
Heatr6	chr11	FALSE	FALSE
Srprb	chr9	FALSE	FALSE
Gm5796	chr14	FALSE	FALSE
Mrpl45	chr11	TRUE	FALSE
Mmp21	chr7	FALSE	FALSE
Rtn3	chr19	FALSE	TRUE
Impg1	chr9	FALSE	TRUE
Adra2b	chr2	FALSE	FALSE
Timd2	chr11	FALSE	TRUE
C2cd6	chr1	FALSE	TRUE
Ywhae	chr11	FALSE	FALSE
Gm20716	chr2	FALSE	TRUE
Rbm34	chr8	TRUE	TRUE
Pigx	chr16	TRUE	FALSE
Slc19a1	chr10	TRUE	TRUE
Crhr1	chr11	FALSE	FALSE
Cinp	chr12	TRUE	FALSE
Ina	chr19	FALSE	FALSE
Slc33a1	chr3	TRUE	FALSE
Dcaf8	chr1	FALSE	FALSE
Pno1	chr11	TRUE	FALSE
Hnrnpd	chr5	FALSE	TRUE
Pon2	chr6	FALSE	TRUE
Sohlh1	chr2	FALSE	FALSE
Zfp398	chr6	FALSE	TRUE
Plb1	chr5	TRUE	TRUE
Cdk5rap2	chr4	TRUE	TRUE
Lhx8	chr3	FALSE	FALSE
Pgr	chr9	TRUE	TRUE
Mast4	chr13	FALSE	TRUE
Lrat	chr3	TRUE	FALSE
Csf3r	chr4	FALSE	FALSE
Armc1	chr3	FALSE	FALSE
Lpcat3	chr6	TRUE	TRUE
Pgghg	chr7	FALSE	FALSE
Cenpo	chr12	FALSE	FALSE
Nup35	chr2	TRUE	TRUE
Mcu	chr10	TRUE	TRUE
Serpina16	chr12	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Cygb	chr11	FALSE	FALSE
Dnah10	chr5	FALSE	TRUE
Tsc1	chr2	FALSE	TRUE
Arhgef39	chr4	TRUE	FALSE
Gins2	chr8	FALSE	FALSE
Lpcat4	chr2	FALSE	FALSE
Smim13	chr13	TRUE	FALSE
Pip4k2b	chr11	FALSE	FALSE
Defb11	chr8	FALSE	FALSE
Zfp318	chr17	FALSE	FALSE
Synpo	chr18	TRUE	FALSE
Actn3	chr19	FALSE	FALSE
Slc30a10	chr1	TRUE	FALSE
Otud7b	chr3	TRUE	FALSE
Erich1	chr8	TRUE	TRUE
Tafa1	chr6	FALSE	TRUE
Usp20	chr2	FALSE	TRUE
Rgr	chr14	FALSE	FALSE
Adpgk	chr9	FALSE	TRUE
Cd79a	chr7	TRUE	FALSE
Pdap1	chr5	FALSE	FALSE
Erich4	chr7	FALSE	FALSE
Angpt2	chr8	TRUE	FALSE
Lrch4	chr5	FALSE	FALSE
Prkaa1	chr15	TRUE	FALSE
Rnf44	chr13	TRUE	FALSE
Kctd14	chr7	TRUE	FALSE
Gm5485	chr16	TRUE	TRUE
Retreg3	chr11	FALSE	FALSE
Nfyb	chr10	TRUE	FALSE
Rhcg	chr7	FALSE	FALSE
Fbxo9	chr9	FALSE	TRUE
Olfml2a	chr2	TRUE	TRUE
Notch4	chr17	FALSE	FALSE
Mtmr6	chr14	FALSE	TRUE
Zfp592	chr7	FALSE	FALSE
C1ql2	chr1	FALSE	FALSE
Cldn34a	chrX	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Tas1r3	chr4	FALSE	TRUE
Pcdhga2	chr18	TRUE	TRUE
Tcf7	chr11	FALSE	FALSE
Gm6408	chr5	FALSE	FALSE
Htr7	chr19	FALSE	TRUE
Terf1	chr1	TRUE	TRUE
Guk1	chr11	TRUE	FALSE
Dzip3	chr16	FALSE	TRUE
Psma6	chr12	TRUE	TRUE
Zfp292	chr4	FALSE	TRUE
Mrpl24	chr3	TRUE	FALSE
Adam5	chr8	FALSE	TRUE
Clcn6	chr4	FALSE	FALSE
Oga	chr19	FALSE	FALSE
Cd22	chr7	FALSE	FALSE
Cep68	chr11	TRUE	FALSE
Psip1	chr4	TRUE	TRUE
Oas1e	chr5	FALSE	FALSE
Hip1r	chr5	FALSE	FALSE
Ankle1	chr8	TRUE	FALSE
Tbc1d17	chr7	FALSE	FALSE
Gdf10	chr14	TRUE	FALSE
Anln	chr9	TRUE	TRUE
Htatsf1	chrX	FALSE	TRUE
Tnfrsf11b	chr15	FALSE	TRUE
Sost	chr11	FALSE	FALSE
Bphl	chr13	TRUE	FALSE
Gjd3	chr11	FALSE	FALSE
Npffr2	chr5	TRUE	TRUE
Mtmr1	chrX	FALSE	FALSE
Fgfr1	chr8	FALSE	FALSE
Gramd4	chr15	TRUE	TRUE
Gsta4	chr9	TRUE	FALSE
Ptgir	chr7	TRUE	FALSE
Trpc3	chr3	FALSE	TRUE
Drd2	chr9	FALSE	FALSE
Fbxl21	chr13	TRUE	FALSE
Astl	chr2	FALSE	FALSE
Get4	chr5	FALSE	FALSE
Isg20	chr7	FALSE	FALSE
Rnf135	chr11	TRUE	FALSE
