chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr1	87594017	87595261	0.005638745	0.988762997	Unchanged	Other genome	404016
chr1	93192936	93194273	0.049058263	0.850301113	Unchanged	Other genome	715727
chr1	131546095	131547009	1.881916126	1.98e-08	Gained	Other genome	1627991
chr1	92224217	92225688	0.023842063	0.936905953	Unchanged	Other genome	464216
chr1	155532917	155533845	-0.196538609	0.397241428	Unchanged	Other genome	36155
chr1	190723354	190725057	-0.124562041	0.557542475	Unchanged	Other genome	69943
chr1	183356605	183358055	0.207560262	0.334307353	Unchanged	Other genome	81604
chr1	38685842	38686665	-0.000589221	0.998741639	Unchanged	Other genome	173335
chr1	114320065	114320893	1.575358363	0.001862423	Gained	Other genome	4107
chr1	133286553	133288007	-0.107872808	0.615737631	Unchanged	Other genome	16993
chr1	182874144	182875745	-0.150289694	0.467961034	Unchanged	Other genome	99143
chr1	91935049	91936613	-0.095894677	0.670532124	Unchanged	Other genome	175048
chr1	40680936	40682041	-0.034000795	0.902490279	Unchanged	Other genome	67959
chr1	135830334	135831493	-0.182815026	0.382051362	Unchanged	Other genome	40333
chr1	170664095	170665646	0.57184638	0.030765964	Gained	Other genome	24094
chr1	133284932	133286332	-0.008269159	0.98215155	Unchanged	Other genome	18668
chr1	154115605	154117155	-0.084652479	0.711535046	Unchanged	Other genome	157845
chr1	155064245	155064847	0.004807812	0.990733773	Unchanged	Other genome	39244
chr1	165763174	165764607	-0.005592256	0.988905712	Unchanged	Other genome	10393
chr1	35436572	35439397	-0.026858227	0.9270933	Unchanged	Other genome	1686571
chr1	106600857	106601705	0.046998634	0.858375188	Unchanged	Other genome	623295
chr1	186276006	186277114	-0.03055862	0.917390786	Unchanged	Other genome	97886
chr1	6437554	6439097	-0.03821351	0.888517855	Unchanged	Other genome	1667553
chr1	91207316	91208574	-0.261281366	0.212209228	Unchanged	Matched background	82315
chr1	166986241	166987407	0.154708888	0.484067403	Unchanged	Other genome	22593
chr1	93063641	93064684	-0.091308375	0.683536483	Unchanged	Other genome	845316
chr1	154958602	154959045	0.004251169	0.991485779	Unchanged	Other genome	40955
chr1	89234841	89235620	-0.063866619	0.785049628	Unchanged	Other genome	34840
chr1	34535090	34536865	0.117183018	0.574442132	Unchanged	Other genome	785089
chr1	61638440	61639714	-0.000166113	0.999649116	Unchanged	Other genome	110286
chr1	183442234	183442687	0.075719932	0.744384822	Unchanged	Other genome	167233
chr1	132716911	132719202	-0.098474888	0.654152341	Unchanged	Other genome	455798
chr1	38483401	38484449	0.078063458	0.734696975	Unchanged	Other genome	375551
chr1	132620738	132622210	-0.004976474	0.990157062	Unchanged	Other genome	552790
chr1	153558218	153559415	-0.092440993	0.671247705	Unchanged	Other genome	68217
chr1	176995732	176997056	0.091352505	0.684723725	Unchanged	Other genome	1147944
chr1	189856643	189857575	0.026347416	0.928775804	Unchanged	Other genome	187425
chr1	165654757	165656025	0.019339524	0.950756762	Unchanged	Other genome	118975
chr1	172589134	172590788	-0.026919042	0.926947691	Unchanged	Other genome	859212
chr1	135790012	135791363	0.019123867	0.951415639	Unchanged	Other genome	11
chr1	81080368	81081844	0.212055153	0.355180712	Unchanged	Other genome	367
chr1	119399856	119401133	-0.162130193	0.447216038	Unchanged	Other genome	299855
chr1	131909912	131911482	-0.145471369	0.487045969	Unchanged	Other genome	1263518
chr1	157796192	157797475	0.09701418	0.673435497	Unchanged	Other genome	46191
chr1	90668927	90670492	0.027843681	0.923493735	Unchanged	Gained anchor	0
chr1	107902962	107904283	1.047703338	0.000799936	Gained	Other genome	252961
chr1	179545909	179546860	-0.075196313	0.74360536	Unchanged	Other genome	1240908
chr1	189075665	189076258	-0.022268312	0.943766383	Unchanged	Other genome	664
chr1	118976316	118977062	-0.040088885	0.880372067	Unchanged	Other genome	72938
chr1	74021982	74023182	-0.126291731	0.55748222	Unchanged	Other genome	21981
chr1	90267893	90269258	-0.182143131	0.391600717	Unchanged	Other genome	57892
chr1	153425173	153425972	-0.037406038	0.892368735	Unchanged	Other genome	35172
chr1	126323331	126323847	0.854390784	0.054632089	Unchanged	Other genome	76153
chr1	89438535	89439813	0.002229989	0.995533464	Unchanged	Other genome	238534
chr1	39534715	39536270	-0.047717567	0.850339787	Unchanged	Other genome	594714
chr1	90078837	90080289	0.030653666	0.913119579	Unchanged	Matched background	8836
chr1	86178694	86179395	0.015448522	0.962397862	Unchanged	Other genome	438693
chr1	135752345	135753749	0.001992448	0.995888014	Unchanged	Gained anchor	0
chr1	190334314	190335509	0.053307726	0.82863573	Unchanged	Other genome	214491
chr1	59364430	59365354	0.124239686	0.557501244	Unchanged	Other genome	389429
chr1	155557694	155558937	0.042943548	0.871661961	Unchanged	Other genome	11063
chr1	38592955	38593844	-0.060513178	0.833568141	Unchanged	Other genome	266156
chr1	93005805	93007167	-0.039381383	0.885746937	Unchanged	Other genome	902833
chr1	181375790	181377059	0.000614254	0.998655595	Unchanged	Other genome	502941
chr1	89765900	89767493	-0.089925787	0.682007704	Unchanged	Other genome	292507
chr1	193337487	193337853	0.147314175	0.482424184	Unchanged	Other genome	2537486
chr1	87581046	87581650	0.015932007	0.961623197	Unchanged	Other genome	391045
chr1	193034995	193036291	0.012004627	0.972221597	Unchanged	Other genome	2234994
chr1	74000553	74002278	0.021416736	0.945256411	Unchanged	Other genome	552
chr1	128416453	128417944	-0.034592091	0.901844133	Unchanged	Other genome	41452
chr1	190164432	190166014	0.499951535	0.055924903	Unchanged	Other genome	114431
chr1	192377080	192378915	0.286840868	0.198957498	Unchanged	Other genome	1577079
chr1	167045563	167047283	0.054121321	0.82663659	Unchanged	Other genome	30562
chr1	118806178	118807557	-0.049726825	0.850922381	Unchanged	Other genome	31177
chr1	132768613	132769453	0.098282678	0.649829767	Unchanged	Other genome	405547
chr1	187335674	187337792	-0.080384905	0.731937816	Unchanged	Other genome	112208
chr1	184260653	184262398	-0.099913002	0.646434548	Unchanged	Gained anchor	0
chr1	22928733	22929971	2.963293893	1.76e-15	Gained	Other genome	958732
chr1	87472073	87473465	-0.286537376	0.193790633	Unchanged	Other genome	282072
chr1	180457653	180459057	-0.229860215	0.284529388	Unchanged	Other genome	1420943
chr1	87027911	87029338	-0.425959131	0.091030737	Unchanged	Other genome	60662
chr1	26051757	26052925	1.800703418	7.89e-07	Gained	Gained anchor	0
chr1	88844943	88845856	0.078880743	0.743890451	Unchanged	Other genome	99942
chr1	51886277	51887183	-0.232413924	0.303195053	Unchanged	Other genome	37817
chr1	170063878	170065788	-0.058074528	0.814535832	Unchanged	Other genome	113877
chr1	190728940	190730183	0.000940262	0.99792881	Unchanged	Other genome	64817
chr1	160038807	160039613	0.232042699	0.340667901	Unchanged	Other genome	40387
chr1	89573972	89575870	-0.060844519	0.796101744	Unchanged	Other genome	373971
chr1	24677385	24679081	-0.086313822	0.692254663	Unchanged	Lost anchor	0
chr1	193786172	193787022	1.513360705	9.09e-05	Gained	Other genome	2986171
chr1	165281923	165283211	-0.027239705	0.925875043	Unchanged	Other genome	36789
chr1	57773979	57775621	-0.077992049	0.732662283	Unchanged	Other genome	563978
chr1	180777590	180778593	-0.048157053	0.850130544	Unchanged	Other genome	1101407
chr1	193153049	193154279	0.008679509	0.98121345	Unchanged	Other genome	2353048
chr1	176681923	176683367	-0.020299533	0.948499981	Unchanged	Other genome	1461633
chr1	90288516	90289824	-0.05630181	0.820458834	Unchanged	Other genome	78515
chr1	182044616	182046225	-0.156064214	0.442953962	Unchanged	Other genome	154615
chr1	136223806	136225051	0.006108507	0.987858258	Unchanged	Other genome	433805
chr1	35586281	35586837	1.877593944	1.79e-08	Gained	Other genome	1836280
chr1	102775103	102776657	-0.001793029	0.996176041	Unchanged	Other genome	1500102
chr1	155093460	155094329	-0.033600114	0.906499627	Unchanged	Other genome	68459
chr1	114864467	114864799	0.963893455	0.033998396	Gained	Other genome	75201
chr1	146311153	146313103	0.147324292	0.499472793	Unchanged	Other genome	176897
chr1	136777484	136778515	0.290738073	0.206359127	Unchanged	Other genome	796485
chr1	167715983	167717917	-0.0602871	0.798163764	Unchanged	Other genome	182083
chr1	82289209	82290076	-0.089884528	0.686219366	Unchanged	Other genome	259924
chr1	92404709	92406506	-0.070903931	0.758322411	Unchanged	Other genome	644708
chr1	72749491	72750749	0.504140021	0.059782985	Unchanged	Other genome	1149251
chr1	68886838	68887123	0.05324621	0.83839153	Unchanged	Other genome	787877
chr1	88705632	88706728	-0.001090034	0.997709695	Unchanged	Gained anchor	0
chr1	192284265	192285664	-0.166965973	0.409961476	Unchanged	Other genome	1484264
chr1	105456013	105457339	1.591124392	6.26e-07	Gained	Lost anchor	0
chr1	179055028	179056178	0.319139268	0.197330642	Unchanged	Other genome	750027
chr1	175256280	175256881	-0.765150719	0.023150978	Lost	Other genome	246279
chr1	93511341	93513006	-0.023758612	0.937253238	Unchanged	Other genome	396994
chr1	92344011	92345606	-0.269417237	0.218872616	Unchanged	Matched background	584010
chr1	183046947	183048930	-0.013734599	0.966958421	Unchanged	Other genome	201070
chr1	139047559	139049348	0.017947739	0.955048917	Unchanged	Other genome	25652
chr1	59310464	59311816	0.195444224	0.349336466	Unchanged	Other genome	335463
chr1	190809543	190810622	0.576890075	0.030891557	Gained	Other genome	9542
chr1	36142600	36144217	-0.180300226	0.394905602	Unchanged	Other genome	2392599
chr1	42230550	42232416	-0.057163981	0.814250928	Unchanged	Gained anchor	0
chr1	165306054	165307507	-0.047894469	0.850130544	Unchanged	Other genome	12493
chr1	194539788	194541620	0.386618385	0.144597995	Unchanged	Other genome	3739787
chr1	80757805	80759087	-0.121737129	0.583694118	Unchanged	Other genome	205913
chr1	164907358	164909311	0.042387722	0.870422313	Unchanged	Other genome	120689
chr1	63946223	63947409	0.261223228	0.349710003	Unchanged	Other genome	646222
chr1	64222952	64223876	1.373867267	1.37e-05	Gained	Other genome	816124
chr1	72728312	72729890	0.248001598	0.279304736	Unchanged	Other genome	1170110
chr1	167662345	167663547	0.013863766	0.966811221	Unchanged	Other genome	236453
chr1	33738966	33740969	-0.049659447	0.84389427	Unchanged	Gained anchor	0
chr1	23842666	23844665	-0.057945921	0.808785103	Unchanged	Other genome	825335
chr1	157046971	157048689	-0.041372358	0.875354551	Unchanged	Other genome	21311
chr1	75191957	75192717	-0.00952529	0.978748928	Unchanged	Other genome	736956
chr1	73927989	73929051	-0.084234761	0.699120768	Unchanged	Other genome	17988
chr1	77509912	77510437	-0.046525301	0.859128285	Unchanged	Other genome	664563
chr1	144003755	144004540	-0.093208823	0.673798744	Unchanged	Gained anchor	0
chr1	193400703	193401907	-0.304548744	0.218931975	Unchanged	Other genome	2600702
chr1	177592218	177593023	-0.147839977	0.496348486	Unchanged	Other genome	551977
chr1	105434796	105435340	0.035878269	0.896823019	Unchanged	Other genome	14660
chr1	72558596	72559724	-0.144553557	0.500756696	Unchanged	Other genome	1033595
chr1	114862809	114863180	0.715874916	0.016585843	Gained	Other genome	76820
chr1	168426141	168427729	0.026864281	0.926275667	Unchanged	Other genome	201140
chr1	185362524	185363733	-0.057246227	0.818819468	Unchanged	Other genome	562523
chr1	58145835	58147384	0.014058579	0.966144969	Unchanged	Other genome	802616
chr1	177009696	177011368	-0.045814974	0.861387842	Unchanged	Other genome	1133632
chr1	179097013	179097958	-0.054564167	0.848184203	Unchanged	Other genome	792012
chr1	127458076	127459927	-0.575916756	0.024156394	Lost	Matched background	508075
chr1	189071260	189071855	-0.07590356	0.744983067	Unchanged	Lost anchor	0
chr1	133199440	133200933	-0.202956842	0.355242787	Unchanged	Other genome	19439
chr1	186704837	186706675	-0.052295763	0.834138745	Unchanged	Gained anchor	0
chr1	91871167	91872678	-0.008774124	0.980882484	Unchanged	Other genome	111166
chr1	194012216	194013911	0.927523807	0.007350363	Gained	Other genome	3212215
chr1	118509496	118511453	-0.03927984	0.886141197	Unchanged	Other genome	88547
chr1	133752599	133754196	-0.012734741	0.969963127	Unchanged	Other genome	12598
chr1	94053713	94055203	-0.126861945	0.535449426	Unchanged	Other genome	19797
chr1	178530257	178531487	-0.050062871	0.844348775	Unchanged	Other genome	225256
chr1	180476083	180476939	0.044405207	0.867819271	Unchanged	Other genome	1403061
chr1	90337427	90338259	0.000360809	0.999233316	Unchanged	Other genome	127426
chr1	172349588	172350753	-0.018839205	0.951958177	Unchanged	Other genome	1099247
chr1	171280964	171282114	0.017034289	0.957529394	Unchanged	Other genome	430963
chr1	184996458	184998165	0.135044581	0.523310488	Unchanged	Other genome	196457
chr1	15621519	15622118	-0.019050487	0.952405737	Unchanged	Other genome	746518
chr1	165641795	165643218	-0.012693055	0.969934022	Unchanged	Other genome	131782
chr1	167688188	167689627	-0.059912991	0.805727847	Unchanged	Other genome	210373
chr1	24233282	24234270	1.23501776	0.000368245	Gained	Other genome	435730
chr1	72747416	72748331	0.629734742	0.03648392	Gained	Other genome	1151669
chr1	172278981	172280639	-0.143383982	0.487849769	Unchanged	Other genome	1169361
chr1	43897789	43899325	0.017858863	0.955038141	Unchanged	Other genome	627788
chr1	105889729	105890229	0.236301906	0.257524812	Unchanged	Other genome	414728
chr1	68932203	68932788	0.115585368	0.669050765	Unchanged	Other genome	742212
chr1	23655094	23655684	2.948535647	6.78e-15	Gained	Other genome	1014316
chr1	21218507	21220405	0.00794763	0.98328116	Unchanged	Other genome	189595
chr1	154291318	154292775	0.054067166	0.824945379	Unchanged	Gained anchor	0
chr1	135798510	135799954	-0.064436877	0.780129965	Unchanged	Other genome	8509
chr1	189049176	189049558	0.451138051	0.119201916	Unchanged	Other genome	442
chr1	181864731	181865887	-0.069723274	0.757818251	Unchanged	Other genome	14113
chr1	178566871	178568284	-0.111440095	0.613259125	Unchanged	Other genome	261870
chr1	182108523	182109493	-0.05190383	0.839340166	Unchanged	Other genome	218522
chr1	180402918	180404297	-0.10532579	0.630840332	Unchanged	Other genome	1475703
chr1	89501732	89504057	0.000817892	0.998184183	Unchanged	Other genome	301731
chr1	154281615	154282974	0.063872635	0.784755879	Unchanged	Gained anchor	0
chr1	91819022	91820634	-0.038951731	0.885168541	Unchanged	Other genome	59021
chr1	165109296	165111109	-0.075706618	0.737470526	Unchanged	Other genome	69295
chr1	168231309	168232742	-0.112281095	0.585940493	Unchanged	Other genome	6308
chr1	73363653	73364808	-0.056198274	0.817617544	Unchanged	Other genome	535192
chr1	74858189	74859508	-0.043870053	0.867144337	Unchanged	Other genome	403188
chr1	35203874	35204391	1.901644212	1.93e-07	Gained	Other genome	1453873
chr1	153694918	153696917	-0.054779335	0.823397859	Unchanged	Other genome	48083
chr1	75292826	75294659	0.182725162	0.376973893	Unchanged	Other genome	837825
chr1	180462158	180463215	0.034962345	0.898326666	Unchanged	Other genome	1416785
chr1	190499977	190501498	-0.017439592	0.956356963	Unchanged	Other genome	48502
chr1	53225573	53227087	1.17973055	0.00041711	Gained	Other genome	42913
chr1	152303802	152305015	0.273143921	0.197546596	Unchanged	Other genome	578801
chr1	32476421	32477026	-0.141118898	0.51379123	Unchanged	Other genome	72974
chr1	14192203	14193242	0.955187674	0.001193694	Gained	Other genome	31758
chr1	73726431	73727364	0.989401268	0.003228582	Gained	Other genome	172636
chr1	39312672	39313872	0.032277828	0.906771099	Unchanged	Other genome	372671
chr1	75475345	75476317	-0.14290785	0.512781139	Unchanged	Other genome	1020344
chr1	177508895	177510030	0.004166762	0.991540275	Unchanged	Other genome	634970
chr1	81316023	81317687	-0.155266789	0.441591545	Unchanged	Other genome	236022
chr1	93042421	93043814	-0.011884645	0.972052707	Unchanged	Other genome	866186
chr1	23824225	23825808	0.239229208	0.258597992	Unchanged	Other genome	844192
chr1	42598989	42600724	-0.064801582	0.784675666	Unchanged	Other genome	74276
chr1	105002179	105002978	0.194613475	0.387716062	Unchanged	Other genome	22178
chr1	74587711	74588604	0.020413343	0.947716751	Unchanged	Other genome	132710
chr1	126319022	126319943	1.427910589	2.9e-05	Gained	Other genome	80057
chr1	182139048	182140550	-0.004729228	0.990697754	Unchanged	Other genome	249047
chr1	180508717	180509457	0.331439027	0.154073741	Unchanged	Other genome	1370543
chr1	18057757	18058977	-0.047642794	0.855469011	Unchanged	Other genome	41023
chr1	188675496	188676974	-0.017882457	0.954591108	Unchanged	Other genome	373026
chr1	190806585	190808050	0.001508965	0.996730357	Unchanged	Other genome	6584
chr1	97847018	97847909	0.884826532	0.00561736	Gained	Matched background	22017
chr1	72185845	72187224	0.461617703	0.062113503	Unchanged	Other genome	660844
chr1	168475718	168477221	-0.07692526	0.734033979	Unchanged	Other genome	250717
chr1	92492176	92494486	-0.070593599	0.759907704	Unchanged	Other genome	732175
chr1	39384785	39386798	-0.063764859	0.79108664	Unchanged	Other genome	444784
chr1	109946278	109946795	2.929240698	1.74e-12	Gained	Lost anchor	0
chr1	65550223	65551155	0.181297695	0.373334131	Unchanged	Other genome	222
chr1	64017367	64018218	0.093016863	0.687742991	Unchanged	Other genome	717366
