alist_set	blist_set	permutation	permuted_overlaps	test_id
mCH Hyper gene bodies	ATAC Up	317	375	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	318	285	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	319	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	320	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	321	346	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	322	340	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	323	330	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	324	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	325	376	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	326	345	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	327	339	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	328	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	329	318	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	330	352	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	331	304	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	332	343	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	333	372	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	334	314	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	335	326	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	336	367	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	337	305	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	338	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	339	302	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	340	342	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	341	339	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	342	355	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	343	351	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	344	326	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	345	374	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	346	362	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	347	371	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	348	340	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	349	330	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	350	371	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	351	320	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	352	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	353	293	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	354	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	355	355	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	356	356	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	357	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	358	283	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	359	283	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	360	306	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	361	362	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	362	315	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	363	358	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	364	316	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	365	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	366	349	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	367	368	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	368	342	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	369	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	370	314	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	371	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	372	297	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	373	292	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	374	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	375	357	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	376	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	377	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	378	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	379	306	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	380	366	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	381	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	382	277	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	383	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	384	347	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	385	354	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	386	327	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	387	308	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	388	354	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	389	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	390	376	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	391	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	392	308	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	393	322	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	394	325	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	395	293	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	396	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	397	359	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	398	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	399	370	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	400	350	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	401	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	402	318	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	403	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	404	299	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	405	333	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	406	319	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	407	303	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	408	357	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	409	349	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	410	361	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	411	308	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	412	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	413	404	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	414	317	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	415	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	416	315	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	417	339	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	418	307	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	419	349	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	420	367	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	421	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	422	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	423	331	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	424	308	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	425	282	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	426	362	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	427	301	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	428	387	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	429	363	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	430	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	431	316	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	432	321	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	433	327	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	434	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	435	335	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	436	367	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	437	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	438	293	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	439	367	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	440	359	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	441	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	442	353	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	443	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	444	384	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	445	315	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	446	423	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	447	351	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	448	310	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	449	353	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	450	325	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	451	302	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	452	351	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	453	285	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	454	376	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	455	291	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	456	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	457	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	458	327	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	459	305	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	460	348	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	461	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	462	345	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	463	323	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	464	320	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	465	311	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	466	318	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	467	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	468	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	469	294	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	470	310	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	471	323	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	472	269	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	473	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	474	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	475	322	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	476	345	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	477	399	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	478	280	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	479	326	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	480	351	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	481	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	482	362	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	483	331	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	484	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	485	341	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	486	316	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	487	321	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	488	349	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	489	361	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	490	352	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	491	377	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	492	315	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	493	268	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	494	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	495	332	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	496	344	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	497	316	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	498	349	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	499	387	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	500	314	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	501	376	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	502	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	503	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	504	318	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	505	362	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	506	302	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	507	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	508	296	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	509	342	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	510	290	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	511	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	512	347	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	513	353	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	514	293	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	515	321	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	516	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	517	314	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	518	376	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	519	357	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	520	326	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	521	334	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	522	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	523	278	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	524	355	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	525	319	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	526	287	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	527	359	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	528	331	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	529	391	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	530	308	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	531	325	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	532	311	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	533	353	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	534	386	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	535	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	536	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	537	283	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	538	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	539	316	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	540	271	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	541	382	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	542	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	543	321	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	544	348	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	545	360	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	546	347	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	547	365	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	548	282	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	549	319	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	550	310	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	551	340	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	552	327	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	553	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	554	398	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	555	325	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	556	357	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	557	297	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	558	299	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	559	384	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	560	304	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	561	265	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	562	355	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	563	306	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	564	343	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	565	288	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	566	299	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	567	350	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	568	323	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	569	389	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	570	347	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	571	311	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	572	346	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	573	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	574	276	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	575	326	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	576	300	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	577	318	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	578	350	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	579	334	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	580	364	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	581	352	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	582	290	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	583	359	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	584	353	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	585	336	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	586	315	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	587	302	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	588	391	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	589	324	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	590	358	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	591	322	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	592	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	593	372	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	594	323	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	595	366	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	596	337	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	597	388	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	598	330	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	599	345	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	600	309	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	601	291	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	602	275	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	603	298	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	604	365	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	605	311	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	606	380	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	607	295	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	608	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	609	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	610	354	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	611	300	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	612	325	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	613	377	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	614	292	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	615	338	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	616	330	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	617	335	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	618	305	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	619	360	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	620	371	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	621	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	622	341	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	623	321	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	624	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	625	274	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	626	374	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	627	312	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	628	361	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	629	411	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	630	329	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	631	334	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	632	319	mCH Hyper gene bodies x ATAC Up
mCH Hyper gene bodies	ATAC Up	633	291	mCH Hyper gene bodies x ATAC Up
