"peak_id","h2a_Fold","h2a_FDR","SYMBOL"
"h2a_peak_810",-0.509339557,0.002620644,"Mixl1"
"h2a_peak_811",0.059612905,0.721063995,"Esrrg"
"h2a_peak_812",-0.014111347,0.93325126,"Nav1"
"h2a_peak_813",0.048798875,0.87281183,"Ncl"
"h2a_peak_814",0.792690075,1.49e-06,"Smyd3"
"h2a_peak_815",0.16503613,0.264493889,"Brinp2"
"h2a_peak_817",-0.436082351,0.001287147,"Inava"
"h2a_peak_818",-0.029749199,0.859766398,"Dnm3"
"h2a_peak_820",-0.772394702,1.67e-06,"Syt2"
"h2a_peak_820",-0.772394702,1.67e-06,"Ppp1r12b"
"h2a_peak_821",0.272317303,0.104395923,"Nckap5"
"h2a_peak_824",0.041186004,0.823372076,"Fmn2"
"h2a_peak_826",0.758058883,2.65e-06,"Mrps9"
"h2a_peak_829",0.298498711,0.050783304,"Ildr2"
"h2a_peak_830",0.061637178,0.70202804,"Kcnk2"
"h2a_peak_831",0.147837916,0.35309092,"Srgap2"
"h2a_peak_832",0.181937298,0.263456712,"Dytn"
"h2a_peak_833",-0.180504009,0.244803561,"Csrp1"
"h2a_peak_834",-0.188076632,0.214418052,"Ralgps2"
"h2a_peak_835",0.568443755,0.000640505,"Mgat5"
"h2a_peak_836",-0.12243159,0.462149379,"Rgl1"
"h2a_peak_837",1.079416985,5.65e-10,"Pld5"
"h2a_peak_839",0.28063741,0.091053608,"Dner"
"h2a_peak_847",0.422399997,0.006735735,"Igfn1"
"h2a_peak_849",0.002303394,0.991387101,"Ikbke"
"h2a_peak_851",-0.176576928,0.264956126,"Ikbke"
"h2a_peak_852",0.733306555,4.14e-07,"Esrrg"
"h2a_peak_853",0.304264731,0.060881407,"Dst"
"h2a_peak_854",-0.04049023,0.889981327,"Hdac4"
"h2a_peak_855",-0.382378155,0.018656735,"Susd4"
"h2a_peak_856",0.462336459,0.009814136,"Ccnt2"
"h2a_peak_857",-0.268752436,0.048595084,"Vwa3b"
"h2a_peak_858",-0.01818068,0.930397928,"Agap1"
"h2a_peak_859",0.189182352,0.184215483,"Rcsd1"
"h2a_peak_860",0.008048813,0.9649138,"Nfasc"
"h2a_peak_862",-0.285121588,0.036258205,"Aff3"
"h2a_peak_864",0.244133262,0.096471473,"Dnm3"
"h2a_peak_868",0.714775553,8.95e-07,"Cadm3"
"h2a_peak_868",0.714775553,8.95e-07,"Aim2"
"h2a_peak_871",-0.073458083,0.66519104,"Epha4"
"h2a_peak_873",0.21439135,0.14385537,"Tnr"
"h2a_peak_877",0.102193386,0.554243339,"Bard1"
"h2a_peak_880",-0.363620642,0.011845974,"Nek7"
"h2a_peak_882",0.214637243,0.162281942,"Kcnh1"
"h2a_peak_883",0.713953105,4.84e-07,"Tmeff2"
"h2a_peak_884",-0.560463962,0.000170916,"Plekhm3"
"h2a_peak_887",0.631610547,1.62e-05,"Cflar"
"h2a_peak_900",0.654655203,2.9e-05,"Dner"
"h2a_peak_901",0.214025654,0.24134251,"Nckap5"
"h2a_peak_902",0.150396248,0.360656012,"Rnpepl1"
"h2a_peak_903",0.51900665,0.000770926,"Lamb3"
"h2a_peak_903",0.51900665,0.000770926,"Hsd11b1"
"h2a_peak_904",-0.254180867,0.085398325,"Lgr6"
"h2a_peak_906",0.59269175,3.04e-05,"Kcnb2"
"h2a_peak_907",0.36835829,0.009364878,"Cdk15"
"h2a_peak_908",0.000735719,0.996832322,"Lhx4"
"h2a_peak_910",0.67307385,3.98e-06,"Esrrg"
"h2a_peak_913",0.796992083,1.63e-07,"Col19a1"
"h2a_peak_915",0.683855785,1.46e-06,"Erbb4"
"h2a_peak_916",0.025785819,0.887394408,"Iqca"
"h2a_peak_921",0.891613595,7.98e-09,"Rabgap1l"
"h2a_peak_922",0.867862879,1.86e-09,"Dpp10"
"h2a_peak_924",0.431952758,0.003522923,"Pappa2"
"h2a_peak_925",0.571617551,0.000497112,"Gm973"
"h2a_peak_925",0.571617551,0.000497112,"Sumo1"
"h2a_peak_926",-0.354905915,0.021955252,"Kif26b"
"h2a_peak_927",0.635431471,1.37e-05,"Gpatch2"
"h2a_peak_928",0.376380573,0.014093937,"Brinp2"
"h2a_peak_931",-0.608403766,0.000143652,"Sulf1"
"h2a_peak_933",-0.402583776,0.005038249,"Rgs8"
"h2a_peak_934",0.198436902,0.192054091,"Nos1ap"
"h2a_peak_936",0.933241596,3.36e-09,"Erbb4"
"h2a_peak_937",0.349200453,0.016094441,"Slc19a3"
"h2a_peak_938",0.737254131,7.01e-07,"Thsd7b"
"h2a_peak_939",-0.250688684,0.108324274,"Gpc1"
"h2a_peak_939",-0.250688684,0.108324274,"Ankmy1"
"h2a_peak_941",-0.302241531,0.036696011,"Epha4"
"h2a_peak_944",0.189334128,0.207302025,"Rgs7"
"h2a_peak_945",0.169261654,0.227208006,"Tnr"
"h2a_peak_946",0.021484111,0.897927473,"Syt2"
"h2a_peak_948",0.631771116,4.88e-05,"Fam174a"
"h2a_peak_949",-0.436895746,0.00160307,"Nfasc"
"h2a_peak_951",0.274251942,0.074290176,"Agap1"
"h2a_peak_952",0.420987968,0.005046158,"Arhgef4"
"h2a_peak_953",-0.105734312,0.523947717,"Pbx1"
"h2a_peak_954",0.482841358,0.000468084,"Plcl1"
"h2a_peak_955",0.878073783,0.00138016,"Eloc"
"h2a_peak_957",-0.625155178,9.95e-06,"Nfasc"
"h2a_peak_959",-0.421767292,0.002246056,"Cacna1e"
"h2a_peak_963",0.447413174,0.001756952,"Pard3b"
"h2a_peak_969",-0.078719518,0.653666143,"Irs1"
"h2a_peak_970",0.11128979,0.463852561,"Aff3"
"h2a_peak_972",0.334854684,0.029303803,"Srgap2"
"h2a_peak_974",0.558064446,9.7e-05,"Mettl21e"
"h2a_peak_981",-0.231981941,0.129351895,"Cacna1e"
"h2a_peak_982",-0.605699225,1.14e-05,"2010300C02Rik"
"h2a_peak_985",-0.242503211,0.084221104,"Pax3"
"h2a_peak_989",0.810399683,1.14e-07,"Rab3gap2"
"h2a_peak_990",0.021789115,0.905076275,"Fam78b"
"h2a_peak_991",-0.010453082,0.953137544,"Npl"
"h2a_peak_992",-0.456092417,0.013305065,"Prlh"
"h2a_peak_993",0.984991104,1.57e-11,"Dpp10"
"h2a_peak_996",-0.390993893,0.004544605,"Cd247"
"h2a_peak_997",0.049939124,0.773386793,"Dst"
"h2a_peak_998",0.153813385,0.302861369,"Inpp1"
"h2a_peak_1000",0.901895007,9.07e-11,"Pard3b"
"h2a_peak_1001",0.287034012,0.049373652,"Pnkd"
"h2a_peak_1001",0.287034012,0.049373652,"Tmbim1"
"h2a_peak_1002",-0.325557263,0.029210346,"Agap1"
"h2a_peak_1003",0.166198577,0.252750074,"Hhat"
"h2a_peak_1004",0.015723115,0.926899905,"Ankrd23"
"h2a_peak_1004",0.015723115,0.926899905,"Gm42417"
"h2a_peak_1005",0.753200885,1.1e-06,"Prex2"
"h2a_peak_1006",-0.708586364,2.43e-06,"Ren1"
"h2a_peak_1007",-0.702255748,4.35e-06,"Cntn2"
"h2a_peak_1009",-0.060707366,0.718352805,"Ankmy1"
"h2a_peak_1010",-0.10423614,0.497333227,"Atp2b4"
"h2a_peak_1012",0.321022159,0.03665373,"Atf3"
"h2a_peak_1018",-0.2869333,0.059976389,"Sox13"
"h2a_peak_1019",-0.207924611,0.182179283,"Neu4"
"h2a_peak_1020",1.352480231,1.41e-19,"Pappa2"
"h2a_peak_1021",-0.034702188,0.844424219,"1700025G04Rik"
"h2a_peak_1023",-0.788519135,3.44e-08,"Cntn2"
"h2a_peak_1024",-0.219764624,0.177013842,"Epb41l5"
"h2a_peak_1026",0.64109492,4.14e-06,"Xkr4"
"h2a_peak_1027",-0.22465743,0.159231858,"Cacna1e"
"h2a_peak_1028",0.274602862,0.083220078,"Kcnb2"
"h2a_peak_1029",1.12633042,3.97e-16,"Pappa2"
"h2a_peak_1032",0.325664344,0.051396007,"Ccdc93"
"h2a_peak_1034",-0.808460832,4.61e-08,"Dgkd"
"h2a_peak_1035",0.119734337,0.434639534,"Creg1"
"h2a_peak_1038",0.167442456,0.324942093,"Nmnat2"
"h2a_peak_1039",-0.204911627,0.14955705,"Plekhm3"
"h2a_peak_1040",-0.140772559,0.361168659,"Map4k4"
"h2a_peak_1042",0.373002012,0.015669708,"Igsf8"
"h2a_peak_1042",0.373002012,0.015669708,"Atp1a2"
"h2a_peak_1046",-0.15952214,0.256013637,"Hdac4"
"h2a_peak_1047",0.134154961,0.38872372,"Phlpp1"
"h2a_peak_1048",1.198201364,3.43e-14,"Erbb4"
"h2a_peak_1049",0.365450141,0.008512139,"Rgs7"
"h2a_peak_1052",0.088037398,0.61884101,"Ncf2"
"h2a_peak_1054",-0.388314027,0.011193658,"Rassf5"
"h2a_peak_1055",0.252307764,0.085100543,"Itm2c"
"h2a_peak_1056",0.103509015,0.569824515,"Iqca"
"h2a_peak_1061",-0.072143738,0.642838195,"Cacna1s"
"h2a_peak_1062",-0.109156024,0.487336459,"Lmx1a"
"h2a_peak_1065",-0.451842287,0.005498649,"Nek7"
"h2a_peak_1066",0.445874978,0.003263561,"2010300C02Rik"
"h2a_peak_1070",0.568311139,5.45e-05,"2010300C02Rik"
"h2a_peak_1071",0.419457059,0.003442982,"Rftn2"
"h2a_peak_1072",0.378769171,0.005228007,"Nck2"
"h2a_peak_1073",-0.103396843,0.699884197,"Slc30a1"
"h2a_peak_1076",0.208585418,0.16371633,"Sgk3"
"h2a_peak_1079",1.41171891,2.19e-17,"Thsd7b"
"h2a_peak_1082",-0.054879162,0.735990921,"Nectin4"
"h2a_peak_1084",0.215268041,0.147361611,"Tmcc2"
"h2a_peak_1087",0.848445879,8.23e-09,"Ccdc181"
"h2a_peak_1088",0.542311979,0.000319535,"Zfp281"
"h2a_peak_1089",-0.283674882,0.043871472,"Nck2"
"h2a_peak_1090",-0.367278534,0.012305953,"Sox13"
"h2a_peak_1091",0.246600682,0.11110521,"Cenpf"
"h2a_peak_1092",0.166526021,0.284485578,"Nrp2"
"h2a_peak_1093",-0.556514697,0.000127557,"Nav1"
"h2a_peak_1095",0.877035204,0.000414215,"Erbb4"
"h2a_peak_1096",0.258492816,0.066453158,"Lgr6"
"h2a_peak_1097",0.539953276,0.000435548,"Nmnat2"
"h2a_peak_1099",0.034833706,0.844721737,"Nav1"
"h2a_peak_1100",0.849760294,1.21e-10,"Pou2f1"
"h2a_peak_1101",-0.209672519,0.179078846,"Htr5b"
"h2a_peak_1102",-0.000229472,0.998976575,"Prelp"
"h2a_peak_1106",0.297628904,0.099377197,"Kif26b"
"h2a_peak_1107",-0.343450519,0.009625365,"Hdac4"
"h2a_peak_1108",0.196664772,0.19591201,"Pld5"
"h2a_peak_1109",0.771311394,2.84e-07,"Pard3b"
"h2a_peak_1110",-0.170441507,0.234289924,"Ephx1"
"h2a_peak_1111",1.257181624,1.09e-15,"Ube2w"
"h2a_peak_1113",0.769674005,1e-05,"Map2"
"h2a_peak_1115",0.101362665,0.567465483,"Plekhm3"
"h2a_peak_1116",0.465460045,0.003031442,"Dnm3"
"h2a_peak_1120",-0.099334717,0.524737911,"Ncoa2"
"h2a_peak_1121",0.765355131,0.003072357,"Ccdc150"
"h2a_peak_1122",0.902861439,4.67e-09,"Nck2"
"h2a_peak_1124",1.078348185,1.4e-12,"Eya1"
"h2a_peak_1125",-0.561221478,5.39e-05,"Agap1"
"h2a_peak_1129",1.24943355,1.48e-14,"Blzf1"
"h2a_peak_1129",1.24943355,1.48e-14,"Nme7"
"h2a_peak_1130",-0.232513685,0.124431802,"Cdk18"
"h2a_peak_1131",-0.377910778,0.008461378,"Tns1"
"h2a_peak_1132",1.064558951,1.98e-13,"Jph1"
"h2a_peak_1133",-0.720442237,1.66e-06,"Nfasc"
"h2a_peak_1134",-0.522418127,7.46e-05,"Cfap65"
"h2a_peak_1135",0.444467252,0.001951735,"Tbc1d8"
"h2a_peak_1137",0.666053129,5.83e-05,"Slc35f5"
"h2a_peak_1138",0.459398908,0.000753344,"2010300C02Rik"
"h2a_peak_1139",0.070647718,0.67913423,"Adgrb3"
"h2a_peak_1143",-0.288879951,0.056965719,"Nav1"
"h2a_peak_1145",0.531443472,5.92e-05,"Phlpp1"
"h2a_peak_1147",0.820579833,5.69e-09,"Pard3b"
"h2a_peak_1148",0.557086565,0.000186236,"Dner"
"h2a_peak_1151",0.563813517,0.000238756,"Susd4"
"h2a_peak_1152",0.380997929,0.021955252,"Camk1g"
"h2a_peak_1154",0.165563194,0.24396268,"Qsox1"
"h2a_peak_1155",-0.307363378,0.032660683,"Cacna1e"
"h2a_peak_1156",-0.303776784,0.027244446,"Dst"
"h2a_peak_1157",0.681191036,6.53e-07,"Col19a1"
"h2a_peak_1159",0.585946082,8.21e-05,"Dyrk3"
"h2a_peak_1160",0.399061769,0.008719332,"Epb41l5"
"h2a_peak_1161",0.372020639,0.02099162,"Paqr8"
"h2a_peak_1162",0.497568669,0.001095292,"Lamb3"
"h2a_peak_1162",0.497568669,0.001095292,"G0s2"
"h2a_peak_1163",-0.55431533,0.000153773,"Cacna1e"
"h2a_peak_1164",0.420532476,0.002446381,"Gm973"
"h2a_peak_1166",0.251888696,0.061076365,"Smyd3"
"h2a_peak_1167",0.054732961,0.727767764,"Aff3"
"h2a_peak_1174",0.462932794,0.001287669,"Npas2"
"h2a_peak_1175",0.443141349,0.009016969,"Fhl2"
"h2a_peak_1177",0.229417424,0.119511583,"Shisa4"
"h2a_peak_1178",-0.134039694,0.381697726,"Gli2"
"h2a_peak_1180",0.400685452,0.002050816,"Sctr"
"h2a_peak_1185",0.220305734,0.110155778,"Chil1"
"h2a_peak_1186",0.565276087,4.07e-05,"Lamc2"
"h2a_peak_1187",0.068724579,0.666500943,"Susd4"
"h2a_peak_1188",0.105174685,0.491197039,"Creg1"
"h2a_peak_1190",0.273182919,0.04812739,"Parp1"
"h2a_peak_1191",0.268506316,0.065379104,"Ngef"
"h2a_peak_1192",0.338780664,0.027291673,"Gli2"
"h2a_peak_1193",-0.038125013,0.81828151,"Tns1"
"h2a_peak_1194",-0.120291275,0.522259323,"Nav1"
"h2a_peak_1198",-0.406079505,0.001676875,"Prox1"
"h2a_peak_1204",0.025119227,0.875848976,"Ikzf2"
"h2a_peak_1205",0.039914142,0.814403835,"Nmnat2"
"h2a_peak_1208",-0.090637879,0.559826016,"Hdac4"
"h2a_peak_1210",0.067918887,0.672618749,"Astn1"
"h2a_peak_1211",0.340068831,0.013069119,"Tnr"
"h2a_peak_1214",-0.065214092,0.690339233,"Kcnk2"
"h2a_peak_1215",0.003779419,0.98134692,"Tns1"
"h2a_peak_1217",0.34882962,0.011941186,"Otos"
"h2a_peak_1218",-0.054784507,0.732521329,"Efhd1"
"h2a_peak_1220",0.148347362,0.349199589,"Fh1"
"h2a_peak_1220",0.148347362,0.349199589,"Kmo"
"h2a_peak_1222",-0.343152077,0.031927919,"Coq8a"
"h2a_peak_1223",0.389731583,0.010313229,"Dytn"
"h2a_peak_1225",0.407321767,0.003551253,"Esrrg"
"h2a_peak_1226",-0.077836054,0.654017446,"Kcnk2"
"h2a_peak_1227",-0.726225398,5.73e-06,"Rgs8"
"h2a_peak_1228",0.775125093,2.66e-07,"Erbb4"
"h2a_peak_1229",0.073037558,0.666050524,"Fam129a"
"h2a_peak_1231",0.047204349,0.756837486,"Kif26b"
"h2a_peak_1234",1.374184647,2.41e-17,"Cdk15"
"h2a_peak_1235",0.196337312,0.178939783,"Nckap5"
"h2a_peak_1236",0.621140105,5.05e-05,"Pard3b"
"h2a_peak_1238",0.883580561,3.66e-08,"Pard3b"
"h2a_peak_1244",0.850468593,2.19e-10,"Kif26b"
"h2a_peak_1245",0.031204819,0.851145639,"Cavin2"
"h2a_peak_1246",0.665147056,1.32e-05,"St18"
"h2a_peak_1248",0.127468616,0.431487715,"Traf3ip3"
"h2a_peak_1249",0.241503661,0.069973333,"Nck2"
"h2a_peak_1251",-0.115285345,0.522184443,"Mreg"
"h2a_peak_1253",0.353640774,0.024703769,"Camk1g"
"h2a_peak_1254",-0.015079358,0.933203758,"Itpkb"
"h2a_peak_1255",0.306008869,0.0336207,"Ramp1"
"h2a_peak_1256",-0.387143481,0.011355931,"Fmod"
"h2a_peak_1258",0.978153433,4.31e-14,"Daw1"
"h2a_peak_1270",0.284269384,0.053961995,"Esrrg"
"h2a_peak_1274",0.1748609,0.218419467,"Nck2"
"h2a_peak_1276",0.455994183,0.000720108,"Hsd17b7"
"h2a_peak_1277",0.471399406,0.002791168,"Rc3h1"
"h2a_peak_1278",-0.111845731,0.471172993,"Rgs7"
"h2a_peak_1279",1.118489544,7.32e-14,"Dpp10"
"h2a_peak_1282",0.050104478,0.750162267,"Kcnk2"
"h2a_peak_1284",0.601112109,4.31e-05,"Map2"
"h2a_peak_1286",0.569752658,4.12e-05,"Nck2"
"h2a_peak_1287",0.7050795,4.76e-06,"Pappa2"
"h2a_peak_1289",0.668177716,6.77e-06,"St18"
"h2a_peak_1290",0.234038989,0.167312759,"Stk25"
"h2a_peak_1291",1.013872257,1e-13,"Erbb4"
"h2a_peak_1292",-0.55933814,3.01e-05,"Cacna1e"
"h2a_peak_1294",-0.254846875,0.083205065,"Lhx4"
"h2a_peak_1296",-0.399897762,0.001892817,"Smyd2"
"h2a_peak_1297",-0.337559017,0.04047227,"Zdbf2"
"h2a_peak_1298",-0.054097374,0.753920392,"Aff3"
"h2a_peak_1299",-0.198215884,0.151292541,"Kcnh1"
"h2a_peak_1302",0.339607923,0.01344991,"Nckap5"
"h2a_peak_1305",0.205559507,0.158577194,"Obsl1"
"h2a_peak_1314",-0.222537451,0.135111691,"Gpc1"
"h2a_peak_1315",-0.277662223,0.073438073,"1700025G04Rik"
"h2a_peak_1319",-0.172048797,0.252872903,"Dis3l2"
"h2a_peak_1322",0.393098822,0.003909437,"Nck2"
"h2a_peak_1323",0.572229995,0.000157437,"Nr5a2"
"h2a_peak_1324",0.014184808,0.931024029,"Igfn1"
"h2a_peak_1326",-0.141689776,0.353942469,"Nphs2"
"h2a_peak_1327",0.065129277,0.66356566,"Agap1"
"h2a_peak_1328",0.367676539,0.010260622,"Arhgef4"
"h2a_peak_1329",0.519178421,0.00017634,"Srp9"
"h2a_peak_1330",0.912025625,1.34e-08,"Sgpp2"
"h2a_peak_1331",0.00480537,0.978041928,"Myog"
"h2a_peak_1333",-0.354263657,0.016183597,"Npas2"
"h2a_peak_1335",0.334877045,0.01154129,"Ino80d"
"h2a_peak_1337",0.186098569,0.22550784,"Plxna2"
"h2a_peak_1339",0.494659624,0.001914991,"Khdrbs2"
"h2a_peak_1340",0.636315882,5.35e-06,"Smyd3"
"h2a_peak_1341",0.530301927,0.000144784,"Nckap5"
"h2a_peak_1343",-0.218404208,0.124772793,"Tnni1"
"h2a_peak_1345",-0.217522479,0.129620928,"Kcnq5"
"h2a_peak_1346",0.267640475,0.073196849,"Sdccag8"
"h2a_peak_1349",-0.378389418,0.025136457,"Kcnh1"
"h2a_peak_1349",-0.378389418,0.025136457,"Hhat"
"h2a_peak_1351",-0.085051282,0.544378956,"Abcb6"
"h2a_peak_1351",-0.085051282,0.544378956,"Atg9a"
"h2a_peak_1353",0.13727247,0.340830733,"Brinp2"
"h2a_peak_1360",1.376935785,1.18e-15,"Thsd7b"
"h2a_peak_1361",0.431492981,0.006522391,"Pard3b"
"h2a_peak_1362",0.211125052,0.155925962,"Marchf4"
"h2a_peak_1363",0.281561686,0.056293482,"Nckap5"
"h2a_peak_1364",0.519846886,8.21e-05,"Nckap5"
"h2a_peak_1366",0.101940016,0.459950449,"Cd247"
"h2a_peak_1367",0.021164253,0.903696915,"Tmem163"
"h2a_peak_1368",0.053871062,0.721124082,"Aff3"
"h2a_peak_1369",0.925401679,2.58e-11,"Nemp2"
"h2a_peak_1372",1.022793739,4.34e-13,"Col9a1"
"h2a_peak_1373",0.788977358,3.39e-08,"Hmcn1"
"h2a_peak_1377",-0.236060123,0.10256388,"Stat4"
"h2a_peak_1378",0.108063384,0.490319657,"Teddm2"
"h2a_peak_1381",0.840824274,2.07e-10,"Aox1"
"h2a_peak_1382",0.686610607,2.54e-06,"Col19a1"
"h2a_peak_1383",0.072111265,0.679716459,"Kif21b"
"h2a_peak_1385",-0.480958858,0.000116567,"Hdac4"
"h2a_peak_1387",0.545336667,3.23e-05,"Pard3b"
"h2a_peak_1388",0.511607869,6.61e-05,"Dpt"
"h2a_peak_1389",-0.035333202,0.83693226,"Astn1"
"h2a_peak_1391",0.061282946,0.692636079,"Tnni1"
"h2a_peak_1392",-0.004019772,0.982062326,"Nckap5"
"h2a_peak_1396",-0.330403828,0.017944658,"Tns1"
"h2a_peak_1398",0.518031793,0.000198164,"Ikzf2"
"h2a_peak_1402",-0.029889807,0.862709722,"Gli2"
"h2a_peak_1403",0.478413396,0.002819302,"Spata17"
"h2a_peak_1404",0.557721901,0.000113182,"Marchf4"
"h2a_peak_1405",0.427863857,0.001298416,"Pard3b"
"h2a_peak_1406",-0.437408377,0.003782736,"Tns1"
"h2a_peak_1407",-0.107797337,0.459813436,"Tnr"
"h2a_peak_1408",0.739472607,2.58e-06,"4930558K02Rik"
"h2a_peak_1408",0.739472607,2.58e-06,"Pigc"
"h2a_peak_1409",0.916560699,2.15e-10,"Olfml2b"
"h2a_peak_1410",0.875335723,1.18e-10,"Aox4"
"h2a_peak_1411",-0.250392047,0.054223116,"Slc41a1"
"h2a_peak_1416",-0.048052019,0.782777242,"Dnm3"
"h2a_peak_1417",-0.075726091,0.621092509,"Erbb4"
"h2a_peak_1418",0.153334539,0.308345161,"Stum"
"h2a_peak_1420",0.87422327,3.41e-10,"Tmem14a"
"h2a_peak_1422",-0.006824577,0.969565583,"Nckap5"
"h2a_peak_1427",0.853087684,4.88e-10,"Nck2"
"h2a_peak_1431",0.211716039,0.104581896,"Tns1"
"h2a_peak_1433",0.782873341,2.89e-06,"4930558K02Rik"
"h2a_peak_1436",0.068329523,0.687211152,"Tns1"
"h2a_peak_1437",-0.667255958,3.38e-06,"Rgl1"
"h2a_peak_1438",-0.080436569,0.584051703,"Agap1"
"h2a_peak_1439",0.537834016,8e-05,"Tgfb2"
"h2a_peak_1442",0.442819831,0.001758706,"Pbx1"
"h2a_peak_1445",0.645825398,1.55e-06,"Mfsd9"
"h2a_peak_1447",0.033436245,0.857584563,"Cacna1e"
"h2a_peak_1448",0.848987041,6.97e-10,"Esrrg"
"h2a_peak_1449",0.708891407,3.02e-07,"Sdccag8"
"h2a_peak_1450",0.447308655,0.000902292,"Hhat"
"h2a_peak_1451",0.14827726,0.284821818,"Agap1"
"h2a_peak_1453",-0.301093037,0.068219847,"Cyp27a1"
"h2a_peak_1455",0.299596012,0.027824415,"Nck2"
"h2a_peak_1457",0.322397588,0.032495819,"Aff3"
"h2a_peak_1458",0.688869269,2.52e-06,"Mpzl1"
"h2a_peak_1459",-0.084088169,0.630714085,"Nos1ap"
"h2a_peak_1460",-0.153387905,0.28107099,"Tmcc2"
"h2a_peak_1461",-0.335866869,0.016950895,"Sox13"
"h2a_peak_1463",-0.175724815,0.297137689,"Vash2"
"h2a_peak_1466",-0.405089902,0.002848065,"Tnnt2"
"h2a_peak_1467",-0.099838775,0.455352661,"Capn2"
"h2a_peak_1468",-0.309452689,0.031064349,"Hdac4"
"h2a_peak_1469",1.031962008,1.2e-14,"Brinp3"
"h2a_peak_1471",0.298867394,0.01555951,"Rps6kc1"
"h2a_peak_1472",0.319779629,0.012134963,"Esrrg"
"h2a_peak_1473",-0.251437391,0.094541948,"Marchf4"
"h2a_peak_1474",0.12525252,0.459892561,"Nckap5"
"h2a_peak_1477",0.246400943,0.146574596,"Rims1"
"h2a_peak_1481",-0.181434115,0.223126202,"Coq8a"
"h2a_peak_1482",-0.047694654,0.759910263,"Vwa3b"
"h2a_peak_1483",0.301253039,0.034827527,"Lemd1"
"h2a_peak_1484",0.590195095,0.000283663,"Ppp1r12b"
"h2a_peak_1485",0.188198924,0.191605556,"Tns1"
"h2a_peak_1489",0.321865378,0.012300836,"Aff3"
"h2a_peak_1492",0.007907588,0.966637219,"Brinp2"
"h2a_peak_1493",0.844669763,3.77e-09,"Glrx2"
"h2a_peak_1494",0.273100746,0.054000697,"Cacna1e"
"h2a_peak_1497",0.929888718,7.39e-12,"Idh1"
"h2a_peak_1497",0.929888718,7.39e-12,"Pikfyve"
"h2a_peak_1499",0.25835843,0.076392142,"1700025G04Rik"
"h2a_peak_1500",-0.005827776,0.973183226,"Nckap5"
"h2a_peak_1502",0.195139464,0.215744133,"Plcl1"
"h2a_peak_1503",-0.005391353,0.972823261,"Tns1"
"h2a_peak_1504",0.93418634,4e-12,"Erbb4"
"h2a_peak_1506",0.524795599,5.58e-05,"Mark1"
"h2a_peak_1508",0.647757404,8.62e-07,"Tnr"
"h2a_peak_1510",1.605768846,8.06e-25,"1700019D03Rik"
"h2a_peak_1513",1.028403508,3.89e-14,"Erbb4"
"h2a_peak_1515",0.166640049,0.230591825,"Uck2"
"h2a_peak_1516",0.012581677,0.945511277,"Desi2"
"h2a_peak_1517",0.132370863,0.425874587,"Inpp5d"
"h2a_peak_1518",0.984375628,8.44e-11,"Thsd7b"
"h2a_peak_1522",-0.047636911,0.777329739,"Cavin2"
"h2a_peak_1523",0.328952598,0.031269395,"Erbb4"
"h2a_peak_1524",0.766054252,1.49e-06,"Ppox"
"h2a_peak_1524",0.766054252,1.49e-06,"Usp21"
"h2a_peak_1525",-0.146231236,0.303743957,"Sh3bp4"
"h2a_peak_1526",-0.157125297,0.262746526,"Resp18"
"h2a_peak_1527",-0.847456814,8.94e-09,"Nek7"
"h2a_peak_1528",-0.064291038,0.64701686,"Spp2"
"h2a_peak_1530",0.077944652,0.662361403,"Tmem63a"
"h2a_peak_1530",0.077944652,0.662361403,"Ephx1"
"h2a_peak_1531",0.844578704,3.16e-11,"Kcnb2"
"h2a_peak_1532",0.170490457,0.292290896,"Igsf8"
"h2a_peak_1533",0.939860622,8.35e-11,"Atp1a4"
"h2a_peak_1537",-0.073565465,0.613687042,"Tns1"
"h2a_peak_1539",-0.026243185,0.865090912,"Pbx1"
"h2a_peak_1540",0.610583368,1.05e-05,"Lamc2"
"h2a_peak_1541",0.101740938,0.47949272,"Fam78b"
"h2a_peak_1543",0.14999028,0.314946248,"Hecw2"
"h2a_peak_1544",0.022301252,0.883026843,"Tns1"
"h2a_peak_1545",0.254141231,0.057461502,"Tnr"
"h2a_peak_1546",0.718994888,2.75e-07,"Tmeff2"
"h2a_peak_1547",0.469227783,0.000341234,"Spag16"
"h2a_peak_1547",0.469227783,0.000341234,"Vwc2l"
"h2a_peak_1549",0.320539298,0.020613104,"Dusp10"
"h2a_peak_1550",1.163298607,2.69e-16,"Thsd7b"
"h2a_peak_1551",0.72543925,3.33e-08,"Dnm3"
"h2a_peak_1552",0.728759442,2.42e-08,"Satb2"
"h2a_peak_1556",-0.184828671,0.168034282,"Cnih3"
"h2a_peak_1557",0.206527721,0.147948925,"Agap1"
"h2a_peak_1559",0.524071284,0.001483958,"Swt1"
"h2a_peak_1559",0.524071284,0.001483958,"Trmt1l"
"h2a_peak_1560",0.894789151,1.04e-10,"Pld5"
"h2a_peak_1562",0.698204563,2.24e-06,"Hecw2"
"h2a_peak_1564",1.002403555,2.95e-10,"Nek2"
"h2a_peak_1567",0.592410886,2.29e-05,"Smyd3"
"h2a_peak_1568",0.093464089,0.486986754,"Zfp648"
"h2a_peak_1571",0.041843226,0.779055481,"Akp3"
"h2a_peak_1576",0.482291931,0.000134803,"1700025G04Rik"
"h2a_peak_1577",0.17926667,0.187123046,"Aff3"
"h2a_peak_1579",0.656297063,4.13e-05,"Pld5"
"h2a_peak_1580",0.094407976,0.500798364,"Atp1a4"
