gene_name	chr	mch_sig	in_state
Tmem156	chr5	TRUE	FALSE
Ptgis	chr2	TRUE	FALSE
Sv2c	chr13	TRUE	FALSE
Sort1	chr3	TRUE	FALSE
Lrp1b	chr2	TRUE	FALSE
Rnf216	chr5	TRUE	FALSE
Limch1	chr5	TRUE	FALSE
Kif16b	chr2	TRUE	FALSE
Armc8	chr9	TRUE	FALSE
Sh3d19	chr3	TRUE	FALSE
Cbs	chr17	TRUE	FALSE
Gabra2	chr5	TRUE	FALSE
Otof	chr5	TRUE	FALSE
Rptor	chr11	TRUE	FALSE
Unc5a	chr13	TRUE	FALSE
Rin2	chr2	TRUE	FALSE
Tbca	chr13	TRUE	FALSE
Capzb	chr4	TRUE	FALSE
Lrrc4	chr6	TRUE	FALSE
Tle1	chr4	TRUE	FALSE
Rbfox2	chr15	TRUE	FALSE
Ccdc60	chr5	TRUE	FALSE
Cep112	chr11	TRUE	FALSE
Igsf3	chr3	TRUE	FALSE
Ccdc88a	chr11	TRUE	FALSE
Zhx3	chr2	TRUE	FALSE
Lrrc8d	chr5	TRUE	FALSE
Erp44	chr4	TRUE	FALSE
Nos2	chr11	TRUE	FALSE
Rsf1	chr7	TRUE	FALSE
Cwc27	chr13	TRUE	FALSE
R3hdm2	chr10	TRUE	FALSE
Cers6	chr2	TRUE	FALSE
Pacs2	chr12	TRUE	FALSE
Ppp4r4	chr12	TRUE	FALSE
Arhgef10l	chr4	TRUE	FALSE
Mpp7	chr18	TRUE	FALSE
Cdh10	chr15	TRUE	FALSE
Olfr591	chr7	TRUE	TRUE
Actr3b	chr5	TRUE	FALSE
Dock9	chr14	TRUE	FALSE
Frmd6	chr12	TRUE	FALSE
Cmss1	chr16	TRUE	FALSE
Vps41	chr13	TRUE	FALSE
Adgrl2	chr3	TRUE	FALSE
Pls1	chr9	TRUE	FALSE
Zeb2	chr2	TRUE	FALSE
B3galt5	chr16	TRUE	FALSE
Atxn10	chr15	TRUE	FALSE
Fbxl7	chr15	TRUE	FALSE
Chd6	chr2	TRUE	FALSE
Bicdl1	chr5	TRUE	FALSE
Cdcp3	chr7	TRUE	FALSE
Eya1	chr1	TRUE	FALSE
Ntn4	chr10	TRUE	FALSE
Bnc2	chr4	TRUE	FALSE
Edn2	chr4	TRUE	FALSE
Dusp22	chr13	TRUE	FALSE
Itpr3	chr17	TRUE	FALSE
Slc49a4	chr16	TRUE	FALSE
Lhfp	chr3	TRUE	FALSE
Galnt16	chr12	TRUE	FALSE
Dnajc12	chr10	TRUE	FALSE
Pan3	chr5	TRUE	FALSE
Stk24	chr14	TRUE	FALSE
Gatad2a	chr8	TRUE	FALSE
Mcc	chr18	TRUE	FALSE
Esr1	chr10	TRUE	FALSE
Sfmbt1	chr14	TRUE	FALSE
Ptprs	chr17	TRUE	FALSE
Nphp4	chr4	TRUE	FALSE
Syt7	chr19	TRUE	FALSE
Ppp3ca	chr3	TRUE	FALSE
Kcnip4	chr5	TRUE	FALSE
Ano3	chr2	TRUE	FALSE
Cd47	chr16	TRUE	FALSE
Elovl6	chr3	TRUE	FALSE
Brinp2	chr1	TRUE	FALSE
Islr2	chr9	TRUE	FALSE
Ccdc33	chr9	TRUE	FALSE
Nrg2	chr18	TRUE	FALSE
Vrk1	chr12	TRUE	FALSE
Crim1	chr17	TRUE	FALSE
Shb	chr4	TRUE	FALSE
Mrc2	chr11	TRUE	FALSE
Klhl32	chr4	TRUE	FALSE
Ralgps2	chr1	TRUE	FALSE
Dtd1	chr2	TRUE	FALSE
Rph3a	chr5	TRUE	FALSE
Marchf10	chr11	TRUE	FALSE
Fgf5	chr5	TRUE	FALSE
Dok7	chr5	TRUE	FALSE
Rell1	chr5	TRUE	FALSE
D7Ertd443e	chr7	TRUE	FALSE
Zhx2	chr15	TRUE	FALSE
Hcn4	chr9	TRUE	FALSE
Csnk1g1	chr9	TRUE	FALSE
Spata13	chr14	TRUE	FALSE
Slit2	chr5	TRUE	FALSE
Ulk4	chr9	TRUE	FALSE
Ank2	chr3	TRUE	FALSE
Jakmip2	chr18	TRUE	FALSE
Acaca	chr11	TRUE	FALSE
Hs3st5	chr10	TRUE	FALSE
R3hdm1	chr1	TRUE	FALSE
Clasp1	chr1	TRUE	FALSE
Nckap5	chr1	TRUE	FALSE
Rai1	chr11	TRUE	FALSE
Pcsk2	chr2	TRUE	FALSE
Aldh1l1	chr6	TRUE	FALSE
9130401M01Rik	chr15	TRUE	FALSE
Cnot2	chr10	TRUE	FALSE
4930447A16Rik	chr15	TRUE	FALSE
Mast2	chr4	TRUE	FALSE
Pds5a	chr5	TRUE	FALSE
Nars2	chr7	TRUE	FALSE
Smpd3	chr8	TRUE	FALSE
Dnah8	chr17	TRUE	FALSE
Ndufs4	chr13	TRUE	FALSE
Kdm4c	chr4	TRUE	FALSE
Pitpnm2	chr5	TRUE	FALSE
Dlg2	chr7	TRUE	FALSE
Filip1l	chr16	TRUE	FALSE
Eva1c	chr16	TRUE	FALSE
Casz1	chr4	TRUE	FALSE
Cbl	chr9	TRUE	FALSE
Ano6	chr15	TRUE	FALSE
Spire1	chr18	TRUE	FALSE
Ankef1	chr2	TRUE	FALSE
Pak7	chr2	TRUE	FALSE
Fam81b	chr13	TRUE	FALSE
Vwc2l	chr1	TRUE	FALSE
Tbc1d14	chr5	TRUE	FALSE
Ubac2	chr14	TRUE	FALSE
Sardh	chr2	TRUE	FALSE
Chn1	chr2	TRUE	FALSE
Ppp2r5e	chr12	TRUE	FALSE
Cst8	chr2	TRUE	FALSE
Kansl1	chr11	TRUE	FALSE
Hlcs	chr16	TRUE	FALSE
Caln1	chr5	TRUE	FALSE
Arhgap12	chr18	TRUE	FALSE
Zfp280d	chr9	TRUE	FALSE
Stk32c	chr7	TRUE	FALSE
Elavl2	chr4	TRUE	FALSE
Pde3b	chr7	TRUE	FALSE
1110051M20Rik	chr2	TRUE	FALSE
Chrdl2	chr7	TRUE	FALSE
Phactr1	chr13	TRUE	FALSE
Gng12	chr6	TRUE	FALSE
Egfr	chr11	TRUE	FALSE
8030462N17Rik	chr18	TRUE	FALSE
Fyn	chr10	TRUE	FALSE
Clasp2	chr9	TRUE	FALSE
Rfx3	chr19	TRUE	FALSE
Nrg4	chr9	TRUE	FALSE
Rbfox3	chr11	TRUE	FALSE
Lgr4	chr2	TRUE	FALSE
Cdh2	chr18	TRUE	FALSE
Upf2	chr2	TRUE	FALSE
Slc1a1	chr19	TRUE	FALSE
Dhx32	chr7	TRUE	FALSE
Fbxl17	chr17	TRUE	FALSE
Tunar	chr12	TRUE	FALSE
Slc44a1	chr4	TRUE	FALSE
Epha4	chr1	TRUE	FALSE
Dscam	chr16	TRUE	FALSE
Tmem108	chr9	TRUE	FALSE
Pola1	chrX	TRUE	FALSE
Invs	chr4	TRUE	FALSE
Ttc3	chr16	TRUE	FALSE
Mta3	chr17	TRUE	FALSE
Megf10	chr18	TRUE	FALSE
Lpgat1	chr1	TRUE	FALSE
Septin9	chr11	TRUE	FALSE
Ablim1	chr19	TRUE	FALSE
Luzp1	chr4	TRUE	FALSE
Tlk2	chr11	TRUE	FALSE
Edar	chr10	TRUE	FALSE
Wnt4	chr4	TRUE	FALSE
Lrrc20	chr10	TRUE	FALSE
Lurap1l	chr4	TRUE	FALSE
Gm17545	chr9	TRUE	FALSE
Clpb	chr7	TRUE	FALSE
St6gal1	chr16	TRUE	FALSE
Ebag9	chr15	TRUE	FALSE
CK137956	chr4	TRUE	FALSE
2610001J05Rik	chr6	TRUE	FALSE
Stxbp4	chr11	TRUE	FALSE
Hdac8	chrX	TRUE	FALSE
Rasal2	chr1	TRUE	FALSE
Oprl1	chr2	TRUE	FALSE
Myo18a	chr11	TRUE	FALSE
Fgd5	chr6	TRUE	FALSE
P4ha2	chr11	TRUE	FALSE
Lrrfip1	chr1	TRUE	FALSE
Coro2b	chr9	TRUE	FALSE
Itga6	chr2	TRUE	FALSE
Ccdc13	chr9	TRUE	FALSE
Map4	chr9	TRUE	FALSE
Adcy7	chr8	TRUE	FALSE
Lrch1	chr14	TRUE	FALSE
Podn	chr4	TRUE	FALSE
Adamts12	chr15	TRUE	FALSE
Rgs9	chr11	TRUE	FALSE
Plcl1	chr1	TRUE	FALSE
Gpr68	chr12	TRUE	FALSE
Mtfr1	chr3	TRUE	FALSE
Daam1	chr12	TRUE	FALSE
Arhgef17	chr7	TRUE	FALSE
Shank1	chr7	TRUE	FALSE
Fam155a	chr8	TRUE	FALSE
Calcoco1	chr15	TRUE	FALSE
Otud7a	chr7	TRUE	FALSE
Sirpa	chr2	TRUE	FALSE
Upp1	chr11	TRUE	FALSE
Itgb1bp1	chr12	TRUE	FALSE
Ttll5	chr12	TRUE	FALSE
Egfem1	chr3	TRUE	FALSE
Kcnj3	chr2	TRUE	FALSE
Nwd2	chr5	TRUE	FALSE
Ube2o	chr11	TRUE	FALSE
Myo1e	chr9	TRUE	FALSE
Ttc25	chr11	TRUE	FALSE
Rps6kc1	chr1	TRUE	FALSE
Klf7	chr1	TRUE	FALSE
Dennd4a	chr9	TRUE	FALSE
Zfp532	chr18	TRUE	FALSE
Slc9a2	chr1	TRUE	FALSE
Poln	chr5	TRUE	FALSE
Ppargc1b	chr18	TRUE	FALSE
Add2	chr6	TRUE	FALSE
Dusp16	chr6	TRUE	FALSE
Vash2	chr1	TRUE	FALSE
Deptor	chr15	TRUE	FALSE
Slc22a14	chr9	TRUE	FALSE
Dnajb6	chr5	TRUE	FALSE
Tbc1d2	chr4	TRUE	FALSE
Ssbp2	chr13	TRUE	FALSE
Rnf130	chr11	TRUE	FALSE
Kcnab2	chr4	TRUE	FALSE
Antxr2	chr5	TRUE	FALSE
Scai	chr2	TRUE	FALSE
Susd4	chr1	TRUE	FALSE
Tmem144	chr3	TRUE	FALSE
Aak1	chr6	TRUE	FALSE
Il17rd	chr14	TRUE	FALSE
Arid1b	chr17	TRUE	FALSE
Sema4d	chr13	TRUE	FALSE
Lrrc1	chr9	TRUE	FALSE
Meis1	chr11	TRUE	FALSE
Setbp1	chr18	TRUE	FALSE
Fmnl2	chr2	TRUE	FALSE
Rnf220	chr4	TRUE	FALSE
Phlpp1	chr1	TRUE	FALSE
Robo1	chr16	TRUE	FALSE
Mnat1	chr12	TRUE	FALSE
Camk2b	chr11	TRUE	FALSE
Kirrel3	chr9	TRUE	FALSE
Ate1	chr7	TRUE	FALSE
Spsb1	chr4	TRUE	FALSE
Qsox1	chr1	TRUE	FALSE
Ptprf	chr4	TRUE	FALSE
Zfp609	chr9	TRUE	FALSE
Fut8	chr12	TRUE	FALSE
Chd7	chr4	TRUE	FALSE
Metap1d	chr2	TRUE	FALSE
Fez2	chr17	TRUE	FALSE
Myrfl	chr10	TRUE	FALSE
Gtf2ird1	chr5	TRUE	FALSE
Smg6	chr11	TRUE	FALSE
Cradd	chr10	TRUE	FALSE
Pik3c2b	chr1	TRUE	FALSE
Pik3ca	chr3	TRUE	FALSE
Arhgef18	chr8	TRUE	FALSE
Bhmt	chr13	TRUE	FALSE
Ptpn4	chr1	TRUE	FALSE
Amph	chr13	TRUE	FALSE
Tcerg1l	chr7	TRUE	FALSE
Map7	chr10	TRUE	FALSE
Pkia	chr3	TRUE	FALSE
Kidins220	chr12	TRUE	FALSE
Stxbp5	chr10	TRUE	FALSE
Zfp148	chr16	TRUE	FALSE
Smarcd3	chr5	TRUE	FALSE
Cyth4	chr15	TRUE	FALSE
Sh3gl2	chr4	TRUE	FALSE
Yipf7	chr5	TRUE	FALSE
Scarb2	chr5	TRUE	FALSE
Ubr4	chr4	TRUE	FALSE
Vasn	chr16	TRUE	FALSE
Sorcs2	chr5	TRUE	FALSE
Tmcc3	chr10	TRUE	FALSE
Lonrf2	chr1	TRUE	FALSE
Ccnk	chr12	TRUE	FALSE
Cnksr2	chrX	TRUE	FALSE
Gabrg1	chr5	TRUE	FALSE
Skida1	chr2	TRUE	FALSE
Pawr	chr10	TRUE	FALSE
Osbpl9	chr4	TRUE	FALSE
Spata5	chr3	TRUE	FALSE
Atp11a	chr8	TRUE	FALSE
Crppa	chr12	TRUE	FALSE
Zfhx4	chr3	TRUE	FALSE
Bicd1	chr6	TRUE	FALSE
Ccdc138	chr10	TRUE	FALSE
Fam120a	chr13	TRUE	FALSE
Scg2	chr1	TRUE	FALSE
Scube1	chr15	TRUE	FALSE
Fam222a	chr5	TRUE	FALSE
Afg1l	chr10	TRUE	FALSE
Iqcj	chr3	TRUE	FALSE
Rerg	chr6	TRUE	FALSE
Phtf1	chr3	TRUE	FALSE
Ttll7	chr3	TRUE	FALSE
Gm49337	chr4	TRUE	FALSE
Adamts17	chr7	TRUE	FALSE
Nt5c2	chr19	TRUE	FALSE
Upp2	chr2	TRUE	FALSE
Disp3	chr4	TRUE	FALSE
Cfap74	chr4	TRUE	FALSE
Chil5	chr3	TRUE	FALSE
Jhy	chr9	TRUE	FALSE
Zic3	chrX	TRUE	FALSE
Syne2	chr12	TRUE	FALSE
Chn2	chr6	TRUE	FALSE
Thsd7b	chr1	TRUE	FALSE
Dhtkd1	chr2	TRUE	FALSE
Kcnb1	chr2	TRUE	FALSE
Ptk2b	chr14	TRUE	FALSE
Gpm6a	chr8	TRUE	FALSE
Pde3a	chr6	TRUE	FALSE
Helz	chr11	TRUE	FALSE
Cdc42se2	chr11	TRUE	FALSE
Gnao1	chr8	TRUE	FALSE
Fam172a	chr13	TRUE	FALSE
Homer2	chr7	TRUE	FALSE
Adam23	chr1	TRUE	FALSE
Rab3b	chr4	TRUE	FALSE
Kif26b	chr1	TRUE	FALSE
Sptbn1	chr11	TRUE	FALSE
Insc	chr7	TRUE	FALSE
Pcnx	chr12	TRUE	FALSE
Hecw1	chr13	TRUE	FALSE
Smarca4	chr9	TRUE	FALSE
Blm	chr7	TRUE	FALSE
Ophn1	chrX	TRUE	FALSE
Nav2	chr7	TRUE	FALSE
Rgs12	chr5	TRUE	FALSE
Pclo	chr5	TRUE	FALSE
Nr4a2	chr2	TRUE	FALSE
Cdh12	chr15	TRUE	FALSE
Sap30	chr8	TRUE	FALSE
Prl	chr13	TRUE	TRUE
Gsk3b	chr16	TRUE	FALSE
Gnptab	chr10	TRUE	FALSE
Macroh2a1	chr13	TRUE	FALSE
Rnf43	chr11	TRUE	FALSE
Ralgapa1	chr12	TRUE	FALSE
Camk2a	chr18	TRUE	FALSE
Dcp1b	chr6	TRUE	FALSE
Macrod2	chr2	TRUE	FALSE
C1qtnf1	chr11	TRUE	FALSE
Ola1	chr2	TRUE	FALSE
Slc4a10	chr2	TRUE	FALSE
Bfsp2	chr9	TRUE	FALSE
Dnm2	chr9	TRUE	FALSE
Rybp	chr6	TRUE	FALSE
Cdh13	chr8	TRUE	FALSE
Ptpru	chr4	TRUE	FALSE
Rnf111	chr9	TRUE	FALSE
Usp29	chr7	TRUE	FALSE
Grip2	chr6	TRUE	FALSE
Ccser1	chr6	TRUE	FALSE
Igf2bp3	chr6	TRUE	FALSE
Antxr1	chr6	TRUE	FALSE
Cadm1	chr9	TRUE	FALSE
Ilrun	chr17	TRUE	FALSE
Gm29427	chr1	TRUE	FALSE
Akap12	chr10	TRUE	FALSE
Arpp21	chr9	TRUE	FALSE
Dcstamp	chr15	TRUE	FALSE
Pcbd2	chr13	TRUE	FALSE
Slc1a3	chr15	TRUE	FALSE
Nme7	chr1	TRUE	FALSE
Ncoa6	chr2	TRUE	FALSE
Ddx10	chr9	TRUE	FALSE
Evi5	chr5	TRUE	FALSE
Fntb	chr12	TRUE	FALSE
Phldb1	chr9	TRUE	FALSE
Ovol2	chr2	TRUE	FALSE
AW554918	chr18	TRUE	FALSE
Esyt2	chr12	TRUE	FALSE
Nxpe4	chr9	TRUE	FALSE
Enkur	chr2	TRUE	FALSE
Loxhd1	chr18	TRUE	FALSE
Itga5	chr15	TRUE	FALSE
Tet2	chr3	TRUE	FALSE
Tnrc6a	chr7	TRUE	FALSE
Kcnh1	chr1	TRUE	FALSE
Gzmn	chr14	TRUE	FALSE
Mmd2	chr5	TRUE	FALSE
Atp9a	chr2	TRUE	FALSE
Insr	chr8	TRUE	FALSE
Lcorl	chr5	TRUE	FALSE
Cd200r3	chr16	TRUE	FALSE
Ttc23	chr7	TRUE	FALSE
Pcnx2	chr8	TRUE	FALSE
Icos	chr1	TRUE	FALSE
Carmil1	chr13	TRUE	FALSE
Lmntd1	chr6	TRUE	FALSE
Lpin1	chr12	TRUE	FALSE
Mdm4	chr1	TRUE	FALSE
Slc7a14	chr3	TRUE	FALSE
Gm20671	chr5	TRUE	FALSE
Dtnb	chr12	TRUE	FALSE
Nin	chr12	TRUE	FALSE
Pax8	chr2	TRUE	FALSE
Rgs17	chr10	TRUE	FALSE
Usp18	chr6	TRUE	FALSE
Camkmt	chr17	TRUE	FALSE
Ccdc88c	chr12	TRUE	FALSE
Prkg1	chr19	TRUE	FALSE
Lhx3	chr2	TRUE	FALSE
Spats2	chr15	TRUE	FALSE
Nphp1	chr2	TRUE	FALSE
Actn1	chr12	TRUE	FALSE
Myh13	chr11	TRUE	FALSE
Wdfy3	chr5	TRUE	FALSE
Tsc22d1	chr14	TRUE	FALSE
App	chr16	TRUE	FALSE
Il20rb	chr9	TRUE	FALSE
Fry	chr5	TRUE	FALSE
Wwc2	chr8	TRUE	FALSE
Bmp6	chr13	TRUE	FALSE
Fam169a	chr13	TRUE	FALSE
Src	chr2	TRUE	FALSE
Map3k4	chr17	TRUE	FALSE
Nup188	chr2	TRUE	FALSE
Glg1	chr8	TRUE	FALSE
Large1	chr8	TRUE	FALSE
Plbd2	chr5	TRUE	FALSE
Bmpr1b	chr3	TRUE	FALSE
Tango6	chr8	TRUE	FALSE
Sptbn4	chr7	TRUE	FALSE
Fbxo10	chr4	TRUE	FALSE
Glp1r	chr17	TRUE	FALSE
Pde8a	chr7	TRUE	FALSE
Col4a3bp	chr13	TRUE	FALSE
Pou2f1	chr1	TRUE	FALSE
Ppm1e	chr11	TRUE	FALSE
Gab2	chr7	TRUE	FALSE
Shroom3	chr5	TRUE	FALSE
Sdc3	chr4	TRUE	FALSE
Cacna1a	chr8	TRUE	FALSE
Sel1l3	chr5	TRUE	FALSE
Alpl	chr4	TRUE	FALSE
Schip1	chr3	TRUE	FALSE
Bnip5	chr17	TRUE	FALSE
Adgrb2	chr4	TRUE	FALSE
Ppp2r5c	chr12	TRUE	FALSE
Eif2ak4	chr2	TRUE	FALSE
Bnc1	chr7	TRUE	FALSE
Kif3b	chr2	TRUE	FALSE
Arhgap44	chr11	TRUE	FALSE
Rb1	chr14	TRUE	FALSE
Kyat3	chr3	TRUE	FALSE
Eda	chrX	TRUE	FALSE
Gm43064	chr3	TRUE	FALSE
Kcnk13	chr12	TRUE	FALSE
Tbc1d19	chr5	TRUE	FALSE
Baiap2	chr11	TRUE	FALSE
Kdm4b	chr17	TRUE	FALSE
Ube2w	chr1	TRUE	FALSE
Mcph1	chr8	TRUE	FALSE
Dtx1	chr5	TRUE	FALSE
Stk4	chr2	TRUE	FALSE
Scp2	chr4	TRUE	FALSE
Lrch3	chr16	TRUE	FALSE
Cox10	chr11	TRUE	FALSE
Rap1a	chr3	TRUE	FALSE
Iqgap1	chr7	TRUE	FALSE
Oxsr1	chr9	TRUE	FALSE
Ppa2	chr3	TRUE	FALSE
Atxn2	chr5	TRUE	FALSE
Gsap	chr5	TRUE	FALSE
Paqr5	chr9	TRUE	FALSE
Cachd1	chr4	TRUE	FALSE
Ppp1r13b	chr12	TRUE	FALSE
Fam49b	chr15	TRUE	FALSE
F13a1	chr13	TRUE	FALSE
Plxna2	chr1	TRUE	FALSE
Jak1	chr4	TRUE	FALSE
Prmt3	chr7	TRUE	FALSE
Slc39a10	chr1	TRUE	FALSE
Mrps9	chr1	TRUE	FALSE
Nrxn2	chr19	TRUE	FALSE
Clmn	chr12	TRUE	FALSE
Ankrd44	chr1	TRUE	FALSE
Trdn	chr10	TRUE	TRUE
Auh	chr13	TRUE	FALSE
Mical2	chr7	TRUE	FALSE
Wnk2	chr13	TRUE	FALSE
Gsn	chr2	TRUE	FALSE
Iffo2	chr4	TRUE	FALSE
Dcaf6	chr1	TRUE	FALSE
Srbd1	chr17	TRUE	FALSE
Ikzf2	chr1	TRUE	FALSE
Klf12	chr14	TRUE	FALSE
Brip1	chr11	TRUE	TRUE
Ccdc146	chr5	TRUE	FALSE
Vdr	chr15	TRUE	FALSE
Btbd7	chr12	TRUE	FALSE
Rsph14	chr10	TRUE	FALSE
Sptlc2	chr12	TRUE	FALSE
Mdga2	chr12	TRUE	FALSE
Adarb1	chr10	TRUE	FALSE
Fbxw4	chr19	TRUE	FALSE
Klf3	chr5	TRUE	FALSE
Trub1	chr19	TRUE	FALSE
Dgkg	chr16	TRUE	FALSE
Lin7a	chr10	TRUE	FALSE
Ism1	chr2	TRUE	FALSE
Zfyve9	chr4	TRUE	FALSE
Glra2	chrX	TRUE	FALSE
Aftph	chr11	TRUE	FALSE
Tet3	chr6	TRUE	FALSE
Kiz	chr2	TRUE	FALSE
Pias1	chr9	TRUE	FALSE
Gm20518	chr16	TRUE	FALSE
Paqr8	chr1	TRUE	FALSE
Ccdc34	chr2	TRUE	FALSE
Gm28047	chr15	TRUE	FALSE
Eri3	chr4	TRUE	FALSE
Brd4	chr17	TRUE	FALSE
Tmem61	chr4	TRUE	FALSE
Adgrv1	chr13	TRUE	FALSE
Skint6	chr4	TRUE	TRUE
Myo1b	chr1	TRUE	FALSE
Scarb1	chr5	TRUE	FALSE
Dcbld1	chr10	TRUE	FALSE
Sh3tc2	chr18	TRUE	FALSE
Mctp2	chr7	TRUE	FALSE
Lmtk2	chr5	TRUE	FALSE
Irx5	chr8	TRUE	FALSE
Nbas	chr12	TRUE	FALSE
Exoc2	chr13	TRUE	FALSE
a	chr2	TRUE	FALSE
Msh3	chr13	TRUE	FALSE
Fam129b	chr2	TRUE	FALSE
Cers4	chr8	TRUE	FALSE
Papola	chr12	TRUE	FALSE
Smurf1	chr5	TRUE	FALSE
Phf14	chr6	TRUE	FALSE
Lgr6	chr1	TRUE	FALSE
Ap2b1	chr11	TRUE	FALSE
Cfap77	chr2	TRUE	FALSE
Tbcd	chr11	TRUE	FALSE
Scmh1	chr4	TRUE	FALSE
Umodl1	chr17	TRUE	FALSE
4930523C07Rik	chr1	TRUE	FALSE
Ly6g6d	chr17	TRUE	FALSE
Ccn4	chr15	TRUE	FALSE
Apba1	chr19	TRUE	FALSE
Mapt	chr11	TRUE	FALSE
Pepd	chr7	TRUE	FALSE
Prep	chr10	TRUE	FALSE
Il4ra	chr7	TRUE	FALSE
Marf1	chr16	TRUE	FALSE
Sema4b	chr7	TRUE	FALSE
Cfap221	chr1	TRUE	FALSE
Man1c1	chr4	TRUE	FALSE
Aox1	chr1	TRUE	FALSE
Arvcf	chr16	TRUE	FALSE
Vps8	chr16	TRUE	FALSE
Pde1a	chr2	TRUE	FALSE
Phyhipl	chr10	TRUE	FALSE
Angel1	chr12	TRUE	FALSE
Chdh	chr14	TRUE	FALSE
Hectd4	chr5	TRUE	FALSE
Esrrb	chr12	TRUE	FALSE
Myzap	chr9	TRUE	FALSE
Pkn2	chr3	TRUE	FALSE
Fer1l5	chr1	TRUE	TRUE
Prr5	chr15	TRUE	FALSE
Vit	chr17	TRUE	FALSE
Fam78b	chr1	TRUE	FALSE
Ap1g1	chr8	TRUE	FALSE
Atp2b4	chr1	TRUE	FALSE
Acvr2a	chr2	TRUE	FALSE
Wdr70	chr15	TRUE	FALSE
Slc2a13	chr15	TRUE	FALSE
Ergic1	chr17	TRUE	FALSE
Tnfrsf19	chr14	TRUE	FALSE
Gm11639	chr11	TRUE	TRUE
Emsy	chr7	TRUE	FALSE
Xpr1	chr1	TRUE	FALSE
Hhat	chr1	TRUE	FALSE
Unc5c	chr3	TRUE	FALSE
Lmbr1	chr5	TRUE	FALSE
Ppcdc	chr9	TRUE	FALSE
3110009E18Rik	chr1	TRUE	FALSE
Scn3a	chr2	TRUE	FALSE
Morc2b	chr17	TRUE	TRUE
Galnt3	chr2	TRUE	FALSE
Me1	chr9	TRUE	FALSE
Smarca2	chr19	TRUE	FALSE
Iqsec3	chr6	TRUE	FALSE
Bcat1	chr6	TRUE	FALSE
Arl4a	chr12	TRUE	FALSE
Lcor	chr19	TRUE	FALSE
Srrm4	chr5	TRUE	FALSE
Nhs	chrX	TRUE	FALSE
Arfgef2	chr2	TRUE	FALSE
7530416G11Rik	chr15	TRUE	FALSE
Dop1b	chr16	TRUE	FALSE
Slitrk2	chrX	TRUE	FALSE
Grm1	chr10	TRUE	FALSE
Emid1	chr11	TRUE	FALSE
Zfp943	chr17	TRUE	FALSE
Lrrfip2	chr9	TRUE	FALSE
Nup98	chr7	TRUE	FALSE
Dach1	chr14	TRUE	FALSE
Epb41l3	chr17	TRUE	FALSE
Nckap1	chr2	TRUE	FALSE
Atf7	chr15	TRUE	FALSE
Pcdh15	chr10	TRUE	FALSE
Sgsm3	chr15	TRUE	FALSE
Atp9b	chr18	TRUE	FALSE
Dnmbp	chr19	TRUE	FALSE
Sox6	chr7	TRUE	FALSE
Spopl	chr2	TRUE	FALSE
Frmd8	chr19	TRUE	FALSE
Gm42416	chr18	TRUE	FALSE
Ppfibp2	chr7	TRUE	FALSE
Psmd14	chr2	TRUE	FALSE
Atp7a	chrX	TRUE	FALSE
Stim2	chr5	TRUE	FALSE
Txndc16	chr14	TRUE	FALSE
Rnf213	chr11	TRUE	FALSE
Dpt	chr1	TRUE	FALSE
Retreg1	chr15	TRUE	FALSE
Cstf3	chr2	TRUE	FALSE
Pik3cb	chr9	TRUE	FALSE
Rgs20	chr1	TRUE	FALSE
Bckdhb	chr9	TRUE	FALSE
Eipr1	chr12	TRUE	FALSE
Nhej1	chr1	TRUE	FALSE
Eprs	chr1	TRUE	FALSE
Gan	chr8	TRUE	FALSE
Tmco4	chr4	TRUE	FALSE
Nsd3	chr8	TRUE	FALSE
Ralyl	chr3	TRUE	FALSE
Rps6kb1	chr11	TRUE	FALSE
Axdnd1	chr1	TRUE	FALSE
Pde7b	chr10	TRUE	FALSE
Slc23a2	chr2	TRUE	FALSE
Fcho2	chr13	TRUE	FALSE
Vangl1	chr3	TRUE	FALSE
Pld1	chr3	TRUE	FALSE
Cobll1	chr2	TRUE	FALSE
Tmem163	chr1	TRUE	FALSE
Cpeb1	chr7	TRUE	FALSE
Txnl4b	chr8	TRUE	FALSE
Ret	chr6	TRUE	FALSE
Nrf1	chr6	TRUE	FALSE
Mettl21e	chr1	TRUE	FALSE
Mipol1	chr12	TRUE	FALSE
Lmo1	chr7	TRUE	FALSE
Elf2	chr3	TRUE	FALSE
Cacnb2	chr2	TRUE	FALSE
Ttc29	chr8	TRUE	FALSE
Aktip	chr8	TRUE	FALSE
Fgf12	chr16	TRUE	FALSE
Pomt2	chr12	TRUE	FALSE
Sik2	chr9	TRUE	FALSE
Exph5	chr9	TRUE	FALSE
Egflam	chr15	TRUE	FALSE
Trim36	chr18	TRUE	FALSE
Agrp	chr8	TRUE	FALSE
Cenpj	chr14	TRUE	FALSE
Ikbkb	chr8	TRUE	FALSE
Btbd8	chr5	TRUE	FALSE
Rngtt	chr4	TRUE	FALSE
Scin	chr12	TRUE	FALSE
Bmerb1	chr16	TRUE	FALSE
Sorl1	chr9	TRUE	FALSE
Ninj2	chr6	TRUE	FALSE
Tenm3	chr8	TRUE	FALSE
Usp7	chr16	TRUE	FALSE
Fbxw11	chr11	TRUE	FALSE
Diaph3	chr14	TRUE	FALSE
Colgalt2	chr1	TRUE	FALSE
Ccar2	chr14	TRUE	FALSE
Gm37013	chr18	TRUE	FALSE
Kdm6a	chrX	TRUE	FALSE
Fars2	chr13	TRUE	FALSE
Sntg1	chr1	TRUE	FALSE
Taf3	chr2	TRUE	FALSE
