gene_name	chr	promoter_state_Unmarked_Promoter	mch_hyper
Olfr250	chr9	TRUE	FALSE
1700029P11Rik	chr15	TRUE	FALSE
Hes3	chr4	FALSE	FALSE
Olfr891	chr9	TRUE	FALSE
3830417A13Rik	chrX	TRUE	FALSE
Spin4	chrX	FALSE	FALSE
Vmn1r67	chr7	TRUE	FALSE
Capsl	chr15	TRUE	TRUE
Ripor1	chr8	FALSE	FALSE
Iltifb	chr10	TRUE	FALSE
Serpinb6e	chr13	TRUE	FALSE
H2bfm	chrX	TRUE	FALSE
Prdm13	chr4	FALSE	FALSE
Sox4	chr13	FALSE	FALSE
Hoxb5	chr11	FALSE	FALSE
Gm10309	chr17	TRUE	FALSE
Arhgef39	chr4	TRUE	FALSE
Olfr13	chr6	TRUE	TRUE
Hes7	chr11	FALSE	FALSE
Olfr697	chr7	TRUE	FALSE
Gm21886	chr18	TRUE	FALSE
Dipk2b	chrX	TRUE	TRUE
Izumo3	chr4	TRUE	FALSE
Olfr1337	chr4	TRUE	FALSE
Olfr212	chr6	TRUE	FALSE
Spam1	chr6	TRUE	TRUE
Tug1	chr11	TRUE	FALSE
Ndufb10	chr17	TRUE	FALSE
Tppp2	chr14	TRUE	FALSE
Edn2	chr4	FALSE	FALSE
Mup17	chr4	TRUE	FALSE
Tctex1d4	chr4	TRUE	FALSE
Duoxa1	chr2	FALSE	FALSE
Mthfsd	chr8	TRUE	FALSE
Erh	chr12	FALSE	FALSE
Gm5800	chr14	TRUE	FALSE
Ppox	chr1	FALSE	FALSE
H2-M11	chr17	TRUE	FALSE
Rac3	chr11	TRUE	FALSE
Gm10188	chr1	TRUE	FALSE
Pdx1	chr5	FALSE	FALSE
Serpina5	chr12	TRUE	FALSE
Sh3bgrl3	chr4	TRUE	FALSE
Hnrnpk	chr13	FALSE	FALSE
Dbn1	chr13	FALSE	FALSE
Lypd5	chr7	TRUE	FALSE
Serpina3a	chr12	TRUE	FALSE
Morc2b	chr17	TRUE	FALSE
Olfr1036	chr2	TRUE	FALSE
Olfr410	chr11	TRUE	FALSE
Zcchc13	chrX	TRUE	FALSE
H2-M2	chr17	TRUE	FALSE
Fstl3	chr10	TRUE	FALSE
Rgp1	chr4	FALSE	FALSE
A430005L14Rik	chr4	TRUE	FALSE
Rnf187	chr11	TRUE	FALSE
Fam43b	chr4	FALSE	FALSE
4930555G01Rik	chr14	TRUE	FALSE
Asb6	chr2	TRUE	FALSE
Gm2016	chr12	TRUE	FALSE
Odf3b	chr15	TRUE	FALSE
Nat8	chr6	FALSE	FALSE
Pcdhb7	chr18	TRUE	FALSE
Brpf3	chr17	TRUE	FALSE
Gm39566	chr11	TRUE	FALSE
Olfr593	chr7	TRUE	FALSE
Olfr186	chr16	TRUE	FALSE
Sez6	chr11	FALSE	FALSE
Hic1	chr11	FALSE	FALSE
Use1	chr8	FALSE	FALSE
Hsd17b1	chr11	TRUE	FALSE
Ferd3l	chr12	FALSE	FALSE
Gm45623	chr13	FALSE	FALSE
Rpl27	chr11	TRUE	FALSE
Lenep	chr3	TRUE	FALSE
Gm5767	chr16	TRUE	FALSE
Mrps18c	chr5	FALSE	FALSE
Hdgf	chr3	FALSE	FALSE
4930404H24Rik	chr2	TRUE	FALSE
Cdc42ep2	chr19	TRUE	FALSE
Id1	chr2	TRUE	FALSE
Ccnk	chr12	TRUE	FALSE
1110038F14Rik	chr15	TRUE	FALSE
Serpina3k	chr12	TRUE	FALSE
Defb14	chr8	TRUE	FALSE
H2-K1	chr17	FALSE	FALSE
Cldn9	chr17	FALSE	FALSE
Capza3	chr6	TRUE	FALSE
Stbd1	chr5	FALSE	FALSE
Grina	chr15	TRUE	FALSE
BC147527	chr13	TRUE	FALSE
Mrps34	chr17	FALSE	FALSE
Samt1d	chrX	TRUE	FALSE
Krtap31-2	chr11	TRUE	FALSE
Acadvl	chr11	TRUE	FALSE
Gm9	chrX	TRUE	FALSE
Krt19	chr11	FALSE	FALSE
Gm21977	chr14	TRUE	FALSE
Samt2b	chrX	TRUE	FALSE
Insm1	chr2	FALSE	FALSE
Olfr1031	chr2	TRUE	FALSE
C5ar1	chr7	TRUE	FALSE
Ddit4l	chr3	FALSE	FALSE
B3gnt7	chr1	FALSE	FALSE
Reg3g	chr6	TRUE	FALSE
Mbd6	chr10	FALSE	FALSE
Csnk2b	chr17	FALSE	FALSE
Olfr495	chr7	TRUE	FALSE
Cend1	chr7	FALSE	FALSE
Atoh1	chr6	TRUE	FALSE
Mup11	chr4	TRUE	FALSE
Hoxd10	chr2	FALSE	FALSE
Ttc30a1	chr2	TRUE	FALSE
Ubqln2	chrX	FALSE	FALSE
Olfr378	chr11	TRUE	FALSE
Olfr1310	chr2	TRUE	FALSE
4933428M09Rik	chrX	TRUE	FALSE
Cdc26	chr4	FALSE	FALSE
Olfr1335	chr4	TRUE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Cxcl9	chr5	TRUE	FALSE
Tdo2	chr3	TRUE	TRUE
Olfr156	chr4	FALSE	FALSE
Tmem60	chr5	FALSE	FALSE
Mrpl28	chr17	TRUE	FALSE
Olfr305	chr7	TRUE	FALSE
Olfr510	chr7	TRUE	FALSE
Ccl20	chr1	TRUE	FALSE
Dcaf8l	chrX	TRUE	FALSE
Olfr1099	chr2	TRUE	FALSE
Pcgf5	chr19	FALSE	FALSE
Olfr512	chr7	TRUE	FALSE
Chil3	chr3	TRUE	TRUE
Zfp593	chr4	FALSE	FALSE
Reg3d	chr6	TRUE	FALSE
Sostdc1	chr12	FALSE	FALSE
Olfr1351	chr10	TRUE	FALSE
Adam6a	chr12	TRUE	FALSE
Usp17lb	chr7	TRUE	FALSE
Olfr411	chr11	TRUE	FALSE
Olfr763	chr10	TRUE	FALSE
Coa4	chr7	TRUE	FALSE
Coasy	chr11	TRUE	FALSE
Gm8882	chr6	TRUE	FALSE
Tas2r125	chr6	TRUE	FALSE
Pou3f4	chrX	FALSE	FALSE
Reep4	chr14	TRUE	TRUE
Gm10277	chr11	TRUE	FALSE
Klk1b27	chr7	TRUE	FALSE
Zfp658	chr7	FALSE	FALSE
Hus1b	chr13	TRUE	FALSE
2310046K23Rik	chr3	TRUE	FALSE
Csn3	chr5	TRUE	FALSE
Pip	chr6	TRUE	FALSE
Scgb2b3	chr7	TRUE	FALSE
Lor	chr3	FALSE	FALSE
Hars2	chr18	FALSE	FALSE
Palm3	chr8	FALSE	FALSE
Krtap9-5	chr11	TRUE	FALSE
Mad2l1bp	chr17	TRUE	FALSE
Tpm3-rs7	chr14	TRUE	FALSE
Hif1an	chr19	TRUE	FALSE
Vmn1r168	chr7	TRUE	FALSE
Ncdn	chr4	FALSE	FALSE
Olfr481	chr7	TRUE	FALSE
Commd3	chr2	FALSE	TRUE
Nudt18	chr14	FALSE	FALSE
Gm8094	chr14	TRUE	FALSE
Cerkl	chr2	FALSE	TRUE
Tas1r3	chr4	TRUE	FALSE
Krtap21-1	chr16	TRUE	FALSE
Slc25a10	chr11	TRUE	FALSE
Tnf	chr17	FALSE	FALSE
Snapin	chr3	TRUE	FALSE
Hcar2	chr5	TRUE	FALSE
Olfr108	chr17	TRUE	FALSE
Ccdc87	chr19	TRUE	FALSE
4921509C19Rik	chr2	TRUE	FALSE
Vmn2r14	chr5	TRUE	FALSE
Resp18	chr1	FALSE	FALSE
Ihh	chr1	FALSE	FALSE
H2aw	chr11	FALSE	FALSE
Rad23a	chr8	TRUE	FALSE
Ly6g6f	chr17	TRUE	TRUE
C87977	chr4	TRUE	FALSE
Asb15	chr6	FALSE	TRUE
Gm13119	chr4	TRUE	FALSE
Hpdl	chr4	TRUE	FALSE
4931417E11Rik	chr6	TRUE	FALSE
Rhox10	chrX	TRUE	FALSE
Hirip3	chr7	TRUE	FALSE
Rps12	chr10	FALSE	FALSE
Dhrs1	chr14	TRUE	FALSE
Gm11487	chr4	TRUE	FALSE
Gpr22	chr12	FALSE	TRUE
Smtnl1	chr2	FALSE	FALSE
Speer4b	chr5	TRUE	FALSE
S100g	chrX	TRUE	FALSE
Adra2c	chr5	TRUE	FALSE
Olfr1466	chr19	TRUE	FALSE
Adig	chr2	TRUE	FALSE
H2ac6	chr13	FALSE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Tmem51	chr4	FALSE	TRUE
Olfr1502	chr19	TRUE	FALSE
Ap4m1	chr5	FALSE	FALSE
Dnd1	chr18	TRUE	FALSE
Psme2	chr14	FALSE	FALSE
Zfp420	chr7	TRUE	FALSE
Olfr1276	chr2	TRUE	FALSE
Tff3	chr17	TRUE	TRUE
Runx1t1	chr4	FALSE	TRUE
Cnn1	chr9	FALSE	FALSE
Gba	chr3	TRUE	FALSE
Arhgef38	chr3	TRUE	TRUE
Dph2	chr4	TRUE	FALSE
Olfr1253	chr2	TRUE	FALSE
Mrpl17	chr7	FALSE	FALSE
Zfp608	chr18	FALSE	TRUE
Bcs1l	chr1	FALSE	FALSE
Olfr292	chr7	TRUE	FALSE
Prlhr	chr19	FALSE	FALSE
Eme2	chr17	FALSE	FALSE
Olfr1135	chr2	TRUE	FALSE
Olfr288	chr15	TRUE	FALSE
Olfr308	chr7	TRUE	FALSE
Hlx	chr1	FALSE	FALSE
Rskr	chr11	TRUE	FALSE
Rasgef1b	chr5	FALSE	FALSE
Sox8	chr17	FALSE	FALSE
Hoxa1	chr6	FALSE	FALSE
Faap20	chr4	TRUE	FALSE
Timm13	chr10	TRUE	FALSE
Odf3l2	chr10	TRUE	FALSE
Wdr6	chr9	TRUE	FALSE
Gzmn	chr14	TRUE	TRUE
H2-M10.6	chr17	TRUE	FALSE
4933421I07Rik	chr7	TRUE	FALSE
Bpifb9b	chr2	TRUE	FALSE
Mapk15	chr15	FALSE	FALSE
Chil5	chr3	TRUE	TRUE
Gkn1	chr6	TRUE	FALSE
Dlx5	chr6	FALSE	FALSE
Olfr836	chr9	TRUE	FALSE
Omg	chr11	TRUE	FALSE
Pdzd3	chr9	FALSE	FALSE
Rnf151	chr17	TRUE	FALSE
Fdxacb1	chr9	TRUE	FALSE
Olfr1504	chr19	TRUE	FALSE
Olfr601	chr7	TRUE	FALSE
Krtap19-2	chr16	TRUE	FALSE
Tcstv1	chr13	FALSE	FALSE
Krt4	chr15	TRUE	FALSE
Tmed4	chr11	FALSE	FALSE
Olfr1444	chr19	TRUE	FALSE
Svs3b	chr2	TRUE	FALSE
Mterf4	chr1	TRUE	FALSE
Trir	chr8	TRUE	FALSE
Mid1ip1	chrX	FALSE	FALSE
Krtap1-3	chr11	TRUE	FALSE
Gm8890	chr5	TRUE	FALSE
Spsb2	chr6	FALSE	FALSE
Olfr1238	chr2	TRUE	FALSE
Vmn1r31	chr6	TRUE	FALSE
Samd14	chr11	FALSE	FALSE
Klk1b11	chr7	TRUE	FALSE
Fezf2	chr14	FALSE	FALSE
Rhox2a	chrX	TRUE	FALSE
Dna2	chr10	TRUE	FALSE
Gm5796	chr14	TRUE	FALSE
Adra2b	chr2	FALSE	FALSE
Olfr304	chr7	TRUE	FALSE
Esd	chr14	FALSE	FALSE
Hmgb2	chr8	FALSE	TRUE
4930447A16Rik	chr15	TRUE	TRUE
Taz	chrX	FALSE	TRUE
Psmg3	chr5	TRUE	FALSE
Rabggta	chr14	TRUE	FALSE
Uqcrc1	chr9	TRUE	FALSE
Ccdc107	chr4	FALSE	FALSE
Krtap4-1	chr11	TRUE	FALSE
Gm20489	chrX	TRUE	FALSE
Gm3453	chr14	TRUE	FALSE
Sftpa1	chr14	TRUE	FALSE
Gm11568	chr11	TRUE	FALSE
Actrt2	chr4	FALSE	FALSE
Enpp7	chr11	TRUE	FALSE
Olfr665	chr7	TRUE	FALSE
Clec3a	chr8	TRUE	FALSE
Pcdhb21	chr18	TRUE	FALSE
Nr2c2ap	chr8	TRUE	FALSE
Setd6	chr8	FALSE	FALSE
Nlrp10	chr7	TRUE	FALSE
Chst14	chr2	FALSE	FALSE
Rhox12	chrX	TRUE	FALSE
1700017N19Rik	chr10	FALSE	TRUE
Gjc3	chr5	TRUE	FALSE
Fabp6	chr11	TRUE	FALSE
Bex6	chr16	TRUE	TRUE
Nmrk1	chr19	TRUE	TRUE
Bhlhe22	chr3	FALSE	FALSE
Gm14325	chr2	TRUE	FALSE
Lcn10	chr2	TRUE	FALSE
Olfr605	chr7	TRUE	FALSE
Sprr2a1	chr3	TRUE	FALSE
Cyb561d2	chr9	TRUE	FALSE
Zfand2b	chr1	TRUE	FALSE
Slc17a6	chr7	FALSE	FALSE
Smim5	chr11	TRUE	FALSE
Olfr700	chr7	TRUE	FALSE
Klk1b24	chr7	TRUE	FALSE
Golga7	chr8	FALSE	FALSE
Ceacam16	chr7	TRUE	FALSE
Tmem239	chr2	TRUE	FALSE
Olfr666	chr7	TRUE	FALSE
Gdf9	chr11	TRUE	FALSE
Olfr725	chr14	TRUE	FALSE
Skida1	chr2	FALSE	TRUE
Timm10b	chr7	FALSE	FALSE
Krtap4-16	chr11	TRUE	FALSE
Gm3033	chr14	TRUE	FALSE
C1galt1c1	chrX	TRUE	FALSE
Rxfp3	chr15	FALSE	FALSE
Lce1f	chr3	TRUE	FALSE
Sdhaf1	chr7	TRUE	FALSE
Gm8180	chr14	TRUE	FALSE
Psg28	chr7	TRUE	FALSE
Slc16a11	chr11	FALSE	FALSE
Vmn1r23	chr6	TRUE	FALSE
Phex	chrX	TRUE	TRUE
Nkg7	chr7	TRUE	FALSE
Gm6482	chr14	TRUE	FALSE
Tsr1	chr11	FALSE	FALSE
Jakmip1	chr5	TRUE	FALSE
Ch25h	chr19	FALSE	FALSE
Padi6	chr4	TRUE	FALSE
Irak1	chrX	TRUE	FALSE
Vmac	chr17	FALSE	FALSE
Olfr811	chr10	TRUE	FALSE
Exoc8	chr8	TRUE	FALSE
AF067061	chr13	TRUE	FALSE
Marcksl1	chr4	FALSE	FALSE
Gm5065	chr7	TRUE	FALSE
Tmed6	chr8	TRUE	FALSE
Tfip11	chr5	TRUE	FALSE
Fasl	chr1	TRUE	FALSE
Gm13128	chr4	TRUE	FALSE
Olfr1246	chr2	TRUE	FALSE
Mustn1	chr14	TRUE	FALSE
9130019O22Rik	chr7	TRUE	FALSE
Paqr9	chr9	FALSE	TRUE
Vmn1r59	chr7	TRUE	FALSE
Gm11627	chr11	TRUE	FALSE
Twf2	chr9	TRUE	TRUE
Gm8220	chr14	TRUE	FALSE
Tas2r103	chr6	TRUE	FALSE
Cops9	chr1	TRUE	FALSE
Fahd1	chr17	FALSE	FALSE
Eid2b	chr7	TRUE	FALSE
Mrgprb1	chr7	TRUE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Cib1	chr7	FALSE	FALSE
Atp4b	chr8	TRUE	FALSE
Apon	chr10	TRUE	FALSE
Olfr57	chr10	TRUE	FALSE
Krtap5-1	chr7	TRUE	FALSE
Gm7168	chr17	TRUE	FALSE
Ptgs1	chr2	FALSE	FALSE
Pdcd5	chr7	TRUE	FALSE
Duoxa2	chr2	FALSE	FALSE
Ckmt1	chr2	FALSE	FALSE
Gigyf1	chr5	TRUE	FALSE
Cxcl5	chr5	FALSE	FALSE
Adam6b	chr12	TRUE	FALSE
Clec5a	chr6	TRUE	FALSE
Grn	chr11	TRUE	FALSE
Zic3	chrX	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Cxcl1	chr5	TRUE	FALSE
Defa38	chr8	TRUE	FALSE
Irx5	chr8	FALSE	FALSE
Myg1	chr15	TRUE	FALSE
Prap1	chr7	TRUE	FALSE
Exosc6	chr8	TRUE	FALSE
Catsper1	chr19	TRUE	FALSE
Zfp599	chr9	TRUE	FALSE
Sigirr	chr7	FALSE	FALSE
Zfp524	chr7	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Fam71f2	chr6	TRUE	FALSE
Elovl3	chr19	FALSE	FALSE
Cyp2d11	chr15	TRUE	FALSE
Gspt2	chrX	FALSE	FALSE
Rpp14	chr14	FALSE	FALSE
Ankrd49	chr9	FALSE	FALSE
Auts2	chr5	FALSE	FALSE
Foxc1	chr13	FALSE	FALSE
Heg1	chr16	FALSE	TRUE
Armcx6	chrX	FALSE	FALSE
Tssk3	chr4	TRUE	FALSE
Chp2	chr7	FALSE	FALSE
Ikzf5	chr7	FALSE	FALSE
Defb26	chr2	TRUE	FALSE
Ugt2a3	chr5	TRUE	FALSE
Acrv1	chr9	TRUE	FALSE
Dnajb12	chr10	FALSE	FALSE
Olfr577	chr7	TRUE	FALSE
Srr	chr11	TRUE	FALSE
B4galt7	chr13	TRUE	FALSE
Gm17555	chr2	TRUE	FALSE
Adprhl2	chr4	TRUE	FALSE
Krtap17-1	chr11	TRUE	FALSE
Gm6401	chr14	TRUE	FALSE
4933400A11Rik	chrX	TRUE	FALSE
Psmd8	chr7	TRUE	FALSE
Tex13a	chrX	TRUE	FALSE
Defb33	chr8	TRUE	FALSE
Gstm1	chr3	TRUE	FALSE
C1ql4	chr15	FALSE	FALSE
Snca	chr6	FALSE	TRUE
Rpl22l1	chr3	FALSE	FALSE
Slc25a34	chr4	TRUE	FALSE
Olfr714	chr7	TRUE	FALSE
G530012D18Rik	chr1	TRUE	FALSE
Lrg1	chr17	TRUE	FALSE
Gm6525	chr3	TRUE	FALSE
Barhl1	chr2	FALSE	FALSE
Cenpb	chr2	FALSE	FALSE
Olfr847	chr9	TRUE	FALSE
Ajuba	chr14	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
S100a7a	chr3	FALSE	FALSE
Ndufv1	chr19	TRUE	FALSE
Nkrf	chrX	FALSE	FALSE
Upf3b	chrX	TRUE	FALSE
Plbd2	chr5	TRUE	FALSE
Trp53inp2	chr2	FALSE	FALSE
Olfr734	chr14	TRUE	FALSE
Ccl24	chr5	TRUE	FALSE
Olfr133	chr17	TRUE	FALSE
Krtap9-1	chr11	TRUE	FALSE
Tarbp2	chr15	FALSE	FALSE
Znhit3	chr11	TRUE	FALSE
Zar1	chr5	FALSE	FALSE
Gsdma3	chr11	TRUE	FALSE
Gm14459	chrX	TRUE	FALSE
Dnajc12	chr10	TRUE	TRUE
Olfr128	chr17	TRUE	FALSE
Ctsq	chr13	TRUE	FALSE
Cd59b	chr2	TRUE	FALSE
Itgb1bp1	chr12	FALSE	TRUE
S100a8	chr3	TRUE	FALSE
Cldn15	chr5	TRUE	FALSE
B4galt3	chr1	FALSE	FALSE
Lce3a	chr3	TRUE	FALSE
Id2	chr12	FALSE	FALSE
Hapln3	chr7	FALSE	FALSE
Gpr151	chr18	TRUE	FALSE
Gm13547	chr2	TRUE	FALSE
Tdpoz2	chr3	TRUE	FALSE
Olfr1294	chr2	TRUE	FALSE
Jun	chr4	FALSE	FALSE
H2-Ab1	chr17	TRUE	FALSE
Taf1c	chr8	TRUE	FALSE
Gm14399	chr2	TRUE	FALSE
Pilrb2	chr5	TRUE	FALSE
Tbkbp1	chr11	TRUE	FALSE
Ccer1	chr10	TRUE	FALSE
Nhlrc1	chr13	TRUE	FALSE
Agtr2	chrX	TRUE	FALSE
Olfr39	chr9	TRUE	FALSE
Zar1l	chr5	TRUE	FALSE
Zfp422	chr6	FALSE	FALSE
Cdc42ep5	chr7	FALSE	FALSE
Olfr1437	chr19	TRUE	FALSE
Rassf10	chr7	FALSE	FALSE
Gm6356	chr14	TRUE	FALSE
Tpbg	chr9	FALSE	FALSE
Igbp1b	chr6	TRUE	FALSE
Tmem185a	chrX	FALSE	FALSE
Olfr403	chr11	TRUE	FALSE
Gp9	chr6	TRUE	FALSE
P2ry4	chrX	FALSE	FALSE
Man2b1	chr8	FALSE	FALSE
Lce1b	chr3	TRUE	FALSE
Fam83g	chr11	FALSE	FALSE
Il1f8	chr2	TRUE	FALSE
H1f7	chr15	TRUE	FALSE
Csrnp3	chr2	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Gm3055	chr10	TRUE	FALSE
Nat8f7	chr6	TRUE	FALSE
Otc	chrX	TRUE	TRUE
Ifi44l	chr3	TRUE	FALSE
Rnf157	chr11	TRUE	FALSE
Olfr1354	chr10	TRUE	FALSE
Hoxa11	chr6	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
F12	chr13	TRUE	FALSE
Mrpl2	chr17	FALSE	FALSE
Tmem38a	chr8	FALSE	FALSE
Ccl12	chr11	TRUE	FALSE
Plpp5	chr8	TRUE	FALSE
Ppdpf	chr2	FALSE	FALSE
Vmn2r126	chr7	TRUE	FALSE
Naa50	chr16	FALSE	FALSE
Iqca1l	chr5	TRUE	FALSE
Trip6	chr5	TRUE	FALSE
Naprt	chr15	TRUE	FALSE
Spc24	chr9	TRUE	TRUE
Dusp23	chr1	TRUE	FALSE
Mansc4	chr6	TRUE	FALSE
Olfr1024	chr2	TRUE	FALSE
Gm10377	chr14	TRUE	FALSE
Gm17617	chr13	TRUE	FALSE
Dynlt1c	chr17	FALSE	FALSE
Gm12800	chr4	TRUE	FALSE
Dmac1	chr4	FALSE	FALSE
Vmn1r49	chr6	TRUE	FALSE
Olfr1025-ps1	chr2	TRUE	FALSE
Gm5039	chr12	TRUE	FALSE
Olfr815	chr10	TRUE	FALSE
Kdm5c	chrX	FALSE	FALSE
Mptx2	chr1	TRUE	FALSE
Fam120b	chr17	FALSE	FALSE
Ssxb8	chrX	TRUE	FALSE
Atp5k	chr5	TRUE	FALSE
Nme4	chr17	TRUE	FALSE
Plvap	chr8	TRUE	FALSE
Cdsn	chr17	TRUE	FALSE
Pdcd2l	chr7	TRUE	FALSE
Olfr459	chr6	TRUE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Efs	chr14	FALSE	FALSE
Ifnl2	chr7	TRUE	FALSE
Hdhd5	chr6	FALSE	FALSE
Kat2a	chr11	TRUE	FALSE
Comtd1	chr14	FALSE	FALSE
1700018F24Rik	chr5	TRUE	FALSE
Mup15	chr4	TRUE	FALSE
Rgs18	chr1	TRUE	FALSE
Sft2d3	chr18	FALSE	FALSE
Nsmaf	chr4	FALSE	TRUE
Rab11fip4	chr11	FALSE	FALSE
Rps20	chr4	FALSE	FALSE
Olfr859	chr9	TRUE	FALSE
Kctd6	chr14	FALSE	TRUE
Ccdc59	chr10	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Gm2237	chr14	FALSE	FALSE
Top3b	chr16	TRUE	FALSE
Plekha6	chr1	FALSE	FALSE
Sapcd1	chr17	TRUE	FALSE
Dennd1c	chr17	TRUE	FALSE
6330403K07Rik	chr11	TRUE	FALSE
Gm42420	chr6	TRUE	FALSE
Prss48	chr3	TRUE	FALSE
Uqcr10	chr11	FALSE	FALSE
Mfsd6l	chr11	TRUE	FALSE
Ldoc1	chrX	TRUE	FALSE
Sh2d1b1	chr1	TRUE	FALSE
Btbd11	chr10	FALSE	FALSE
Mbd3	chr10	TRUE	FALSE
Irf2bp1	chr7	TRUE	FALSE
Ffar1	chr7	TRUE	FALSE
Pagr1a	chr7	FALSE	FALSE
Olfr723	chr14	TRUE	FALSE
Cyp11b2	chr15	TRUE	FALSE
Spata31d1a	chr13	TRUE	FALSE
Kat5	chr19	TRUE	FALSE
7530416G11Rik	chr15	FALSE	FALSE
Slfnl1	chr4	TRUE	FALSE
Rps23	chr13	FALSE	FALSE
Vmn1r53	chr6	TRUE	FALSE
Cd3d	chr9	FALSE	FALSE
Speer4f2	chr5	TRUE	FALSE
Scp2d1	chr2	TRUE	FALSE
1190007I07Rik	chr10	TRUE	FALSE
Atp5d	chr10	TRUE	TRUE
Cldn34b1	chrX	TRUE	FALSE
2310011J03Rik	chr10	TRUE	FALSE
AA467197	chr2	TRUE	FALSE
Prl7c1	chr13	TRUE	FALSE
Vasn	chr16	TRUE	FALSE
Grhpr	chr4	TRUE	FALSE
Olfr830	chr9	TRUE	FALSE
Pfkl	chr10	FALSE	FALSE
Svs2	chr2	TRUE	FALSE
Plin5	chr17	TRUE	FALSE
Ccdc188	chr16	TRUE	FALSE
Rilp	chr11	TRUE	FALSE
Lamtor3	chr3	FALSE	FALSE
Ebag9	chr15	FALSE	TRUE
Mcpt4	chr14	TRUE	FALSE
Chad	chr11	FALSE	FALSE
H4c3	chr13	TRUE	FALSE
Olfr905	chr9	TRUE	FALSE
Mblac1	chr5	TRUE	FALSE
Ifitm6	chr7	TRUE	FALSE
Krtap19-9b	chr16	TRUE	FALSE
Tas2r124	chr6	TRUE	FALSE
Pmch	chr10	TRUE	FALSE
Vmn1r179	chr7	TRUE	FALSE
Lpcat4	chr2	FALSE	FALSE
Ppp2r3c	chr12	FALSE	FALSE
Ddost	chr4	TRUE	FALSE
Hspb7	chr4	FALSE	FALSE
Olfr661	chr7	TRUE	FALSE
Tmem150a	chr6	FALSE	FALSE
Gpr62	chr9	FALSE	FALSE
Gm8909	chr17	FALSE	FALSE
Vmn1r237	chr17	TRUE	FALSE
Gm4791	chr9	TRUE	FALSE
Nudt8	chr19	TRUE	FALSE
Olfr211	chr6	TRUE	FALSE
Oxa1l	chr14	TRUE	FALSE
Bricd5	chr17	FALSE	FALSE
Grk6	chr13	TRUE	FALSE
Gm17174	chr14	TRUE	FALSE
Gm20479	chr7	TRUE	FALSE
Tcam1	chr11	TRUE	TRUE
Cyp8b1	chr9	TRUE	FALSE
Gm16427	chr5	TRUE	FALSE
Mchr1	chr15	FALSE	FALSE
Ubqln5	chr7	TRUE	FALSE
Shld1	chr2	TRUE	TRUE
Itm2c	chr1	FALSE	TRUE
Defb50	chr8	TRUE	FALSE
Rhox5	chrX	TRUE	FALSE
Olfr1373	chr11	TRUE	FALSE
Ifitm1	chr7	TRUE	FALSE
Ggt6	chr11	TRUE	FALSE
Fpr2	chr17	TRUE	FALSE
Dlgap4	chr2	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Zfp597	chr16	FALSE	FALSE
Cd79a	chr7	TRUE	FALSE
Nabp1	chr1	FALSE	TRUE
Olfr1450	chr19	TRUE	FALSE
Lce3d	chr3	TRUE	FALSE
Gm10424	chr5	TRUE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Cypt3	chrX	TRUE	FALSE
Cacna2d2	chr9	FALSE	FALSE
Olfr554	chr7	TRUE	FALSE
Gm2244	chr14	TRUE	FALSE
Tcp10a	chr17	FALSE	FALSE
Arl5a	chr2	TRUE	FALSE
Tm4sf5	chr11	TRUE	FALSE
Cebpg	chr7	FALSE	FALSE
Kcna2	chr3	FALSE	FALSE
4930578G10Rik	chr4	TRUE	FALSE
Fut1	chr7	TRUE	FALSE
Mlst8	chr17	TRUE	FALSE
Olfr399	chr11	TRUE	FALSE
Ctsj	chr13	TRUE	FALSE
Snrpf	chr10	FALSE	FALSE
Spopfm2	chr3	TRUE	FALSE
Sp6	chr11	FALSE	FALSE
Ift57	chr16	FALSE	TRUE
Olfr967	chr9	TRUE	FALSE
Icam5	chr9	FALSE	FALSE
Ptf1a	chr2	FALSE	FALSE
Chrm5	chr2	TRUE	FALSE
Timm21	chr18	FALSE	FALSE
E330014E10Rik	chr5	TRUE	FALSE
Atp6v1g2	chr17	FALSE	FALSE
Igbp1	chrX	TRUE	TRUE
Rtp1	chr16	TRUE	FALSE
Il27ra	chr8	FALSE	FALSE
Zfp788	chr7	FALSE	FALSE
Omt2a	chr9	TRUE	FALSE
Gadd45b	chr10	FALSE	FALSE
Ubqln3	chr7	TRUE	FALSE
Ifna9	chr4	TRUE	FALSE
H2-M10.2	chr17	TRUE	FALSE
Ankle1	chr8	TRUE	FALSE
Cyp2a22	chr7	TRUE	FALSE
Glt8d2	chr10	TRUE	TRUE
U2af2	chr7	FALSE	FALSE
Doxl2	chr6	TRUE	FALSE
Vhl	chr6	TRUE	FALSE
Sra1	chr18	TRUE	FALSE
Nat8f6	chr6	TRUE	FALSE
Rpa3	chr6	FALSE	FALSE
Taar1	chr10	TRUE	FALSE
Bmp10	chr6	FALSE	FALSE
