gene_name	chr	in_a_compartment	mch_hyper
Il27ra	chr8	TRUE	FALSE
P2ry6	chr7	TRUE	FALSE
Otop2	chr11	TRUE	FALSE
F12	chr13	TRUE	FALSE
Ptpn14	chr1	TRUE	FALSE
Sox5	chr6	FALSE	TRUE
Rpia	chr6	FALSE	FALSE
Fat3	chr9	TRUE	FALSE
Dnaic2	chr11	TRUE	FALSE
Bcl2l13	chr6	TRUE	FALSE
Ankib1	chr5	TRUE	FALSE
Cntn1	chr15	TRUE	FALSE
Vkorc1l1	chr5	TRUE	FALSE
Fam228a	chr12	TRUE	FALSE
Heyl	chr4	TRUE	FALSE
Cdc42bpb	chr12	TRUE	FALSE
Qrich1	chr9	TRUE	FALSE
Zeb1	chr18	TRUE	FALSE
Serpina3a	chr12	FALSE	FALSE
Olfr112	chr17	FALSE	FALSE
Gramd2	chr9	TRUE	FALSE
Orc4	chr2	TRUE	FALSE
Svop	chr5	TRUE	FALSE
Rprd2	chr3	TRUE	FALSE
Trip12	chr1	TRUE	FALSE
Nat8f6	chr6	TRUE	FALSE
Nup155	chr15	TRUE	FALSE
Akap10	chr11	TRUE	FALSE
Rap2a	chr14	TRUE	FALSE
Ehd2	chr7	TRUE	FALSE
Foxn2	chr17	TRUE	TRUE
Zfp521	chr18	TRUE	FALSE
Cep70	chr9	FALSE	FALSE
Umad1	chr6	TRUE	FALSE
Grm8	chr6	FALSE	FALSE
Foxk1	chr5	TRUE	FALSE
Cldn1	chr16	FALSE	TRUE
Afmid	chr11	TRUE	FALSE
Stat6	chr10	TRUE	FALSE
Elavl1	chr8	TRUE	FALSE
Faxc	chr4	TRUE	FALSE
Ano7	chr1	TRUE	FALSE
Gata3	chr2	FALSE	FALSE
Cpa2	chr6	TRUE	TRUE
Arhgap27	chr11	TRUE	FALSE
Hcfc2	chr10	TRUE	FALSE
Atp6v0a4	chr6	TRUE	FALSE
Sypl	chr12	TRUE	TRUE
Wasf3	chr5	TRUE	FALSE
Txlnb	chr10	FALSE	FALSE
Hes3	chr4	TRUE	FALSE
Trim29	chr9	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Ush1c	chr7	TRUE	FALSE
A4galt	chr15	TRUE	FALSE
Fgfr3	chr5	TRUE	FALSE
Adamts2	chr11	FALSE	FALSE
Wasl	chr6	TRUE	FALSE
Ccz1	chr5	TRUE	FALSE
Pstpip1	chr9	TRUE	FALSE
Nckap1l	chr15	TRUE	FALSE
Fam163b	chr2	TRUE	FALSE
Dchs2	chr3	FALSE	FALSE
Cacng3	chr7	FALSE	FALSE
Trmt9b	chr8	TRUE	TRUE
Hspbap1	chr16	TRUE	FALSE
Ptprz1	chr6	FALSE	FALSE
Edil3	chr13	FALSE	FALSE
Acnat1	chr4	FALSE	FALSE
Klhl3	chr13	TRUE	FALSE
Pwwp2b	chr7	TRUE	FALSE
Scn4b	chr9	TRUE	FALSE
Nek1	chr8	TRUE	FALSE
Capn7	chr14	TRUE	FALSE
Alx4	chr2	TRUE	FALSE
Rfx8	chr1	TRUE	FALSE
Tle4	chr19	TRUE	FALSE
Arl2bp	chr8	TRUE	FALSE
Prss12	chr3	TRUE	FALSE
Srrm1	chr4	TRUE	FALSE
Xylt1	chr7	FALSE	TRUE
Trim55	chr3	TRUE	FALSE
Ago2	chr15	TRUE	FALSE
Lims1	chr10	TRUE	TRUE
Neo1	chr9	TRUE	FALSE
Slc44a3	chr3	TRUE	FALSE
Kif21b	chr1	TRUE	FALSE
Mob1b	chr5	TRUE	FALSE
Hs3st1	chr5	TRUE	FALSE
Atg13	chr2	TRUE	FALSE
Cystm1	chr18	TRUE	FALSE
Uqcc1	chr2	TRUE	FALSE
Parg	chr14	TRUE	FALSE
Tmem184b	chr15	TRUE	FALSE
Ankrd55	chr13	TRUE	FALSE
Itgb3bp	chr4	TRUE	FALSE
Slc47a1	chr11	TRUE	FALSE
Asb3	chr11	TRUE	FALSE
Extl3	chr14	TRUE	FALSE
Ifnar2	chr16	TRUE	FALSE
Osmr	chr15	TRUE	FALSE
Eif4e3	chr6	TRUE	FALSE
Anapc1	chr2	TRUE	FALSE
Col5a2	chr1	FALSE	FALSE
Dgkh	chr14	TRUE	FALSE
Cpq	chr15	FALSE	FALSE
Pkd1l2	chr8	TRUE	FALSE
Fgd4	chr16	TRUE	FALSE
Atp6v1g3	chr1	FALSE	FALSE
Muc2	chr7	TRUE	FALSE
Mettl9	chr7	TRUE	FALSE
Ehhadh	chr16	TRUE	FALSE
Gnai3	chr3	TRUE	FALSE
Snx24	chr18	TRUE	FALSE
Abcg3	chr5	FALSE	FALSE
Dnaaf5	chr5	TRUE	FALSE
Tacc1	chr8	TRUE	FALSE
Slc6a17	chr3	TRUE	TRUE
Olfr954	chr9	FALSE	TRUE
Ano10	chr9	TRUE	FALSE
Wnt7b	chr15	TRUE	FALSE
Psmd12	chr11	TRUE	FALSE
Pdgfc	chr3	FALSE	FALSE
Exog	chr9	TRUE	FALSE
Crisp2	chr17	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Ak1	chr2	TRUE	FALSE
Tmbim7	chr5	TRUE	FALSE
Hadh	chr3	TRUE	FALSE
Cdh1	chr8	FALSE	FALSE
Lrrc27	chr7	TRUE	FALSE
Ranbp2	chr10	TRUE	FALSE
Col15a1	chr4	TRUE	TRUE
Cyp19a1	chr9	FALSE	FALSE
Wscd2	chr5	TRUE	FALSE
Cttn	chr7	FALSE	FALSE
Phldb2	chr16	TRUE	TRUE
Wsb2	chr5	TRUE	FALSE
Zc3hav1l	chr6	TRUE	FALSE
Glb1	chr9	FALSE	FALSE
Fgfr4	chr13	TRUE	FALSE
Crem	chr18	TRUE	FALSE
Magi3	chr3	TRUE	FALSE
4931428L18Rik	chr1	FALSE	TRUE
Pdgfa	chr5	TRUE	FALSE
Sema6a	chr18	TRUE	TRUE
Ppp1r16b	chr2	FALSE	FALSE
Stx2	chr5	FALSE	FALSE
Mthfsd	chr8	TRUE	FALSE
Dapp1	chr3	TRUE	TRUE
Cmas	chr6	TRUE	FALSE
Kbtbd11	chr8	TRUE	FALSE
Zfp652	chr11	TRUE	FALSE
Ngf	chr3	FALSE	FALSE
Zbtb6	chr2	TRUE	FALSE
Dnaja2	chr8	TRUE	FALSE
Smarca5	chr8	TRUE	FALSE
Hpca	chr4	TRUE	FALSE
Pla2g4e	chr2	TRUE	FALSE
Baiap3	chr17	TRUE	FALSE
Gm2115	chr7	FALSE	FALSE
Sptb	chr12	TRUE	FALSE
Spint3	chr2	TRUE	FALSE
Adcyap1r1	chr6	TRUE	FALSE
Immp2l	chr12	TRUE	FALSE
Anks4b	chr7	FALSE	TRUE
Smarcc2	chr10	TRUE	FALSE
2700049A03Rik	chr12	TRUE	FALSE
Fam102b	chr3	TRUE	FALSE
Gm5592	chr7	FALSE	FALSE
Prim2	chr1	FALSE	FALSE
Npepps	chr11	TRUE	FALSE
Zfp362	chr4	TRUE	FALSE
Hhipl1	chr12	TRUE	FALSE
Npat	chr9	TRUE	FALSE
Plekho2	chr9	TRUE	FALSE
Aldh5a1	chr13	TRUE	FALSE
Kif21a	chr15	TRUE	FALSE
Kmt2e	chr5	TRUE	FALSE
Adad1	chr3	TRUE	FALSE
Onecut2	chr18	TRUE	TRUE
Wwp2	chr8	TRUE	FALSE
Flywch1	chr17	TRUE	FALSE
Fer	chr17	TRUE	FALSE
P2ry14	chr3	TRUE	FALSE
Fam71f2	chr6	TRUE	FALSE
Rbm27	chr18	TRUE	FALSE
Tph2	chr10	TRUE	TRUE
Gcgr	chr11	TRUE	FALSE
Sycp1	chr3	FALSE	FALSE
Sgsm1	chr5	TRUE	FALSE
Agap2	chr10	TRUE	FALSE
Dctn1	chr6	TRUE	FALSE
Mettl26	chr17	TRUE	FALSE
Smarcal1	chr1	TRUE	FALSE
Cdk13	chr13	TRUE	FALSE
Sult2b1	chr7	TRUE	FALSE
Aknad1	chr3	TRUE	FALSE
Crybg1	chr10	FALSE	FALSE
Adra1b	chr11	FALSE	FALSE
Nck1	chr9	TRUE	FALSE
Sertad4	chr1	TRUE	FALSE
Cabp7	chr11	TRUE	FALSE
Slit3	chr11	TRUE	FALSE
Ppp1cb	chr5	TRUE	FALSE
Frmpd2	chr14	TRUE	TRUE
Trmt13	chr3	TRUE	FALSE
Gmeb1	chr4	TRUE	FALSE
Coro2a	chr4	TRUE	FALSE
Krt5	chr15	FALSE	FALSE
Cdkl1	chr12	TRUE	FALSE
Sesn2	chr4	TRUE	FALSE
Grin3a	chr4	FALSE	FALSE
Clip1	chr5	TRUE	FALSE
Blnk	chr19	TRUE	FALSE
Foxj1	chr11	TRUE	FALSE
Phf12	chr11	TRUE	FALSE
Papln	chr12	TRUE	FALSE
Bahd1	chr2	TRUE	FALSE
Cc2d2a	chr5	TRUE	FALSE
Depdc7	chr2	TRUE	FALSE
Tbc1d10a	chr11	TRUE	FALSE
Hnrnpk	chr13	TRUE	FALSE
Col8a1	chr16	FALSE	FALSE
Slc25a21	chr12	FALSE	FALSE
Agbl4	chr4	FALSE	FALSE
Ajuba	chr14	TRUE	FALSE
Rock2	chr12	TRUE	FALSE
Mapre3	chr5	TRUE	FALSE
Dsn1	chr2	TRUE	TRUE
Tmprss11e	chr5	FALSE	FALSE
Cxcr5	chr9	TRUE	FALSE
Slc6a9	chr4	FALSE	FALSE
Slamf6	chr1	FALSE	FALSE
Kansl1l	chr1	TRUE	FALSE
Aspscr1	chr11	TRUE	FALSE
Sesn1	chr10	TRUE	TRUE
Cttnbp2nl	chr3	TRUE	FALSE
Olfm2	chr9	FALSE	FALSE
6330411D24Rik	chr4	TRUE	TRUE
Tll1	chr8	TRUE	TRUE
Nedd4	chr9	TRUE	FALSE
Lrriq3	chr3	FALSE	FALSE
Pknox1	chr17	TRUE	FALSE
Klc1	chr12	TRUE	FALSE
Pkd1l3	chr8	TRUE	FALSE
Sidt1	chr16	TRUE	TRUE
Epb41l1	chr2	TRUE	FALSE
Abl2	chr1	TRUE	FALSE
Map3k20	chr2	FALSE	FALSE
Rps6ka5	chr12	TRUE	TRUE
Evc2	chr5	FALSE	FALSE
Gm4924	chr10	FALSE	FALSE
Nwd1	chr8	FALSE	FALSE
Tut4	chr4	TRUE	FALSE
Terf2	chr8	TRUE	FALSE
Ano9	chr7	TRUE	FALSE
Kcnh7	chr2	FALSE	FALSE
Spag6l	chr16	FALSE	FALSE
B4galt1	chr4	TRUE	FALSE
3830406C13Rik	chr14	TRUE	FALSE
Ddah1	chr3	TRUE	FALSE
Cdc42ep5	chr7	TRUE	FALSE
Trpc4ap	chr2	TRUE	FALSE
Dexi	chr16	TRUE	FALSE
Gmds	chr13	FALSE	FALSE
Napa	chr7	TRUE	FALSE
Tekt5	chr16	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Trip11	chr12	TRUE	FALSE
Lman2	chr13	TRUE	FALSE
Ptprj	chr2	TRUE	TRUE
Lrrc3	chr10	TRUE	FALSE
Whamm	chr7	TRUE	FALSE
Arhgap18	chr10	FALSE	FALSE
Rasl12	chr9	TRUE	FALSE
Prorp	chr12	TRUE	FALSE
Trappc9	chr15	TRUE	FALSE
Qrich2	chr11	TRUE	FALSE
Slc12a6	chr2	TRUE	FALSE
Grb2	chr11	TRUE	FALSE
Atf7ip2	chr16	FALSE	FALSE
Agps	chr2	TRUE	FALSE
Car8	chr4	FALSE	FALSE
Gfpt1	chr6	TRUE	FALSE
Med25	chr7	TRUE	FALSE
Rpgrip1l	chr8	TRUE	FALSE
Phf3	chr1	TRUE	FALSE
Slc28a3	chr13	TRUE	FALSE
Mgam	chr6	FALSE	FALSE
Sgcg	chr14	TRUE	FALSE
Vwa5b1	chr4	TRUE	FALSE
Wnt10a	chr1	TRUE	FALSE
Inpp5b	chr4	TRUE	FALSE
Ablim3	chr18	TRUE	FALSE
Cbln3	chr14	TRUE	FALSE
Vcan	chr13	FALSE	FALSE
Prkdc	chr16	TRUE	FALSE
Hook3	chr8	TRUE	FALSE
Usp44	chr10	TRUE	FALSE
Rap1gap	chr4	TRUE	FALSE
Mtx2	chr2	TRUE	FALSE
H2-Aa	chr17	FALSE	FALSE
Olfml3	chr3	TRUE	FALSE
Tns1	chr1	TRUE	FALSE
Arfgap3	chr15	TRUE	FALSE
Pax4	chr6	TRUE	FALSE
Decr1	chr4	TRUE	FALSE
Cpne2	chr8	TRUE	FALSE
Micos10	chr4	TRUE	FALSE
Gbp3	chr3	TRUE	FALSE
Tmem132e	chr11	FALSE	FALSE
Dnajc17	chr2	TRUE	FALSE
Sohlh2	chr3	TRUE	FALSE
Serp2	chr14	TRUE	FALSE
Cfap45	chr1	TRUE	FALSE
Rab40b	chr11	TRUE	FALSE
Etv3	chr3	TRUE	FALSE
Ift140	chr17	TRUE	FALSE
Enpp7	chr11	TRUE	FALSE
Slc16a14	chr1	TRUE	FALSE
Ensa	chr3	TRUE	FALSE
Fam185a	chr5	FALSE	TRUE
Taf2	chr15	TRUE	FALSE
Ppm1h	chr10	TRUE	FALSE
Slc4a8	chr15	TRUE	FALSE
Mgarp	chr3	TRUE	FALSE
Shc3	chr13	FALSE	FALSE
Ntng1	chr3	TRUE	TRUE
Ace	chr11	TRUE	FALSE
Grem2	chr1	FALSE	FALSE
Bora	chr14	TRUE	TRUE
Lrrc51	chr7	TRUE	FALSE
Nefm	chr14	TRUE	FALSE
Rbpms2	chr9	TRUE	FALSE
Sema7a	chr9	TRUE	FALSE
Adora3	chr3	TRUE	FALSE
Hnf4g	chr3	FALSE	FALSE
Ccm2l	chr2	TRUE	FALSE
Kcnip2	chr19	TRUE	FALSE
Deaf1	chr7	TRUE	FALSE
Ctc1	chr11	TRUE	FALSE
Fam114a1	chr5	TRUE	FALSE
Nfatc2	chr2	TRUE	FALSE
Cyfip2	chr11	TRUE	FALSE
Hmcn1	chr1	TRUE	TRUE
Tmem44	chr16	TRUE	FALSE
Eif5b	chr1	TRUE	FALSE
Stox1	chr10	TRUE	FALSE
Camsap2	chr1	TRUE	FALSE
Slc41a3	chr6	TRUE	FALSE
Ralbp1	chr17	TRUE	FALSE
Sarm1	chr11	TRUE	FALSE
Atr	chr9	TRUE	FALSE
Ush1g	chr11	TRUE	FALSE
Macc1	chr12	FALSE	FALSE
Capn5	chr7	TRUE	FALSE
Pnpla1	chr17	TRUE	FALSE
C130026I21Rik	chr1	FALSE	FALSE
Hs2st1	chr3	TRUE	FALSE
Ramp3	chr11	TRUE	FALSE
Acot3	chr12	TRUE	FALSE
Rapgef4	chr2	TRUE	FALSE
Slc18a1	chr8	FALSE	FALSE
Rasal1	chr5	TRUE	FALSE
Pfkfb2	chr1	TRUE	FALSE
Nufip2	chr11	TRUE	FALSE
Wdr78	chr4	TRUE	FALSE
Wdr41	chr13	TRUE	FALSE
Acss3	chr10	FALSE	FALSE
Ilf3	chr9	TRUE	FALSE
Cwf19l1	chr19	TRUE	FALSE
Col25a1	chr3	FALSE	FALSE
4931428F04Rik	chr8	TRUE	TRUE
Jcad	chr18	FALSE	FALSE
Tcf7l1	chr6	FALSE	FALSE
Man2b1	chr8	TRUE	FALSE
Glrb	chr3	TRUE	FALSE
Ebf4	chr2	TRUE	FALSE
Slc25a46	chr18	TRUE	FALSE
Plekhg6	chr6	TRUE	FALSE
Irak2	chr6	TRUE	FALSE
Shmt1	chr11	TRUE	FALSE
Rnf145	chr11	TRUE	FALSE
Sik1	chr17	TRUE	FALSE
Nap1l4	chr7	TRUE	FALSE
Med24	chr11	TRUE	FALSE
Ctdp1	chr18	TRUE	FALSE
Dpy19l2	chr9	FALSE	FALSE
Atp6v1h	chr1	TRUE	FALSE
Ift80	chr3	TRUE	FALSE
Nxph4	chr10	TRUE	FALSE
Zbtb4	chr11	TRUE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Serpinb6e	chr13	FALSE	FALSE
Arhgap42	chr9	FALSE	FALSE
Ltbp2	chr12	TRUE	FALSE
Rnf180	chr13	FALSE	FALSE
Vegfa	chr17	TRUE	FALSE
Aox2	chr1	FALSE	FALSE
Ror1	chr4	TRUE	TRUE
Ccdc144b	chr3	TRUE	FALSE
Git2	chr5	TRUE	FALSE
Psmf1	chr2	TRUE	FALSE
Gm28551	chr1	TRUE	FALSE
Gm49496	chr13	TRUE	FALSE
Scap	chr9	TRUE	FALSE
Bcas1	chr2	FALSE	FALSE
Cryl1	chr14	TRUE	FALSE
Sfrp5	chr19	TRUE	FALSE
Mbd2	chr18	TRUE	FALSE
Tmem41a	chr16	TRUE	FALSE
Kif14	chr1	TRUE	FALSE
Sparc	chr11	TRUE	FALSE
Slc22a22	chr15	FALSE	FALSE
Srgn	chr10	TRUE	FALSE
F11r	chr1	TRUE	FALSE
Atp8b5	chr4	FALSE	FALSE
Gm42906	chr5	FALSE	FALSE
Tulp4	chr17	TRUE	FALSE
Abi3	chr11	TRUE	FALSE
Prkcq	chr2	FALSE	FALSE
Sbno2	chr10	TRUE	FALSE
Cd8b1	chr6	TRUE	FALSE
Apol11b	chr15	FALSE	FALSE
Sugp1	chr8	TRUE	FALSE
Vmn2r107	chr17	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Clns1a	chr7	TRUE	FALSE
Nr1d2	chr14	TRUE	FALSE
Yy1	chr12	TRUE	FALSE
Cpt1a	chr19	TRUE	FALSE
Ptar1	chr19	TRUE	TRUE
G2e3	chr12	TRUE	FALSE
Dnajc5	chr2	TRUE	FALSE
Wdr33	chr18	TRUE	FALSE
Tmem52	chr4	TRUE	FALSE
Cxcl17	chr7	TRUE	FALSE
Kat7	chr11	FALSE	FALSE
Mef2b	chr8	TRUE	FALSE
Adam18	chr8	FALSE	FALSE
Gm21961	chr15	TRUE	TRUE
Iqschfp	chr3	FALSE	TRUE
Rhof	chr5	TRUE	FALSE
Pam	chr1	FALSE	TRUE
Map2k1	chr9	TRUE	FALSE
Syt12	chr19	TRUE	FALSE
Zfp853	chr5	TRUE	FALSE
Slco1b2	chr6	FALSE	FALSE
Dctn3	chr4	TRUE	FALSE
Spry2	chr14	TRUE	TRUE
Pros1	chr16	TRUE	FALSE
Stim1	chr7	TRUE	FALSE
Zmym2	chr14	TRUE	FALSE
Prkcd	chr14	TRUE	FALSE
Clcn1	chr6	TRUE	FALSE
Rc3h2	chr2	FALSE	FALSE
Erh	chr12	TRUE	FALSE
Pcbp2	chr15	TRUE	FALSE
Zfp654	chr16	TRUE	FALSE
Vat1l	chr8	TRUE	FALSE
Arfip1	chr3	TRUE	FALSE
Psme4	chr11	TRUE	FALSE
Strn3	chr12	TRUE	FALSE
Ccdc85a	chr11	FALSE	FALSE
Zmiz1	chr14	TRUE	FALSE
Tfip11	chr5	TRUE	FALSE
Scamp2	chr9	TRUE	FALSE
Tmem267	chr13	FALSE	FALSE
Dnajc24	chr2	TRUE	FALSE
Galk2	chr2	FALSE	FALSE
Tiparp	chr3	TRUE	TRUE
Col6a1	chr10	FALSE	FALSE
Colgalt1	chr8	TRUE	FALSE
Rufy2	chr10	TRUE	FALSE
Map3k19	chr1	TRUE	FALSE
Acer3	chr7	TRUE	FALSE
Mboat2	chr12	TRUE	FALSE
Mfsd4a	chr1	TRUE	FALSE
Edem1	chr6	TRUE	FALSE
Ly6g6f	chr17	TRUE	TRUE
Mapk8	chr14	TRUE	FALSE
Phyhd1	chr2	TRUE	FALSE
Apol7b	chr15	FALSE	FALSE
Pitpna	chr11	TRUE	FALSE
Naalad2	chr9	FALSE	FALSE
H1f6	chr13	TRUE	FALSE
Mrc1	chr2	FALSE	FALSE
Atp6v1c2	chr12	TRUE	FALSE
Nim1k	chr13	TRUE	FALSE
Tmem229b	chr12	TRUE	FALSE
Ankmy1	chr1	TRUE	FALSE
Odf3l2	chr10	TRUE	FALSE
Lgals3bp	chr11	TRUE	FALSE
Gm37240	chr3	TRUE	TRUE
Rnf219	chr14	TRUE	FALSE
Otulin	chr15	TRUE	FALSE
Lonp2	chr8	TRUE	FALSE
Sema6c	chr3	TRUE	FALSE
Lamtor1	chr7	TRUE	FALSE
Tbr1	chr2	TRUE	FALSE
Tmem38b	chr4	TRUE	FALSE
Pfkm	chr15	TRUE	FALSE
Gm20517	chr17	TRUE	FALSE
Cdkl3	chr11	TRUE	FALSE
Kirrel	chr3	FALSE	TRUE
Krt71	chr15	FALSE	FALSE
Dhh	chr15	TRUE	FALSE
Eif1	chr11	TRUE	FALSE
Pacrg	chr17	TRUE	FALSE
Snap91	chr9	TRUE	FALSE
Ctsb	chr14	TRUE	FALSE
Plag1	chr4	TRUE	FALSE
Mrpl48	chr7	TRUE	FALSE
Sec22a	chr16	TRUE	FALSE
Gpam	chr19	FALSE	FALSE
Xrcc6	chr15	TRUE	FALSE
St8sia5	chr18	TRUE	FALSE
Ctnna1	chr18	TRUE	FALSE
Htra1	chr7	TRUE	FALSE
Pdk1	chr2	FALSE	TRUE
Ankrd63	chr2	TRUE	FALSE
Ifi44l	chr3	FALSE	FALSE
Wdr95	chr5	TRUE	FALSE
Armh4	chr14	TRUE	TRUE
Zfhx2	chr14	TRUE	FALSE
Slc2a5	chr4	TRUE	FALSE
Zfyve27	chr19	TRUE	FALSE
Mib2	chr4	TRUE	FALSE
Chmp4b	chr2	TRUE	FALSE
Tmc7	chr7	TRUE	FALSE
Epo	chr5	TRUE	FALSE
Cyp2b10	chr7	FALSE	FALSE
Slc1a4	chr11	TRUE	FALSE
Abhd3	chr18	TRUE	FALSE
Fam107a	chr14	TRUE	FALSE
Kcnc2	chr10	FALSE	FALSE
Fer1l4	chr2	TRUE	FALSE
Ift81	chr5	TRUE	FALSE
Gm11099	chr2	TRUE	FALSE
Slc13a3	chr2	TRUE	FALSE
Gm11437	chr11	TRUE	FALSE
Zc3h12c	chr9	TRUE	FALSE
Eci3	chr13	TRUE	FALSE
Usp50	chr2	TRUE	FALSE
Mdn1	chr4	TRUE	FALSE
Gm28778	chr1	TRUE	TRUE
Bdp1	chr13	TRUE	FALSE
Piwil1	chr5	FALSE	FALSE
Zdhhc19	chr16	TRUE	FALSE
Tff3	chr17	TRUE	TRUE
C2cd3	chr7	TRUE	FALSE
Sult4a1	chr15	TRUE	FALSE
Ell2	chr13	FALSE	FALSE
Abcd3	chr3	TRUE	FALSE
Cnga3	chr1	TRUE	FALSE
Ddx46	chr13	TRUE	FALSE
Epg5	chr18	TRUE	FALSE
Fam92b	chr8	TRUE	FALSE
Cabcoco1	chr10	FALSE	TRUE
Tcf7l2	chr19	FALSE	FALSE
Rftn2	chr1	TRUE	FALSE
Cul3	chr1	TRUE	FALSE
Prokr2	chr2	TRUE	FALSE
Crebrf	chr17	TRUE	FALSE
Epha10	chr4	TRUE	FALSE
Dnajb8	chr6	TRUE	FALSE
Arsj	chr3	FALSE	FALSE
Slc30a9	chr5	TRUE	FALSE
Otog	chr7	TRUE	FALSE
Nek5	chr8	FALSE	FALSE
Ccr9	chr9	TRUE	FALSE
Slc25a36	chr9	TRUE	FALSE
Mettl4	chr17	FALSE	FALSE
Vsx1	chr2	TRUE	FALSE
Uso1	chr5	TRUE	FALSE
Stk38l	chr6	TRUE	FALSE
Pogz	chr3	TRUE	FALSE
Map4k3	chr17	TRUE	FALSE
Alox5	chr6	TRUE	FALSE
Efhb	chr17	FALSE	FALSE
Fam160b2	chr14	TRUE	FALSE
Pde6d	chr1	TRUE	FALSE
Dnah7b	chr1	FALSE	FALSE
Adam17	chr12	TRUE	FALSE
Spg11	chr2	TRUE	FALSE
Mxi1	chr19	TRUE	FALSE
Dhx58	chr11	TRUE	FALSE
Ap4m1	chr5	TRUE	FALSE
Cpne9	chr6	TRUE	FALSE
Gm49630	chr17	FALSE	FALSE
Ap5m1	chr14	TRUE	FALSE
Sesn3	chr9	TRUE	FALSE
Unkl	chr17	TRUE	FALSE
Wdr72	chr9	FALSE	FALSE
Traf7	chr17	TRUE	FALSE
Eya3	chr4	TRUE	FALSE
Saal1	chr7	TRUE	FALSE
Larp1	chr11	TRUE	FALSE
Adcy10	chr1	TRUE	FALSE
Aqr	chr2	TRUE	FALSE
Ptp4a3	chr15	TRUE	FALSE
Vipr2	chr12	TRUE	TRUE
Arhgap25	chr6	FALSE	FALSE
Fbxl8	chr8	TRUE	FALSE
Socs6	chr18	FALSE	FALSE
Rab3gap2	chr1	TRUE	FALSE
Slc30a5	chr13	TRUE	FALSE
Adgra2	chr8	TRUE	FALSE
Iqch	chr9	TRUE	FALSE
Pik3r3	chr4	TRUE	FALSE
Cog2	chr8	TRUE	FALSE
Sirt2	chr7	TRUE	FALSE
Tdrd5	chr1	FALSE	FALSE
Oser1	chr2	TRUE	FALSE
Mcf2l	chr8	TRUE	FALSE
P3h2	chr16	FALSE	FALSE
Hectd1	chr12	TRUE	FALSE
Tubgcp3	chr8	TRUE	FALSE
Gm44790	chr6	TRUE	FALSE
Gm1123	chr9	TRUE	FALSE
Mrto4	chr4	TRUE	FALSE
Lrriq1	chr10	FALSE	FALSE
Dnah1	chr14	TRUE	FALSE
Adam32	chr8	FALSE	FALSE
Arhgap33	chr7	TRUE	FALSE
Zfp397	chr18	TRUE	FALSE
Krt19	chr11	FALSE	FALSE
Tspan3	chr9	TRUE	FALSE
Tent2	chr13	TRUE	FALSE
Card10	chr15	TRUE	FALSE
Ppef2	chr5	TRUE	FALSE
Lrrc38	chr4	TRUE	FALSE
Cntfr	chr4	TRUE	FALSE
Pot1a	chr6	TRUE	FALSE
Herpud2	chr9	TRUE	FALSE
Cdon	chr9	TRUE	FALSE
1700069L16Rik	chr5	TRUE	FALSE
Ikzf3	chr11	TRUE	FALSE
Dgat2	chr7	TRUE	FALSE
Sympk	chr7	TRUE	FALSE
Blk	chr14	TRUE	FALSE
Nisch	chr14	TRUE	FALSE
Nupl1	chr14	TRUE	FALSE
B4galt7	chr13	TRUE	FALSE
Otoa	chr7	TRUE	FALSE
Apol7e	chr15	TRUE	FALSE
Lrpap1	chr5	TRUE	FALSE
Pcdh10	chr3	FALSE	FALSE
Cpne5	chr17	TRUE	FALSE
Wwox	chr8	TRUE	TRUE
Esyt3	chr9	FALSE	FALSE
Sh3pxd2b	chr11	TRUE	FALSE
Tpbg	chr9	TRUE	FALSE
Necab1	chr4	FALSE	FALSE
Olfr984	chr9	FALSE	FALSE
Slc15a1	chr14	TRUE	FALSE
Lama4	chr10	FALSE	FALSE
Dtwd2	chr18	FALSE	FALSE
Pcolce2	chr9	TRUE	FALSE
Hic2	chr16	TRUE	FALSE
Prnd	chr2	TRUE	FALSE
Heca	chr10	TRUE	FALSE
Lmod1	chr1	TRUE	FALSE
A830031A19Rik	chr11	FALSE	FALSE
Slc6a20b	chr9	TRUE	FALSE
Igsf6	chr7	TRUE	FALSE
Nlgn1	chr3	TRUE	FALSE
Cry2	chr2	TRUE	FALSE
Tgif2	chr2	TRUE	FALSE
Gm20498	chr12	TRUE	FALSE
Nrd1	chr4	TRUE	FALSE
Asic4	chr1	TRUE	FALSE
Mtmr14	chr6	TRUE	FALSE
Tmem232	chr17	FALSE	FALSE
Trak2	chr1	TRUE	FALSE
Llgl2	chr11	TRUE	FALSE
Gabra1	chr11	TRUE	FALSE
Mab21l3	chr3	TRUE	FALSE
Zscan29	chr2	TRUE	FALSE
Usp15	chr10	TRUE	FALSE
Sclt1	chr3	TRUE	FALSE
Ngef	chr1	TRUE	FALSE
Ppp1r12c	chr7	TRUE	FALSE
Adam12	chr7	FALSE	TRUE
Ccdc113	chr8	TRUE	FALSE
Thsd4	chr9	FALSE	FALSE
Strc	chr2	TRUE	FALSE
Rnf214	chr9	TRUE	FALSE
Arhgap8	chr15	TRUE	FALSE
Rtp1	chr16	FALSE	FALSE
Gucy1a1	chr3	FALSE	FALSE
Ankrd10	chr8	TRUE	FALSE
Ofcc1	chr13	TRUE	FALSE
Pik3r5	chr11	FALSE	FALSE
