gene_name	chr	promoter_state_Bivalent_Promoter	mch_hypo
Olfr250	chr9	FALSE	FALSE
1700029P11Rik	chr15	FALSE	FALSE
Hes3	chr4	FALSE	TRUE
Olfr891	chr9	FALSE	FALSE
3830417A13Rik	chrX	FALSE	FALSE
Spin4	chrX	FALSE	FALSE
Vmn1r67	chr7	FALSE	FALSE
Capsl	chr15	FALSE	FALSE
Ripor1	chr8	FALSE	TRUE
Iltifb	chr10	FALSE	TRUE
Serpinb6e	chr13	FALSE	TRUE
H2bfm	chrX	FALSE	FALSE
Prdm13	chr4	FALSE	TRUE
Sox4	chr13	FALSE	FALSE
Hoxb5	chr11	FALSE	FALSE
Gm10309	chr17	FALSE	TRUE
Arhgef39	chr4	FALSE	FALSE
Olfr13	chr6	FALSE	FALSE
Hes7	chr11	FALSE	FALSE
Olfr697	chr7	FALSE	FALSE
Gm21886	chr18	FALSE	FALSE
Dipk2b	chrX	FALSE	FALSE
Izumo3	chr4	FALSE	FALSE
Olfr1337	chr4	FALSE	FALSE
Olfr212	chr6	FALSE	TRUE
Spam1	chr6	FALSE	FALSE
Tug1	chr11	FALSE	TRUE
Ndufb10	chr17	FALSE	FALSE
Tppp2	chr14	FALSE	FALSE
Edn2	chr4	FALSE	TRUE
Mup17	chr4	FALSE	FALSE
Tctex1d4	chr4	FALSE	FALSE
Duoxa1	chr2	FALSE	TRUE
Mthfsd	chr8	FALSE	TRUE
Erh	chr12	FALSE	TRUE
Gm5800	chr14	FALSE	FALSE
Ppox	chr1	FALSE	FALSE
H2-M11	chr17	FALSE	FALSE
Rac3	chr11	FALSE	FALSE
Gm10188	chr1	FALSE	FALSE
Pdx1	chr5	FALSE	TRUE
Serpina5	chr12	FALSE	TRUE
Sh3bgrl3	chr4	FALSE	FALSE
Hnrnpk	chr13	FALSE	TRUE
Dbn1	chr13	FALSE	TRUE
Lypd5	chr7	FALSE	FALSE
Serpina3a	chr12	FALSE	TRUE
Morc2b	chr17	FALSE	TRUE
Olfr1036	chr2	FALSE	FALSE
Olfr410	chr11	FALSE	TRUE
Zcchc13	chrX	FALSE	FALSE
H2-M2	chr17	FALSE	FALSE
Fstl3	chr10	FALSE	FALSE
Rgp1	chr4	FALSE	TRUE
A430005L14Rik	chr4	FALSE	TRUE
Rnf187	chr11	FALSE	TRUE
Fam43b	chr4	FALSE	FALSE
4930555G01Rik	chr14	FALSE	FALSE
Asb6	chr2	FALSE	TRUE
Gm2016	chr12	FALSE	FALSE
Odf3b	chr15	FALSE	FALSE
Nat8	chr6	FALSE	FALSE
Pcdhb7	chr18	FALSE	FALSE
Brpf3	chr17	FALSE	TRUE
Gm39566	chr11	FALSE	FALSE
Olfr593	chr7	FALSE	FALSE
Olfr186	chr16	FALSE	FALSE
Sez6	chr11	FALSE	TRUE
Hic1	chr11	FALSE	TRUE
Use1	chr8	FALSE	FALSE
Hsd17b1	chr11	FALSE	FALSE
Ferd3l	chr12	FALSE	FALSE
Gm45623	chr13	FALSE	FALSE
Rpl27	chr11	FALSE	FALSE
Lenep	chr3	FALSE	FALSE
Gm5767	chr16	FALSE	TRUE
Mrps18c	chr5	FALSE	FALSE
Hdgf	chr3	FALSE	TRUE
4930404H24Rik	chr2	FALSE	FALSE
Cdc42ep2	chr19	FALSE	TRUE
Id1	chr2	FALSE	FALSE
Ccnk	chr12	FALSE	TRUE
1110038F14Rik	chr15	FALSE	FALSE
Serpina3k	chr12	FALSE	TRUE
Defb14	chr8	FALSE	FALSE
H2-K1	chr17	FALSE	FALSE
Cldn9	chr17	FALSE	FALSE
Capza3	chr6	FALSE	FALSE
Stbd1	chr5	FALSE	FALSE
Grina	chr15	FALSE	FALSE
BC147527	chr13	FALSE	TRUE
Mrps34	chr17	FALSE	FALSE
Samt1d	chrX	FALSE	FALSE
Krtap31-2	chr11	FALSE	FALSE
Acadvl	chr11	FALSE	FALSE
Gm9	chrX	FALSE	FALSE
Krt19	chr11	FALSE	TRUE
Gm21977	chr14	FALSE	FALSE
Samt2b	chrX	FALSE	FALSE
Insm1	chr2	FALSE	FALSE
Olfr1031	chr2	FALSE	FALSE
C5ar1	chr7	FALSE	TRUE
Ddit4l	chr3	FALSE	TRUE
B3gnt7	chr1	FALSE	TRUE
Reg3g	chr6	FALSE	FALSE
Mbd6	chr10	FALSE	FALSE
Csnk2b	chr17	FALSE	FALSE
Olfr495	chr7	FALSE	FALSE
Cend1	chr7	FALSE	FALSE
Atoh1	chr6	FALSE	FALSE
Mup11	chr4	FALSE	FALSE
Hoxd10	chr2	FALSE	FALSE
Ttc30a1	chr2	FALSE	FALSE
Ubqln2	chrX	FALSE	FALSE
Olfr378	chr11	FALSE	FALSE
Olfr1310	chr2	FALSE	TRUE
4933428M09Rik	chrX	FALSE	FALSE
Cdc26	chr4	FALSE	TRUE
Olfr1335	chr4	FALSE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Cxcl9	chr5	FALSE	FALSE
Tdo2	chr3	FALSE	FALSE
Olfr156	chr4	FALSE	FALSE
Tmem60	chr5	FALSE	FALSE
Mrpl28	chr17	FALSE	FALSE
Olfr305	chr7	FALSE	FALSE
Olfr510	chr7	FALSE	FALSE
Ccl20	chr1	FALSE	FALSE
Dcaf8l	chrX	FALSE	FALSE
Olfr1099	chr2	FALSE	FALSE
Pcgf5	chr19	TRUE	TRUE
Olfr512	chr7	FALSE	FALSE
Chil3	chr3	FALSE	FALSE
Zfp593	chr4	FALSE	FALSE
Reg3d	chr6	FALSE	FALSE
Sostdc1	chr12	FALSE	TRUE
Olfr1351	chr10	FALSE	FALSE
Adam6a	chr12	FALSE	FALSE
Usp17lb	chr7	FALSE	FALSE
Olfr411	chr11	FALSE	TRUE
Olfr763	chr10	FALSE	FALSE
Coa4	chr7	FALSE	FALSE
Coasy	chr11	FALSE	FALSE
Gm8882	chr6	FALSE	FALSE
Tas2r125	chr6	FALSE	FALSE
Pou3f4	chrX	FALSE	FALSE
Reep4	chr14	FALSE	FALSE
Gm10277	chr11	FALSE	FALSE
Klk1b27	chr7	FALSE	FALSE
Zfp658	chr7	FALSE	TRUE
Hus1b	chr13	FALSE	FALSE
2310046K23Rik	chr3	FALSE	FALSE
Csn3	chr5	FALSE	TRUE
Pip	chr6	FALSE	FALSE
Scgb2b3	chr7	FALSE	FALSE
Lor	chr3	FALSE	FALSE
Hars2	chr18	FALSE	TRUE
Palm3	chr8	FALSE	TRUE
Krtap9-5	chr11	FALSE	FALSE
Mad2l1bp	chr17	FALSE	FALSE
Tpm3-rs7	chr14	FALSE	FALSE
Hif1an	chr19	FALSE	TRUE
Vmn1r168	chr7	FALSE	FALSE
Ncdn	chr4	FALSE	TRUE
Olfr481	chr7	FALSE	FALSE
Commd3	chr2	FALSE	FALSE
Nudt18	chr14	FALSE	TRUE
Gm8094	chr14	FALSE	FALSE
Cerkl	chr2	FALSE	FALSE
Tas1r3	chr4	FALSE	FALSE
Krtap21-1	chr16	FALSE	FALSE
Slc25a10	chr11	FALSE	TRUE
Tnf	chr17	FALSE	FALSE
Snapin	chr3	FALSE	FALSE
Hcar2	chr5	FALSE	FALSE
Olfr108	chr17	FALSE	FALSE
Ccdc87	chr19	FALSE	FALSE
4921509C19Rik	chr2	FALSE	FALSE
Vmn2r14	chr5	FALSE	TRUE
Resp18	chr1	FALSE	TRUE
Ihh	chr1	FALSE	TRUE
H2aw	chr11	FALSE	FALSE
Rad23a	chr8	FALSE	FALSE
Ly6g6f	chr17	FALSE	FALSE
C87977	chr4	FALSE	FALSE
Asb15	chr6	FALSE	FALSE
Gm13119	chr4	FALSE	FALSE
Hpdl	chr4	FALSE	FALSE
4931417E11Rik	chr6	FALSE	FALSE
Rhox10	chrX	FALSE	FALSE
Hirip3	chr7	FALSE	FALSE
Rps12	chr10	FALSE	FALSE
Dhrs1	chr14	FALSE	TRUE
Gm11487	chr4	FALSE	FALSE
Gpr22	chr12	FALSE	FALSE
Smtnl1	chr2	FALSE	TRUE
Speer4b	chr5	FALSE	TRUE
S100g	chrX	FALSE	FALSE
Adra2c	chr5	FALSE	FALSE
Olfr1466	chr19	FALSE	FALSE
Adig	chr2	FALSE	FALSE
H2ac6	chr13	FALSE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Tmem51	chr4	FALSE	FALSE
Olfr1502	chr19	FALSE	FALSE
Ap4m1	chr5	FALSE	TRUE
Dnd1	chr18	FALSE	FALSE
Psme2	chr14	FALSE	FALSE
Zfp420	chr7	FALSE	TRUE
Olfr1276	chr2	FALSE	FALSE
Tff3	chr17	FALSE	FALSE
Runx1t1	chr4	TRUE	FALSE
Cnn1	chr9	FALSE	TRUE
Gba	chr3	FALSE	TRUE
Arhgef38	chr3	FALSE	FALSE
Dph2	chr4	FALSE	FALSE
Olfr1253	chr2	FALSE	FALSE
Mrpl17	chr7	FALSE	FALSE
Zfp608	chr18	FALSE	FALSE
Bcs1l	chr1	FALSE	FALSE
Olfr292	chr7	FALSE	TRUE
Prlhr	chr19	FALSE	FALSE
Eme2	chr17	FALSE	TRUE
Olfr1135	chr2	FALSE	FALSE
Olfr288	chr15	FALSE	TRUE
Olfr308	chr7	FALSE	FALSE
Hlx	chr1	FALSE	FALSE
Rskr	chr11	FALSE	TRUE
Rasgef1b	chr5	FALSE	TRUE
Sox8	chr17	FALSE	TRUE
Hoxa1	chr6	FALSE	FALSE
Faap20	chr4	FALSE	TRUE
Timm13	chr10	FALSE	FALSE
Odf3l2	chr10	FALSE	TRUE
Wdr6	chr9	FALSE	TRUE
Gzmn	chr14	FALSE	FALSE
H2-M10.6	chr17	FALSE	FALSE
4933421I07Rik	chr7	FALSE	FALSE
Bpifb9b	chr2	FALSE	TRUE
Mapk15	chr15	FALSE	FALSE
Chil5	chr3	FALSE	FALSE
Gkn1	chr6	FALSE	TRUE
Dlx5	chr6	FALSE	FALSE
Olfr836	chr9	FALSE	FALSE
Omg	chr11	FALSE	FALSE
Pdzd3	chr9	FALSE	FALSE
Rnf151	chr17	FALSE	FALSE
Fdxacb1	chr9	FALSE	FALSE
Olfr1504	chr19	FALSE	TRUE
Olfr601	chr7	FALSE	FALSE
Krtap19-2	chr16	FALSE	FALSE
Tcstv1	chr13	FALSE	FALSE
Krt4	chr15	FALSE	FALSE
Tmed4	chr11	FALSE	FALSE
Olfr1444	chr19	FALSE	FALSE
Svs3b	chr2	FALSE	FALSE
Mterf4	chr1	FALSE	FALSE
Trir	chr8	FALSE	FALSE
Mid1ip1	chrX	FALSE	FALSE
Krtap1-3	chr11	FALSE	FALSE
Gm8890	chr5	FALSE	FALSE
Spsb2	chr6	FALSE	FALSE
Olfr1238	chr2	FALSE	FALSE
Vmn1r31	chr6	FALSE	FALSE
Samd14	chr11	FALSE	TRUE
Klk1b11	chr7	FALSE	FALSE
Fezf2	chr14	FALSE	TRUE
Rhox2a	chrX	FALSE	FALSE
Dna2	chr10	FALSE	TRUE
Gm5796	chr14	FALSE	FALSE
Adra2b	chr2	FALSE	FALSE
Olfr304	chr7	FALSE	FALSE
Esd	chr14	FALSE	TRUE
Hmgb2	chr8	FALSE	FALSE
4930447A16Rik	chr15	FALSE	FALSE
Taz	chrX	FALSE	FALSE
Psmg3	chr5	FALSE	FALSE
Rabggta	chr14	FALSE	TRUE
Uqcrc1	chr9	FALSE	TRUE
Ccdc107	chr4	FALSE	FALSE
Krtap4-1	chr11	FALSE	FALSE
Gm20489	chrX	FALSE	FALSE
Gm3453	chr14	FALSE	FALSE
Sftpa1	chr14	FALSE	FALSE
Gm11568	chr11	FALSE	FALSE
Actrt2	chr4	FALSE	FALSE
Enpp7	chr11	FALSE	TRUE
Olfr665	chr7	FALSE	FALSE
Clec3a	chr8	FALSE	TRUE
Pcdhb21	chr18	FALSE	FALSE
Nr2c2ap	chr8	FALSE	FALSE
Setd6	chr8	FALSE	FALSE
Nlrp10	chr7	FALSE	TRUE
Chst14	chr2	FALSE	FALSE
Rhox12	chrX	FALSE	FALSE
1700017N19Rik	chr10	FALSE	FALSE
Gjc3	chr5	FALSE	TRUE
Fabp6	chr11	FALSE	TRUE
Bex6	chr16	FALSE	FALSE
Nmrk1	chr19	FALSE	FALSE
Bhlhe22	chr3	TRUE	FALSE
Gm14325	chr2	FALSE	TRUE
Lcn10	chr2	FALSE	FALSE
Olfr605	chr7	FALSE	FALSE
Sprr2a1	chr3	FALSE	FALSE
Cyb561d2	chr9	FALSE	FALSE
Zfand2b	chr1	FALSE	FALSE
Slc17a6	chr7	FALSE	TRUE
Smim5	chr11	FALSE	TRUE
Olfr700	chr7	FALSE	FALSE
Klk1b24	chr7	FALSE	FALSE
Golga7	chr8	FALSE	TRUE
Ceacam16	chr7	FALSE	TRUE
Tmem239	chr2	FALSE	FALSE
Olfr666	chr7	FALSE	FALSE
Gdf9	chr11	FALSE	TRUE
Olfr725	chr14	FALSE	FALSE
Skida1	chr2	FALSE	FALSE
Timm10b	chr7	FALSE	FALSE
Krtap4-16	chr11	FALSE	FALSE
Gm3033	chr14	FALSE	FALSE
C1galt1c1	chrX	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Lce1f	chr3	FALSE	FALSE
Sdhaf1	chr7	FALSE	FALSE
Gm8180	chr14	FALSE	FALSE
Psg28	chr7	FALSE	FALSE
Slc16a11	chr11	FALSE	FALSE
Vmn1r23	chr6	FALSE	FALSE
Phex	chrX	FALSE	FALSE
Nkg7	chr7	FALSE	FALSE
Gm6482	chr14	FALSE	FALSE
Tsr1	chr11	FALSE	TRUE
Jakmip1	chr5	FALSE	TRUE
Ch25h	chr19	FALSE	FALSE
Padi6	chr4	FALSE	TRUE
Irak1	chrX	FALSE	TRUE
Vmac	chr17	FALSE	FALSE
Olfr811	chr10	FALSE	FALSE
Exoc8	chr8	FALSE	FALSE
AF067061	chr13	FALSE	FALSE
Marcksl1	chr4	FALSE	FALSE
Gm5065	chr7	FALSE	FALSE
Tmed6	chr8	FALSE	FALSE
Tfip11	chr5	FALSE	TRUE
Fasl	chr1	FALSE	FALSE
Gm13128	chr4	FALSE	FALSE
Olfr1246	chr2	FALSE	FALSE
Mustn1	chr14	FALSE	FALSE
9130019O22Rik	chr7	FALSE	FALSE
Paqr9	chr9	FALSE	FALSE
Vmn1r59	chr7	FALSE	FALSE
Gm11627	chr11	FALSE	FALSE
Twf2	chr9	FALSE	FALSE
Gm8220	chr14	FALSE	FALSE
Tas2r103	chr6	FALSE	FALSE
Cops9	chr1	FALSE	FALSE
Fahd1	chr17	FALSE	FALSE
Eid2b	chr7	FALSE	FALSE
Mrgprb1	chr7	FALSE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Cib1	chr7	FALSE	FALSE
Atp4b	chr8	FALSE	TRUE
Apon	chr10	FALSE	FALSE
Olfr57	chr10	FALSE	TRUE
Krtap5-1	chr7	FALSE	FALSE
Gm7168	chr17	FALSE	FALSE
Ptgs1	chr2	FALSE	TRUE
Pdcd5	chr7	FALSE	FALSE
Duoxa2	chr2	FALSE	FALSE
Ckmt1	chr2	FALSE	FALSE
Gigyf1	chr5	FALSE	TRUE
Cxcl5	chr5	FALSE	FALSE
Adam6b	chr12	FALSE	FALSE
Clec5a	chr6	FALSE	TRUE
Grn	chr11	FALSE	TRUE
Zic3	chrX	FALSE	TRUE
Dusp8	chr7	FALSE	TRUE
Cxcl1	chr5	FALSE	FALSE
Defa38	chr8	FALSE	FALSE
Irx5	chr8	TRUE	TRUE
Myg1	chr15	FALSE	FALSE
Prap1	chr7	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Catsper1	chr19	FALSE	TRUE
Zfp599	chr9	FALSE	TRUE
Sigirr	chr7	FALSE	TRUE
Zfp524	chr7	FALSE	FALSE
Pou3f3	chr1	FALSE	TRUE
Fam71f2	chr6	FALSE	TRUE
Elovl3	chr19	FALSE	FALSE
Cyp2d11	chr15	FALSE	FALSE
Gspt2	chrX	TRUE	FALSE
Rpp14	chr14	FALSE	TRUE
Ankrd49	chr9	FALSE	FALSE
Auts2	chr5	FALSE	TRUE
Foxc1	chr13	FALSE	FALSE
Heg1	chr16	FALSE	FALSE
Armcx6	chrX	FALSE	FALSE
Tssk3	chr4	FALSE	FALSE
Chp2	chr7	FALSE	FALSE
Ikzf5	chr7	FALSE	TRUE
Defb26	chr2	FALSE	FALSE
Ugt2a3	chr5	FALSE	FALSE
Acrv1	chr9	FALSE	FALSE
Dnajb12	chr10	FALSE	TRUE
Olfr577	chr7	FALSE	FALSE
Srr	chr11	FALSE	TRUE
B4galt7	chr13	FALSE	TRUE
Gm17555	chr2	FALSE	FALSE
Adprhl2	chr4	FALSE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Gm6401	chr14	FALSE	FALSE
4933400A11Rik	chrX	FALSE	FALSE
Psmd8	chr7	FALSE	FALSE
Tex13a	chrX	FALSE	FALSE
Defb33	chr8	FALSE	FALSE
Gstm1	chr3	FALSE	TRUE
C1ql4	chr15	FALSE	FALSE
Snca	chr6	FALSE	FALSE
Rpl22l1	chr3	FALSE	FALSE
Slc25a34	chr4	FALSE	TRUE
Olfr714	chr7	FALSE	FALSE
G530012D18Rik	chr1	FALSE	FALSE
Lrg1	chr17	FALSE	FALSE
Gm6525	chr3	FALSE	FALSE
Barhl1	chr2	TRUE	TRUE
Cenpb	chr2	FALSE	FALSE
Olfr847	chr9	FALSE	FALSE
Ajuba	chr14	FALSE	TRUE
Slc35a1	chr4	FALSE	TRUE
S100a7a	chr3	FALSE	FALSE
Ndufv1	chr19	FALSE	FALSE
Nkrf	chrX	FALSE	TRUE
Upf3b	chrX	FALSE	TRUE
Plbd2	chr5	FALSE	TRUE
Trp53inp2	chr2	FALSE	TRUE
Olfr734	chr14	FALSE	FALSE
Ccl24	chr5	FALSE	FALSE
Olfr133	chr17	FALSE	FALSE
Krtap9-1	chr11	FALSE	FALSE
Tarbp2	chr15	FALSE	FALSE
Znhit3	chr11	FALSE	FALSE
Zar1	chr5	FALSE	FALSE
Gsdma3	chr11	FALSE	TRUE
Gm14459	chrX	FALSE	FALSE
Dnajc12	chr10	FALSE	FALSE
Olfr128	chr17	FALSE	FALSE
Ctsq	chr13	FALSE	FALSE
Cd59b	chr2	FALSE	TRUE
Itgb1bp1	chr12	FALSE	FALSE
S100a8	chr3	FALSE	FALSE
Cldn15	chr5	FALSE	TRUE
B4galt3	chr1	FALSE	FALSE
Lce3a	chr3	FALSE	FALSE
Id2	chr12	TRUE	FALSE
Hapln3	chr7	FALSE	TRUE
Gpr151	chr18	FALSE	FALSE
Gm13547	chr2	FALSE	FALSE
Tdpoz2	chr3	FALSE	FALSE
Olfr1294	chr2	FALSE	FALSE
Jun	chr4	FALSE	FALSE
H2-Ab1	chr17	FALSE	TRUE
Taf1c	chr8	FALSE	TRUE
Gm14399	chr2	FALSE	FALSE
Pilrb2	chr5	FALSE	FALSE
Tbkbp1	chr11	FALSE	TRUE
Ccer1	chr10	FALSE	FALSE
Nhlrc1	chr13	FALSE	FALSE
Agtr2	chrX	FALSE	FALSE
Olfr39	chr9	FALSE	FALSE
Zar1l	chr5	FALSE	TRUE
Zfp422	chr6	FALSE	FALSE
Cdc42ep5	chr7	FALSE	TRUE
Olfr1437	chr19	FALSE	FALSE
Rassf10	chr7	FALSE	TRUE
Gm6356	chr14	FALSE	TRUE
Tpbg	chr9	TRUE	TRUE
Igbp1b	chr6	FALSE	FALSE
Tmem185a	chrX	FALSE	TRUE
Olfr403	chr11	FALSE	TRUE
Gp9	chr6	FALSE	FALSE
P2ry4	chrX	FALSE	FALSE
Man2b1	chr8	FALSE	TRUE
Lce1b	chr3	FALSE	FALSE
Fam83g	chr11	FALSE	TRUE
Il1f8	chr2	FALSE	FALSE
H1f7	chr15	FALSE	FALSE
Csrnp3	chr2	FALSE	TRUE
Nags	chr11	FALSE	FALSE
Gm3055	chr10	FALSE	FALSE
Nat8f7	chr6	FALSE	FALSE
Otc	chrX	FALSE	FALSE
Ifi44l	chr3	FALSE	TRUE
Rnf157	chr11	FALSE	TRUE
Olfr1354	chr10	FALSE	FALSE
Hoxa11	chr6	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
F12	chr13	FALSE	TRUE
Mrpl2	chr17	FALSE	FALSE
Tmem38a	chr8	FALSE	TRUE
Ccl12	chr11	FALSE	FALSE
Plpp5	chr8	FALSE	FALSE
Ppdpf	chr2	FALSE	FALSE
Vmn2r126	chr7	FALSE	FALSE
Naa50	chr16	FALSE	TRUE
Iqca1l	chr5	FALSE	TRUE
Trip6	chr5	FALSE	FALSE
Naprt	chr15	FALSE	FALSE
Spc24	chr9	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Mansc4	chr6	FALSE	TRUE
Olfr1024	chr2	FALSE	FALSE
Gm10377	chr14	FALSE	FALSE
Gm17617	chr13	FALSE	FALSE
Dynlt1c	chr17	FALSE	FALSE
Gm12800	chr4	FALSE	FALSE
Dmac1	chr4	FALSE	FALSE
Vmn1r49	chr6	FALSE	FALSE
Olfr1025-ps1	chr2	FALSE	FALSE
Gm5039	chr12	FALSE	FALSE
Olfr815	chr10	FALSE	FALSE
Kdm5c	chrX	FALSE	TRUE
Mptx2	chr1	FALSE	FALSE
Fam120b	chr17	FALSE	TRUE
Ssxb8	chrX	FALSE	FALSE
Atp5k	chr5	FALSE	FALSE
Nme4	chr17	FALSE	FALSE
Plvap	chr8	FALSE	TRUE
Cdsn	chr17	FALSE	TRUE
Pdcd2l	chr7	FALSE	TRUE
Olfr459	chr6	FALSE	FALSE
Ankrd34b	chr13	FALSE	TRUE
Efs	chr14	FALSE	TRUE
Ifnl2	chr7	FALSE	FALSE
Hdhd5	chr6	FALSE	TRUE
Kat2a	chr11	FALSE	FALSE
Comtd1	chr14	FALSE	FALSE
1700018F24Rik	chr5	FALSE	FALSE
Mup15	chr4	FALSE	FALSE
Rgs18	chr1	FALSE	TRUE
Sft2d3	chr18	FALSE	FALSE
Nsmaf	chr4	FALSE	FALSE
Rab11fip4	chr11	FALSE	TRUE
Rps20	chr4	FALSE	FALSE
Olfr859	chr9	FALSE	TRUE
Kctd6	chr14	FALSE	FALSE
Ccdc59	chr10	FALSE	FALSE
Plekhf1	chr7	FALSE	FALSE
Gm2237	chr14	TRUE	FALSE
Top3b	chr16	FALSE	TRUE
Plekha6	chr1	FALSE	TRUE
Sapcd1	chr17	FALSE	FALSE
Dennd1c	chr17	FALSE	TRUE
6330403K07Rik	chr11	FALSE	FALSE
Gm42420	chr6	FALSE	TRUE
Prss48	chr3	FALSE	FALSE
Uqcr10	chr11	FALSE	FALSE
Mfsd6l	chr11	FALSE	FALSE
Ldoc1	chrX	FALSE	FALSE
Sh2d1b1	chr1	FALSE	TRUE
Btbd11	chr10	FALSE	TRUE
Mbd3	chr10	FALSE	TRUE
Irf2bp1	chr7	FALSE	FALSE
Ffar1	chr7	FALSE	FALSE
Pagr1a	chr7	FALSE	FALSE
Olfr723	chr14	FALSE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Spata31d1a	chr13	FALSE	TRUE
Kat5	chr19	FALSE	FALSE
7530416G11Rik	chr15	FALSE	TRUE
Slfnl1	chr4	FALSE	FALSE
Rps23	chr13	FALSE	FALSE
Vmn1r53	chr6	FALSE	FALSE
Cd3d	chr9	FALSE	FALSE
Speer4f2	chr5	FALSE	FALSE
Scp2d1	chr2	FALSE	FALSE
1190007I07Rik	chr10	FALSE	FALSE
Atp5d	chr10	FALSE	FALSE
Cldn34b1	chrX	FALSE	FALSE
2310011J03Rik	chr10	FALSE	FALSE
AA467197	chr2	FALSE	FALSE
Prl7c1	chr13	FALSE	FALSE
Vasn	chr16	FALSE	TRUE
Grhpr	chr4	FALSE	TRUE
Olfr830	chr9	FALSE	FALSE
Pfkl	chr10	FALSE	TRUE
Svs2	chr2	FALSE	FALSE
Plin5	chr17	FALSE	FALSE
Ccdc188	chr16	FALSE	FALSE
Rilp	chr11	FALSE	FALSE
Lamtor3	chr3	FALSE	TRUE
Ebag9	chr15	FALSE	FALSE
Mcpt4	chr14	FALSE	FALSE
Chad	chr11	FALSE	FALSE
H4c3	chr13	FALSE	FALSE
Olfr905	chr9	FALSE	FALSE
Mblac1	chr5	FALSE	FALSE
Ifitm6	chr7	FALSE	FALSE
Krtap19-9b	chr16	FALSE	FALSE
Tas2r124	chr6	FALSE	FALSE
Pmch	chr10	FALSE	FALSE
Vmn1r179	chr7	FALSE	FALSE
Lpcat4	chr2	FALSE	FALSE
Ppp2r3c	chr12	FALSE	TRUE
Ddost	chr4	FALSE	TRUE
Hspb7	chr4	FALSE	TRUE
Olfr661	chr7	FALSE	FALSE
Tmem150a	chr6	FALSE	FALSE
Gpr62	chr9	FALSE	FALSE
Gm8909	chr17	FALSE	FALSE
Vmn1r237	chr17	FALSE	FALSE
Gm4791	chr9	FALSE	FALSE
Nudt8	chr19	FALSE	FALSE
Olfr211	chr6	FALSE	TRUE
Oxa1l	chr14	FALSE	TRUE
Bricd5	chr17	FALSE	FALSE
Grk6	chr13	FALSE	TRUE
Gm17174	chr14	FALSE	FALSE
Gm20479	chr7	FALSE	FALSE
Tcam1	chr11	FALSE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Gm16427	chr5	FALSE	FALSE
Mchr1	chr15	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Shld1	chr2	FALSE	FALSE
Itm2c	chr1	FALSE	FALSE
Defb50	chr8	FALSE	FALSE
Rhox5	chrX	FALSE	FALSE
Olfr1373	chr11	FALSE	FALSE
Ifitm1	chr7	FALSE	FALSE
Ggt6	chr11	FALSE	FALSE
Fpr2	chr17	FALSE	FALSE
Dlgap4	chr2	FALSE	TRUE
Ccdc177	chr12	FALSE	TRUE
Zfp597	chr16	FALSE	TRUE
Cd79a	chr7	FALSE	FALSE
Nabp1	chr1	FALSE	FALSE
Olfr1450	chr19	FALSE	FALSE
Lce3d	chr3	FALSE	FALSE
Gm10424	chr5	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Cypt3	chrX	FALSE	FALSE
Cacna2d2	chr9	FALSE	TRUE
Olfr554	chr7	FALSE	FALSE
Gm2244	chr14	FALSE	FALSE
Tcp10a	chr17	FALSE	TRUE
Arl5a	chr2	FALSE	TRUE
Tm4sf5	chr11	FALSE	FALSE
Cebpg	chr7	FALSE	TRUE
Kcna2	chr3	TRUE	TRUE
4930578G10Rik	chr4	FALSE	FALSE
Fut1	chr7	FALSE	FALSE
Mlst8	chr17	FALSE	FALSE
Olfr399	chr11	FALSE	FALSE
Ctsj	chr13	FALSE	FALSE
Snrpf	chr10	FALSE	FALSE
Spopfm2	chr3	FALSE	FALSE
Sp6	chr11	FALSE	FALSE
Ift57	chr16	FALSE	FALSE
Olfr967	chr9	FALSE	FALSE
Icam5	chr9	TRUE	FALSE
Ptf1a	chr2	FALSE	FALSE
Chrm5	chr2	FALSE	FALSE
Timm21	chr18	FALSE	FALSE
E330014E10Rik	chr5	FALSE	FALSE
Atp6v1g2	chr17	FALSE	FALSE
Igbp1	chrX	FALSE	FALSE
Rtp1	chr16	FALSE	TRUE
Il27ra	chr8	FALSE	TRUE
Zfp788	chr7	FALSE	TRUE
Omt2a	chr9	FALSE	FALSE
Gadd45b	chr10	FALSE	FALSE
Ubqln3	chr7	FALSE	FALSE
Ifna9	chr4	FALSE	FALSE
H2-M10.2	chr17	FALSE	FALSE
Ankle1	chr8	FALSE	FALSE
Cyp2a22	chr7	FALSE	FALSE
Glt8d2	chr10	FALSE	FALSE
U2af2	chr7	FALSE	TRUE
Doxl2	chr6	FALSE	FALSE
Vhl	chr6	FALSE	FALSE
Sra1	chr18	FALSE	FALSE
Nat8f6	chr6	FALSE	TRUE
Rpa3	chr6	FALSE	FALSE
Taar1	chr10	FALSE	FALSE
Bmp10	chr6	FALSE	TRUE
