gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
Ablim1	chr19	FALSE	TRUE
Luzp1	chr4	FALSE	FALSE
Tlk2	chr11	FALSE	FALSE
Lrrc20	chr10	FALSE	FALSE
Lurap1l	chr4	FALSE	TRUE
Clpb	chr7	FALSE	TRUE
Ebag9	chr15	FALSE	TRUE
Stxbp4	chr11	FALSE	FALSE
Hdac8	chrX	FALSE	FALSE
Rasal2	chr1	FALSE	FALSE
Oprl1	chr2	FALSE	TRUE
Myo18a	chr11	FALSE	FALSE
Lrrfip1	chr1	FALSE	TRUE
Coro2b	chr9	FALSE	FALSE
Ccdc13	chr9	FALSE	FALSE
Map4	chr9	FALSE	TRUE
Lrch1	chr14	FALSE	TRUE
Rgs9	chr11	FALSE	TRUE
Plcl1	chr1	FALSE	FALSE
Gpr68	chr12	FALSE	TRUE
Mtfr1	chr3	FALSE	FALSE
Daam1	chr12	FALSE	FALSE
Arhgef17	chr7	FALSE	TRUE
Shank1	chr7	FALSE	FALSE
Calcoco1	chr15	FALSE	FALSE
Otud7a	chr7	FALSE	TRUE
Sirpa	chr2	FALSE	FALSE
Itgb1bp1	chr12	FALSE	FALSE
Ttll5	chr12	FALSE	FALSE
Kcnj3	chr2	FALSE	FALSE
Ube2o	chr11	FALSE	FALSE
Rps6kc1	chr1	FALSE	FALSE
Klf7	chr1	FALSE	FALSE
Dennd4a	chr9	FALSE	FALSE
Zfp532	chr18	FALSE	FALSE
Poln	chr5	FALSE	TRUE
Ppargc1b	chr18	FALSE	FALSE
Add2	chr6	FALSE	TRUE
Dusp16	chr6	FALSE	FALSE
Deptor	chr15	FALSE	FALSE
Dnajb6	chr5	FALSE	TRUE
Ssbp2	chr13	FALSE	FALSE
Rnf130	chr11	FALSE	FALSE
Kcnab2	chr4	FALSE	FALSE
Scai	chr2	FALSE	FALSE
Susd4	chr1	FALSE	TRUE
Tmem144	chr3	FALSE	TRUE
Aak1	chr6	FALSE	FALSE
Arid1b	chr17	FALSE	TRUE
Sema4d	chr13	FALSE	FALSE
Lrrc1	chr9	FALSE	FALSE
Meis1	chr11	TRUE	FALSE
Setbp1	chr18	FALSE	FALSE
Fmnl2	chr2	FALSE	FALSE
Rnf220	chr4	FALSE	FALSE
Phlpp1	chr1	FALSE	FALSE
Robo1	chr16	FALSE	TRUE
Camk2b	chr11	FALSE	FALSE
Kirrel3	chr9	FALSE	FALSE
Ate1	chr7	FALSE	FALSE
Spsb1	chr4	FALSE	FALSE
Qsox1	chr1	FALSE	FALSE
Ptprf	chr4	FALSE	TRUE
Zfp609	chr9	FALSE	FALSE
Fut8	chr12	FALSE	FALSE
Chd7	chr4	TRUE	FALSE
Fez2	chr17	FALSE	TRUE
Myrfl	chr10	FALSE	FALSE
Gtf2ird1	chr5	FALSE	FALSE
Smg6	chr11	FALSE	TRUE
Cradd	chr10	FALSE	TRUE
Pik3c2b	chr1	FALSE	FALSE
Pik3ca	chr3	FALSE	FALSE
Arhgef18	chr8	FALSE	FALSE
Ptpn4	chr1	FALSE	TRUE
Amph	chr13	FALSE	TRUE
Map7	chr10	FALSE	FALSE
Pkia	chr3	FALSE	FALSE
Kidins220	chr12	FALSE	FALSE
Stxbp5	chr10	FALSE	TRUE
Zfp148	chr16	FALSE	FALSE
Smarcd3	chr5	FALSE	FALSE
Sh3gl2	chr4	FALSE	FALSE
Yipf7	chr5	FALSE	TRUE
Scarb2	chr5	FALSE	FALSE
Ubr4	chr4	FALSE	FALSE
Lonrf2	chr1	FALSE	FALSE
Ccnk	chr12	FALSE	FALSE
Cnksr2	chrX	FALSE	FALSE
Osbpl9	chr4	FALSE	TRUE
Atp11a	chr8	FALSE	FALSE
Crppa	chr12	FALSE	FALSE
Bicd1	chr6	FALSE	FALSE
Ccdc138	chr10	FALSE	FALSE
Fam120a	chr13	FALSE	FALSE
Scg2	chr1	FALSE	TRUE
Fam222a	chr5	FALSE	FALSE
Afg1l	chr10	FALSE	FALSE
Phtf1	chr3	FALSE	FALSE
Ttll7	chr3	FALSE	FALSE
Nt5c2	chr19	FALSE	FALSE
Upp2	chr2	FALSE	FALSE
Disp3	chr4	FALSE	FALSE
Cfap74	chr4	FALSE	FALSE
Chil5	chr3	FALSE	TRUE
Zic3	chrX	FALSE	TRUE
Syne2	chr12	FALSE	TRUE
Chn2	chr6	FALSE	TRUE
Thsd7b	chr1	FALSE	FALSE
Kcnb1	chr2	FALSE	TRUE
Ptk2b	chr14	FALSE	TRUE
Gpm6a	chr8	FALSE	FALSE
Pde3a	chr6	FALSE	FALSE
Helz	chr11	FALSE	TRUE
Cdc42se2	chr11	FALSE	FALSE
Gnao1	chr8	FALSE	FALSE
Fam172a	chr13	FALSE	FALSE
Adam23	chr1	FALSE	FALSE
Kif26b	chr1	FALSE	FALSE
Sptbn1	chr11	FALSE	FALSE
Hecw1	chr13	FALSE	FALSE
Smarca4	chr9	FALSE	FALSE
Ophn1	chrX	FALSE	FALSE
Nav2	chr7	FALSE	TRUE
Pclo	chr5	FALSE	FALSE
Nr4a2	chr2	FALSE	TRUE
Sap30	chr8	FALSE	TRUE
Gsk3b	chr16	FALSE	FALSE
Gnptab	chr10	FALSE	TRUE
Macroh2a1	chr13	FALSE	FALSE
Ralgapa1	chr12	FALSE	FALSE
Dcp1b	chr6	FALSE	FALSE
Macrod2	chr2	FALSE	FALSE
Slc4a10	chr2	FALSE	FALSE
Dnm2	chr9	FALSE	FALSE
Rybp	chr6	FALSE	FALSE
Cdh13	chr8	FALSE	TRUE
Ptpru	chr4	FALSE	FALSE
Grip2	chr6	TRUE	TRUE
Ccser1	chr6	FALSE	TRUE
Igf2bp3	chr6	FALSE	FALSE
Cadm1	chr9	FALSE	FALSE
Ilrun	chr17	FALSE	FALSE
Akap12	chr10	FALSE	FALSE
Arpp21	chr9	FALSE	FALSE
Dcstamp	chr15	FALSE	TRUE
Slc1a3	chr15	FALSE	FALSE
Ncoa6	chr2	FALSE	FALSE
Fntb	chr12	FALSE	FALSE
Phldb1	chr9	FALSE	FALSE
AW554918	chr18	FALSE	FALSE
Esyt2	chr12	FALSE	FALSE
Enkur	chr2	FALSE	TRUE
Loxhd1	chr18	FALSE	TRUE
Tet2	chr3	FALSE	FALSE
Tnrc6a	chr7	FALSE	FALSE
Kcnh1	chr1	FALSE	FALSE
Mmd2	chr5	FALSE	FALSE
Atp9a	chr2	FALSE	TRUE
Insr	chr8	FALSE	FALSE
Lcorl	chr5	FALSE	TRUE
Cd200r3	chr16	FALSE	TRUE
Pcnx2	chr8	FALSE	FALSE
Carmil1	chr13	FALSE	TRUE
Lpin1	chr12	FALSE	FALSE
Slc7a14	chr3	FALSE	FALSE
Dtnb	chr12	FALSE	FALSE
Nin	chr12	FALSE	TRUE
Rgs17	chr10	FALSE	TRUE
Nphp1	chr2	TRUE	TRUE
Actn1	chr12	FALSE	TRUE
Wdfy3	chr5	FALSE	TRUE
Tsc22d1	chr14	FALSE	FALSE
App	chr16	FALSE	FALSE
Il20rb	chr9	FALSE	TRUE
Fry	chr5	FALSE	FALSE
Fam169a	chr13	FALSE	TRUE
Src	chr2	FALSE	TRUE
Map3k4	chr17	FALSE	TRUE
Nup188	chr2	FALSE	FALSE
Glg1	chr8	FALSE	FALSE
Large1	chr8	FALSE	FALSE
Plbd2	chr5	FALSE	FALSE
Tango6	chr8	FALSE	TRUE
Sptbn4	chr7	FALSE	FALSE
Pou2f1	chr1	FALSE	TRUE
Shroom3	chr5	FALSE	TRUE
Sdc3	chr4	FALSE	TRUE
Cacna1a	chr8	FALSE	TRUE
Sel1l3	chr5	FALSE	FALSE
Schip1	chr3	FALSE	FALSE
Adgrb2	chr4	FALSE	FALSE
Ppp2r5c	chr12	FALSE	FALSE
Eif2ak4	chr2	FALSE	FALSE
Kif3b	chr2	FALSE	TRUE
Arhgap44	chr11	FALSE	FALSE
Baiap2	chr11	FALSE	FALSE
Kdm4b	chr17	FALSE	FALSE
Ube2w	chr1	FALSE	FALSE
Mcph1	chr8	FALSE	FALSE
Dtx1	chr5	FALSE	FALSE
Lrch3	chr16	FALSE	FALSE
Rap1a	chr3	FALSE	FALSE
Iqgap1	chr7	FALSE	FALSE
Oxsr1	chr9	FALSE	FALSE
Ppa2	chr3	FALSE	FALSE
Atxn2	chr5	FALSE	TRUE
Ppp1r13b	chr12	FALSE	FALSE
Plxna2	chr1	FALSE	FALSE
Jak1	chr4	FALSE	FALSE
Slc39a10	chr1	FALSE	FALSE
Mrps9	chr1	FALSE	FALSE
Nrxn2	chr19	FALSE	TRUE
Ankrd44	chr1	FALSE	FALSE
Auh	chr13	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Wnk2	chr13	FALSE	FALSE
Iffo2	chr4	FALSE	FALSE
Klf12	chr14	FALSE	TRUE
Btbd7	chr12	FALSE	FALSE
Sptlc2	chr12	FALSE	FALSE
Mdga2	chr12	FALSE	TRUE
Adarb1	chr10	FALSE	FALSE
Klf3	chr5	FALSE	TRUE
Dgkg	chr16	FALSE	FALSE
Lin7a	chr10	FALSE	FALSE
Ism1	chr2	FALSE	FALSE
Zfyve9	chr4	FALSE	FALSE
Aftph	chr11	FALSE	FALSE
Tet3	chr6	FALSE	FALSE
Kiz	chr2	FALSE	FALSE
Pias1	chr9	FALSE	TRUE
Paqr8	chr1	FALSE	FALSE
Eri3	chr4	FALSE	FALSE
Brd4	chr17	FALSE	TRUE
Scarb1	chr5	FALSE	TRUE
Dcbld1	chr10	FALSE	TRUE
Mctp2	chr7	TRUE	TRUE
Exoc2	chr13	FALSE	TRUE
Cers4	chr8	FALSE	TRUE
Papola	chr12	FALSE	FALSE
Smurf1	chr5	FALSE	TRUE
Phf14	chr6	FALSE	FALSE
Ap2b1	chr11	FALSE	FALSE
Tbcd	chr11	FALSE	FALSE
Ly6g6d	chr17	FALSE	TRUE
Apba1	chr19	FALSE	FALSE
Mapt	chr11	FALSE	FALSE
Pepd	chr7	FALSE	TRUE
Prep	chr10	FALSE	FALSE
Marf1	chr16	FALSE	FALSE
Sema4b	chr7	FALSE	FALSE
Man1c1	chr4	FALSE	FALSE
Aox1	chr1	FALSE	TRUE
Arvcf	chr16	FALSE	TRUE
Phyhipl	chr10	FALSE	FALSE
Angel1	chr12	FALSE	TRUE
Hectd4	chr5	FALSE	TRUE
Esrrb	chr12	FALSE	FALSE
Fam78b	chr1	FALSE	TRUE
Ap1g1	chr8	FALSE	FALSE
Acvr2a	chr2	FALSE	FALSE
Slc2a13	chr15	FALSE	FALSE
Ergic1	chr17	FALSE	FALSE
Emsy	chr7	FALSE	TRUE
Xpr1	chr1	FALSE	FALSE
Hhat	chr1	FALSE	FALSE
Unc5c	chr3	FALSE	FALSE
Lmbr1	chr5	FALSE	FALSE
Smarca2	chr19	FALSE	FALSE
Iqsec3	chr6	FALSE	TRUE
Bcat1	chr6	FALSE	TRUE
Arl4a	chr12	FALSE	FALSE
Lcor	chr19	FALSE	FALSE
Srrm4	chr5	FALSE	FALSE
7530416G11Rik	chr15	FALSE	TRUE
Dop1b	chr16	FALSE	FALSE
Slitrk2	chrX	TRUE	TRUE
Grm1	chr10	FALSE	FALSE
Zfp943	chr17	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Epb41l3	chr17	FALSE	TRUE
Nckap1	chr2	FALSE	FALSE
Atf7	chr15	FALSE	TRUE
Sgsm3	chr15	FALSE	FALSE
Psmd14	chr2	FALSE	FALSE
Stim2	chr5	FALSE	FALSE
Txndc16	chr14	FALSE	FALSE
Dpt	chr1	FALSE	TRUE
Retreg1	chr15	FALSE	FALSE
Cstf3	chr2	FALSE	FALSE
Pik3cb	chr9	FALSE	FALSE
Rgs20	chr1	FALSE	FALSE
Bckdhb	chr9	FALSE	FALSE
Eipr1	chr12	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Ralyl	chr3	FALSE	TRUE
Rps6kb1	chr11	FALSE	FALSE
Slc23a2	chr2	FALSE	TRUE
Fcho2	chr13	FALSE	FALSE
Pld1	chr3	FALSE	TRUE
Tmem163	chr1	FALSE	TRUE
Nrf1	chr6	FALSE	FALSE
Mettl21e	chr1	FALSE	TRUE
Lmo1	chr7	FALSE	TRUE
Elf2	chr3	FALSE	FALSE
Cacnb2	chr2	FALSE	TRUE
Aktip	chr8	FALSE	FALSE
Fgf12	chr16	FALSE	TRUE
Sik2	chr9	FALSE	FALSE
Exph5	chr9	FALSE	FALSE
Trim36	chr18	FALSE	TRUE
Btbd8	chr5	FALSE	TRUE
Bmerb1	chr16	FALSE	TRUE
Sorl1	chr9	TRUE	TRUE
Usp7	chr16	FALSE	TRUE
Fbxw11	chr11	FALSE	FALSE
Diaph3	chr14	FALSE	FALSE
Ccar2	chr14	FALSE	TRUE
Kdm6a	chrX	FALSE	FALSE
Fars2	chr13	FALSE	FALSE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	FALSE
Abcc8	chr7	FALSE	TRUE
Tenm4	chr7	FALSE	TRUE
Bicra	chr7	FALSE	FALSE
Myh10	chr11	FALSE	TRUE
Setd2	chr9	FALSE	FALSE
Kcnma1	chr14	FALSE	TRUE
Atad2b	chr12	FALSE	FALSE
Fam222b	chr11	FALSE	FALSE
Lnpk	chr2	FALSE	FALSE
Rgma	chr7	FALSE	FALSE
Adck1	chr12	FALSE	FALSE
Arid2	chr15	FALSE	FALSE
Stxbp5l	chr16	FALSE	FALSE
Nbeal1	chr1	FALSE	FALSE
Cdc26	chr4	FALSE	FALSE
Tab3	chrX	FALSE	FALSE
Arhgef37	chr18	FALSE	TRUE
Exoc3l	chr8	FALSE	TRUE
Btaf1	chr19	FALSE	FALSE
Senp7	chr16	FALSE	FALSE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	FALSE	FALSE
Trim9	chr12	FALSE	FALSE
Medag	chr5	FALSE	TRUE
Dock10	chr1	FALSE	FALSE
Map6	chr7	FALSE	FALSE
Myo16	chr8	FALSE	FALSE
Elovl7	chr13	FALSE	FALSE
Map2k4	chr11	FALSE	FALSE
Mbtps2	chrX	FALSE	FALSE
Fbxw7	chr3	FALSE	FALSE
Clgn	chr8	FALSE	FALSE
Pank1	chr19	FALSE	FALSE
Arfgap1	chr2	FALSE	FALSE
Trp53bp1	chr2	FALSE	TRUE
Prdm11	chr2	FALSE	FALSE
Spin1	chr13	FALSE	FALSE
Smurf2	chr11	FALSE	FALSE
Setd3	chr12	FALSE	TRUE
Atf3	chr1	FALSE	TRUE
Ripor1	chr8	FALSE	FALSE
Sms	chrX	FALSE	FALSE
Fnip2	chr3	FALSE	FALSE
Tlk1	chr2	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
Bmp2k	chr5	FALSE	TRUE
Ccdc167	chr17	FALSE	TRUE
Pyroxd2	chr19	FALSE	FALSE
Wnk1	chr6	FALSE	FALSE
Dock7	chr4	FALSE	FALSE
Dock4	chr12	FALSE	FALSE
Wipf2	chr11	FALSE	FALSE
6430548M08Rik	chr8	FALSE	FALSE
Wbp1l	chr19	FALSE	FALSE
Ino80d	chr1	FALSE	FALSE
Arl15	chr13	FALSE	FALSE
Clip4	chr17	FALSE	TRUE
Slc29a3	chr10	FALSE	TRUE
Kifc3	chr8	FALSE	TRUE
Spag6	chr2	FALSE	FALSE
Stox2	chr8	FALSE	FALSE
Fbxw8	chr5	FALSE	FALSE
Slmap	chr14	FALSE	TRUE
Nedd9	chr13	FALSE	TRUE
Rbm19	chr5	FALSE	FALSE
Rpn2	chr2	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Csnka2ip	chr16	FALSE	TRUE
Afdn	chr17	FALSE	FALSE
Lclat1	chr17	FALSE	FALSE
Lrp12	chr15	FALSE	FALSE
Brf1	chr12	FALSE	FALSE
Lrrc55	chr2	FALSE	TRUE
Tmem245	chr4	FALSE	FALSE
Rnf115	chr3	FALSE	FALSE
Srsf4	chr4	FALSE	TRUE
Usp32	chr11	FALSE	FALSE
Oxsm	chr14	FALSE	FALSE
Nudt14	chr12	FALSE	FALSE
Ehbp1	chr11	FALSE	FALSE
Ankfy1	chr11	FALSE	FALSE
Atp2b1	chr10	FALSE	TRUE
Sphkap	chr1	FALSE	FALSE
Zswim5	chr4	FALSE	FALSE
Dpysl3	chr18	FALSE	TRUE
Adam28	chr14	FALSE	FALSE
D5Ertd579e	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Dicer1	chr12	FALSE	FALSE
Cds1	chr5	FALSE	FALSE
Specc1l	chr10	FALSE	FALSE
Atxn7	chr14	FALSE	FALSE
Gja5	chr3	FALSE	TRUE
Tmem236	chr2	FALSE	TRUE
Pcx	chr19	FALSE	FALSE
Ehd4	chr2	FALSE	TRUE
Spag9	chr11	FALSE	FALSE
Irf2	chr8	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Tbc1d12	chr19	FALSE	FALSE
Grap	chr11	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Ptpn1	chr2	FALSE	FALSE
Abi1	chr2	FALSE	FALSE
Osbp2	chr11	FALSE	FALSE
Coq3	chr4	FALSE	FALSE
Crebbp	chr16	FALSE	FALSE
Cd6	chr19	FALSE	TRUE
Slc66a2	chr18	FALSE	FALSE
Fhl1	chrX	FALSE	TRUE
Arhgef11	chr3	FALSE	TRUE
Gigyf2	chr1	FALSE	FALSE
Cit	chr5	FALSE	TRUE
Acvr1b	chr15	FALSE	TRUE
Klhdc10	chr6	FALSE	FALSE
Xpo6	chr7	FALSE	FALSE
Gcn1	chr5	FALSE	TRUE
Pcyt1b	chrX	FALSE	TRUE
Vps54	chr11	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Mtap	chr4	FALSE	FALSE
Gnaz	chr10	FALSE	FALSE
Bdnf	chr2	FALSE	TRUE
Ogdh	chr11	FALSE	FALSE
Ext1	chr15	FALSE	FALSE
Manea	chr4	FALSE	TRUE
Ankrd12	chr17	FALSE	FALSE
Smad1	chr8	FALSE	TRUE
Chd2	chr7	FALSE	TRUE
Mob2	chr7	FALSE	FALSE
Mapk1	chr16	FALSE	FALSE
Igsf10	chr3	TRUE	FALSE
Slc9a7	chrX	FALSE	FALSE
Tshz3	chr7	FALSE	TRUE
Etfa	chr9	FALSE	TRUE
Smap2	chr4	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Zfp523	chr17	FALSE	FALSE
Dnajc6	chr4	FALSE	TRUE
Ube2k	chr5	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Ap1s3	chr1	FALSE	FALSE
Acsl6	chr11	FALSE	FALSE
Rictor	chr15	FALSE	FALSE
Mef2a	chr7	FALSE	FALSE
Mb21d2	chr16	FALSE	FALSE
Dennd3	chr15	FALSE	TRUE
Ano4	chr10	FALSE	FALSE
Ccdc6	chr10	FALSE	TRUE
Mgat4a	chr1	FALSE	FALSE
Cecr2	chr6	FALSE	TRUE
Mrps28	chr3	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Fbxo11	chr17	FALSE	TRUE
Rspo3	chr10	FALSE	TRUE
Wwc1	chr11	FALSE	TRUE
Garem1	chr18	FALSE	FALSE
A930004D18Rik	chr2	FALSE	FALSE
Ank	chr15	FALSE	TRUE
Pde4a	chr9	FALSE	FALSE
Gna14	chr19	FALSE	TRUE
Zfp638	chr6	FALSE	TRUE
Hipk3	chr2	FALSE	FALSE
Ranbp17	chr11	FALSE	FALSE
Ddhd1	chr14	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Trps1	chr15	FALSE	TRUE
Zcchc17	chr4	FALSE	FALSE
Parn	chr16	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Zfyve1	chr12	FALSE	FALSE
Rras2	chr7	FALSE	TRUE
Nipbl	chr15	FALSE	FALSE
Slc7a1	chr5	FALSE	TRUE
Rnf152	chr1	FALSE	FALSE
Aim2	chr1	FALSE	TRUE
Apc	chr18	FALSE	TRUE
Ruvbl1	chr6	FALSE	TRUE
Zdhhc17	chr10	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Phactr2	chr10	FALSE	FALSE
Plxdc2	chr2	FALSE	TRUE
Ezr	chr17	FALSE	FALSE
Stpg2	chr3	FALSE	TRUE
Memo1	chr17	FALSE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
Shtn1	chr19	FALSE	TRUE
D630045J12Rik	chr6	FALSE	TRUE
Kcnq2	chr2	FALSE	FALSE
Cdk8	chr5	FALSE	FALSE
Nabp1	chr1	FALSE	TRUE
Rbms1	chr2	FALSE	TRUE
Fancc	chr13	FALSE	FALSE
Rims4	chr2	FALSE	FALSE
Map2	chr1	FALSE	TRUE
Ankrd11	chr8	FALSE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kat2b	chr17	FALSE	FALSE
Atp6v0d1	chr8	FALSE	FALSE
Tfcp2l1	chr1	FALSE	FALSE
Ctnnbip1	chr4	FALSE	FALSE
Syt14	chr1	FALSE	FALSE
Rapgef6	chr11	FALSE	TRUE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	TRUE
A330070K13Rik	chr5	FALSE	TRUE
Mon2	chr10	FALSE	FALSE
Rnmt	chr18	FALSE	TRUE
Hdhd5	chr6	FALSE	FALSE
Hivep2	chr10	FALSE	FALSE
Galnt9	chr5	FALSE	FALSE
Cpm	chr10	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Epc2	chr2	FALSE	FALSE
Pde7a	chr3	FALSE	FALSE
Elavl3	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	FALSE
Pip5k1b	chr19	FALSE	FALSE
Tmem29	chrX	FALSE	FALSE
Cdan1	chr2	FALSE	TRUE
Foxp4	chr17	FALSE	TRUE
Creb5	chr6	FALSE	FALSE
Slc44a5	chr3	FALSE	TRUE
Ube3c	chr5	FALSE	FALSE
Rbm33	chr5	FALSE	FALSE
Klhl2	chr8	FALSE	FALSE
Map3k13	chr16	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Iqsec1	chr6	FALSE	FALSE
Mlxip	chr5	FALSE	FALSE
Esd	chr14	FALSE	FALSE
Adra1d	chr2	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Trim2	chr3	FALSE	TRUE
Ica1	chr6	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Ccdc171	chr4	FALSE	FALSE
Tmem238	chr7	FALSE	TRUE
Tex264	chr9	FALSE	FALSE
Myof	chr19	FALSE	TRUE
Dok6	chr18	FALSE	TRUE
Mib1	chr18	FALSE	FALSE
Bicd2	chr13	FALSE	FALSE
Tgfbrap1	chr1	FALSE	FALSE
Plagl1	chr10	FALSE	TRUE
Ogdhl	chr14	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Negr1	chr3	FALSE	FALSE
Zc3h13	chr14	FALSE	FALSE
Prrc2b	chr2	FALSE	TRUE
Ccny	chr18	FALSE	FALSE
Brinp1	chr4	FALSE	TRUE
Spata7	chr12	FALSE	TRUE
Mapkbp1	chr2	FALSE	FALSE
Pcmtd1	chr1	FALSE	FALSE
Zdhhc14	chr17	FALSE	FALSE
Gm16223	chr5	FALSE	FALSE
Ice1	chr13	FALSE	FALSE
Sec14l1	chr11	FALSE	TRUE
Stx18	chr5	FALSE	FALSE
Sspo	chr6	FALSE	FALSE
Lrp6	chr6	FALSE	FALSE
Kifap3	chr1	FALSE	FALSE
Amer2	chr14	FALSE	TRUE
Cep170b	chr12	FALSE	FALSE
Wscd1	chr11	FALSE	FALSE
Tbc1d5	chr17	FALSE	FALSE
Dazl	chr17	FALSE	TRUE
Klf8	chrX	FALSE	TRUE
Arsg	chr11	FALSE	TRUE
Map3k2	chr18	FALSE	FALSE
Dtna	chr18	FALSE	TRUE
Grk6	chr13	FALSE	FALSE
Adamts18	chr8	FALSE	TRUE
Slc25a26	chr6	FALSE	TRUE
Ubr3	chr2	FALSE	TRUE
Abtb2	chr2	FALSE	TRUE
Poc1a	chr9	FALSE	FALSE
Rnf13	chr3	FALSE	FALSE
Mpp4	chr1	FALSE	TRUE
Spop	chr11	FALSE	FALSE
Dusp1	chr17	FALSE	FALSE
Bptf	chr11	FALSE	TRUE
Lhfpl3	chr5	FALSE	TRUE
Ppp2r5a	chr1	FALSE	TRUE
Trim33	chr3	FALSE	FALSE
Col13a1	chr10	FALSE	FALSE
Sorbs2	chr8	FALSE	TRUE
Atp8b1	chr18	FALSE	TRUE
Phf20	chr2	FALSE	FALSE
Slc2a9	chr5	FALSE	TRUE
Fam120c	chrX	FALSE	FALSE
Map4k4	chr1	FALSE	TRUE
Catspere2	chr1	FALSE	FALSE
Inpp4b	chr8	FALSE	TRUE
Cnot6l	chr5	FALSE	FALSE
Saxo1	chr4	FALSE	FALSE
Zzef1	chr11	FALSE	FALSE
Tmprss7	chr16	FALSE	TRUE
Uggt1	chr1	FALSE	FALSE
Nuak1	chr10	FALSE	TRUE
Fermt2	chr14	FALSE	FALSE
Mink1	chr11	FALSE	FALSE
Col4a1	chr8	FALSE	FALSE
Cbfa2t2	chr2	FALSE	TRUE
Tanc1	chr2	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Nxph1	chr6	FALSE	TRUE
Ints6	chr14	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Mgat5b	chr11	FALSE	TRUE
Cacul1	chr19	FALSE	FALSE
Tmem135	chr7	FALSE	FALSE
Ptpn11	chr5	FALSE	FALSE
Abcg1	chr17	FALSE	FALSE
Dipk1a	chr5	FALSE	FALSE
Ppp3cc	chr14	FALSE	FALSE
Atoh8	chr6	FALSE	FALSE
Htt	chr5	FALSE	FALSE
Efhd2	chr4	FALSE	TRUE
Tbc1d2b	chr9	FALSE	TRUE
Srek1ip1	chr13	FALSE	TRUE
Man2a1	chr17	FALSE	FALSE
Nova2	chr7	FALSE	FALSE
Ranbp9	chr13	FALSE	FALSE
Fam13c	chr10	FALSE	FALSE
Tcerg1	chr18	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Braf	chr6	FALSE	FALSE
Ptpn3	chr4	FALSE	TRUE
Ap1b1	chr11	FALSE	FALSE
Myo6	chr9	FALSE	FALSE
Dapk2	chr9	FALSE	TRUE
Csnk1g3	chr18	FALSE	FALSE
4930505A04Rik	chr11	FALSE	TRUE
4932438H23Rik	chr16	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Rnf19a	chr15	TRUE	FALSE
Gpc1	chr1	FALSE	FALSE
Trank1	chr9	FALSE	TRUE
Strn	chr17	FALSE	FALSE
Vps13c	chr9	FALSE	FALSE
Dennd4c	chr4	FALSE	FALSE
Arl5a	chr2	FALSE	FALSE
Sestd1	chr2	FALSE	TRUE
Pccb	chr9	FALSE	FALSE
Armc2	chr10	FALSE	TRUE
Ust	chr10	FALSE	FALSE
Dcc	chr18	FALSE	TRUE
Srr	chr11	FALSE	FALSE
Adam10	chr9	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE
Map2k5	chr9	FALSE	TRUE
Cdc40	chr10	FALSE	TRUE
Tmem65	chr15	FALSE	FALSE
Nacc2	chr2	FALSE	TRUE
Il11ra1	chr4	FALSE	TRUE
Dglucy	chr12	FALSE	TRUE
Ncoa5	chr2	FALSE	TRUE
Asic2	chr11	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Lemd2	chr17	FALSE	FALSE
Cilp	chr9	FALSE	TRUE
Prpf40a	chr2	FALSE	TRUE
Btrc	chr19	FALSE	FALSE
Mmp16	chr4	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Lgi2	chr5	FALSE	TRUE
